id,Time,x,y,z
PositionLog0, 16:04:29.542,34596,84899,20733
PositionLog1, 16:04:32.093,34611,84844,20733
PositionLog2, 16:04:34.094,34624,84794,20733
PositionLog3, 16:04:36.111,34636,84750,20733
PositionLog4, 16:04:38.126,34650,84700,20733
PositionLog5, 16:04:40.128,34662,84655,20733
PositionLog6, 16:04:42.148,34674,84612,20733
PositionLog7, 16:04:44.165,34687,84560,20733
PositionLog8, 16:04:47.170,34707,84487,20733
PositionLog9, 16:04:50.173,34724,84420,20733
PositionLog10, 16:04:52.189,34738,84370,20733
PositionLog11, 16:04:54.194,34749,84325,20733
PositionLog12, 16:04:56.194,34760,84281,20733
PositionLog13, 16:04:58.195,34773,84229,20733
PositionLog14, 16:05:01.207,34789,84165,20733
PositionLog15, 16:05:03.209,34801,84114,20733
PositionLog16, 16:05:05.218,34811,84071,20733
PositionLog17, 16:05:07.280,34823,84020,20733
PositionLog18, 16:05:10.235,34838,83952,20733
PositionLog19, 16:05:12.271,34850,83901,20733
PositionLog20, 16:05:15.282,34864,83833,20733
PositionLog21, 16:05:17.317,34875,83781,20733
PositionLog22, 16:05:19.351,34884,83736,20733
PositionLog23, 16:05:21.363,34894,83684,20733
PositionLog24, 16:05:24.375,34905,83616,20733
PositionLog25, 16:05:26.376,34913,83565,20733
PositionLog26, 16:05:28.381,34919,83521,20733
PositionLog27, 16:05:30.385,34922,83467,20733
PositionLog28, 16:05:33.397,34920,83399,20733
PositionLog29, 16:05:35.418,34914,83348,20733
PositionLog30, 16:05:38.406,34904,83281,20733
PositionLog31, 16:05:40.417,34895,83230,20733
PositionLog32, 16:05:43.432,34882,83164,20733
PositionLog33, 16:05:45.440,34873,83113,20733
PositionLog34, 16:05:47.469,34865,83068,20733
PositionLog35, 16:05:49.483,34856,83016,20733
PositionLog36, 16:05:51.521,34850,82970,20733
PositionLog37, 16:05:53.531,34849,82918,20733
PositionLog38, 16:05:55.548,34849,82874,20733
PositionLog39, 16:05:57.573,34853,82820,20733
PositionLog40, 16:06:00.566,34858,82754,20733
PositionLog41, 16:06:02.580,34864,82702,20733
PositionLog42, 16:06:04.616,34869,82658,20733
PositionLog43, 16:06:07.618,34880,82582,20733
PositionLog44, 16:06:09.632,34888,82537,20733
PositionLog45, 16:06:11.694,34900,82486,20733
PositionLog46, 16:06:14.693,34918,82419,20733
PositionLog47, 16:06:16.717,34933,82370,20733
PositionLog48, 16:06:18.718,34946,82327,20733
PositionLog49, 16:06:20.736,34963,82276,20733
PositionLog50, 16:06:22.746,34977,82232,20733
PositionLog51, 16:06:25.758,35001,82160,20733
PositionLog52, 16:06:28.774,35022,82096,20733
PositionLog53, 16:06:30.782,35039,82044,20733
PositionLog54, 16:06:32.801,35053,82001,20733
PositionLog55, 16:06:34.824,35068,81950,20733
PositionLog56, 16:06:36.838,35081,81907,20733
PositionLog57, 16:06:38.885,35095,81856,20733
PositionLog58, 16:06:41.850,35110,81791,20733
PositionLog59, 16:06:43.857,35118,81741,20733
PositionLog60, 16:06:45.863,35121,81694,20733
PositionLog61, 16:06:47.895,35122,81649,20733
PositionLog62, 16:06:49.906,35122,81595,20733
PositionLog63, 16:06:51.941,35120,81550,20733
PositionLog64, 16:06:53.955,35118,81497,20733
PositionLog65, 16:06:55.983,35115,81452,20733
PositionLog66, 16:06:58.004,35113,81399,20733
PositionLog67, 16:07:00.988,35110,81331,20733
PositionLog68, 16:07:03.002,35108,81277,20733
PositionLog69, 16:07:05.011,35107,81231,20733
PositionLog70, 16:07:08.023,35113,81158,20733
PositionLog71, 16:07:10.046,35119,81114,20733
PositionLog72, 16:07:12.060,35128,81061,20733
PositionLog73, 16:07:14.065,35137,81016,20733
PositionLog74, 16:07:16.081,35146,80967,20733
PositionLog75, 16:07:19.141,35159,80901,20733
PositionLog76, 16:07:22.080,35171,80825,20733
PositionLog77, 16:07:25.078,35177,80760,20733
PositionLog78, 16:07:27.113,35176,80707,20733
PositionLog79, 16:07:29.199,35171,80663,20733
PositionLog80, 16:07:32.183,35159,80587,20733
PositionLog81, 16:07:34.235,35150,80539,20733
PositionLog82, 16:07:37.198,35138,80468,20733
PositionLog83, 16:07:39.337,35132,80423,20733
PositionLog84, 16:07:42.277,35128,80346,20733
PositionLog85, 16:07:45.235,35133,80274,20733
PositionLog86, 16:07:47.266,35139,80227,20733
PositionLog87, 16:07:49.297,35146,80177,20733
PositionLog88, 16:07:52.311,35157,80110,20733
PositionLog89, 16:07:54.314,35165,80059,20733
PositionLog90, 16:07:56.321,35173,80012,20733
PositionLog91, 16:07:59.328,35185,79937,20733
PositionLog92, 16:08:02.335,35196,79871,20733
PositionLog93, 16:08:04.342,35204,79818,20733
PositionLog94, 16:08:06.370,35211,79773,20733
PositionLog95, 16:08:08.459,35220,79719,20733
PositionLog96, 16:08:11.362,35231,79651,20733
PositionLog97, 16:08:14.410,35244,79573,20733
PositionLog98, 16:08:17.406,35255,79506,20733
PositionLog99, 16:08:19.406,35263,79453,20733
PositionLog100, 16:08:21.421,35271,79407,20733
PositionLog101, 16:08:23.446,35280,79352,20733
PositionLog102, 16:08:26.414,35291,79285,20733
PositionLog103, 16:08:29.413,35304,79211,20733
PositionLog104, 16:08:31.429,35311,79165,20733
PositionLog105, 16:08:33.440,35320,79113,20733
PositionLog106, 16:08:36.469,35332,79044,20733
PositionLog107, 16:08:38.485,35340,78996,20733
PositionLog108, 16:08:41.485,35353,78930,20733
PositionLog109, 16:08:43.494,35363,78878,20733
PositionLog110, 16:08:45.511,35372,78832,20733
PositionLog111, 16:08:47.541,35382,78781,20733
PositionLog112, 16:08:49.549,35391,78736,20733
PositionLog113, 16:08:51.555,35399,78692,20733
PositionLog114, 16:08:54.550,35414,78617,20733
PositionLog115, 16:08:57.589,35429,78541,20733
PositionLog116, 16:09:00.594,35442,78474,20733
PositionLog117, 16:09:03.604,35455,78399,20733
PositionLog118, 16:09:05.633,35463,78354,20733
PositionLog119, 16:09:07.649,35472,78303,20733
