Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9)
21,20:39:07:067,2.20E-05,2.06E-05,6.61E-05,-2.62E-05,-0.000123398,0.000122632,-0.000130083,,-0.993794378,1.054172864
22,20:39:07:594,4.23E-05,-9.80E-05,-1.93E-05,2.66E-05,4.69E-05,2.33E-05,-0.000194795,,0.495923804,-4.15066736
23,20:39:08:120,3.10E-05,1.06E-05,6.38E-05,6.84E-05,1.31E-05,-2.56E-05,-0.00012866,,-1.946309601,-9.788288424
24,20:39:08:647,4.19E-05,8.25E-06,1.43E-05,-2.15E-05,-6.22E-05,1.16E-05,-0.000149995,-0.41192757,-0.186361843,2.41275195
25,20:39:09:174,8.47E-05,-2.87E-05,-3.77E-05,6.73E-05,4.95E-05,-3.24E-05,-0.000198113,,-0.653620111,-4.001323518
26,20:39:09:700,-7.91E-05,8.66E-07,0.000124318,-1.53E-05,1.31E-05,-1.06E-05,-0.00020072,,-0.808118113,-15.27049058
27,20:39:10:226,-1.61E-05,-0.00011677,-2.25E-06,-1.70E-05,-7.67E-05,-6.65E-05,-0.000268746,,0.866739132,3.503265145
28,20:39:10:753,3.83E-05,6.37E-05,-1.95E-05,1.90E-05,-6.57E-05,-2.75E-05,-0.000179861,0.71944235,0.417939896,2.738179472
29,20:39:11:281,-2.60E-07,4.21E-05,1.93E-05,-2.96E-05,-6.10E-05,-4.08E-06,-0.000213046,0.003956006,0.066838372,3.492877193
30,20:39:11:806,-9.96E-06,2.25E-05,1.15E-07,1.59E-05,4.01E-05,-8.47E-05,-0.000217075,,-2.111380781,-5.409765088
31,20:39:12:334,9.24E-07,6.99E-05,-2.85E-05,-7.59E-05,-3.17E-05,-6.46E-05,-0.000297187,0.930073157,2.040547441,9.384453184
32,20:39:12:860,1.32E-05,-1.10E-05,2.14E-05,-6.93E-05,3.31E-05,-4.31E-05,-0.000252629,,-1.303047618,-7.635134007
33,20:39:13:387,1.87E-06,1.56E-05,-4.85E-06,-5.03E-05,-8.21E-06,-0.000131003,-0.000171091,,15.96369874,20.84871919
34,20:39:13:914,-2.68E-05,1.32E-05,8.93E-05,-9.62E-05,-9.33E-07,-6.02E-05,-0.000178913,,64.49558361,191.7471508
35,20:39:14:440,-4.96E-07,-1.91E-05,1.53E-05,-5.07E-06,6.45E-05,1.07E-05,-0.000234141,,0.165051898,-3.628488944
36,20:39:14:967,1.82E-05,-4.82E-05,7.56E-05,4.61E-05,1.17E-05,4.22E-05,-0.000234378,,3.596435155,-19.96988094
37,20:39:15:493,-1.07E-05,1.44E-05,-6.68E-05,-4.19E-05,-4.13E-05,-0.000115343,-0.00021589,,2.793670494,5.228990687
38,20:39:16:019,-6.58E-05,-1.84E-05,-1.79E-05,1.85E-05,2.02E-05,-4.45E-05,-0.000250259,,-2.205672845,-12.39940562
39,20:39:16:546,1.32E-05,6.10E-06,7.25E-05,-1.41E-05,-4.20E-05,1.49E-05,-0.000214705,-0.523401571,-0.353847381,5.113120952
40,20:39:17:072,-6.16E-05,3.18E-05,-1.21E-07,3.28E-05,8.87E-05,5.53E-05,-0.00014715,,0.623490555,-1.659029186
41,20:39:17:600,4.26E-05,1.47E-05,-2.28E-05,-1.51E-05,-0.00013677,4.01E-05,-7.34E-05,,-0.293236632,0.536865204
42,20:39:18:127,6.39E-05,4.18E-05,7.98E-05,8.49E-06,6.85E-05,-3.03E-05,-0.000296476,,-0.441612424,-4.327019776
43,20:39:18:653,-7.17E-05,5.02E-05,3.32E-05,4.89E-05,2.58E-05,2.44E-05,-0.000174647,,0.946883925,-6.765537456
44,20:39:19:180,4.87E-05,-4.96E-05,5.12E-05,8.26E-06,-5.56E-05,-4.36E-05,-0.000228453,,0.783876998,4.108977336
45,20:39:19:707,5.99E-05,1.58E-06,-1.31E-05,-3.38E-05,-5.75E-05,6.11E-05,-0.000258791,,-1.063864927,4.502652584
46,20:39:20:233,6.91E-05,8.71E-05,-1.17E-05,2.68E-05,-0.000104865,9.25E-05,-9.81E-05,,-0.881829651,0.935306344
47,20:39:20:760,7.08E-06,1.32E-05,6.28E-05,6.34E-05,-5.54E-05,7.26E-05,-0.000129609,,-1.311348937,2.341037178
48,20:39:21:286,-1.92E-06,-5.87E-05,-8.87E-06,-3.50E-05,-0.000100173,-0.000112304,-0.000174884,,1.121101454,1.745816365
49,20:39:21:814,-3.81E-05,2.30E-05,3.63E-05,-8.87E-06,6.57E-06,-4.90E-05,-0.000279411,,-7.446353627,-42.4969825
50,20:39:22:341,-7.84E-05,-2.23E-06,3.90E-06,2.51E-05,-3.52E-05,-4.01E-05,-0.00028747,1.546255244,1.138934636,8.169717065
51,20:39:22:868,-1.21E-06,-2.94E-05,4.10E-05,4.37E-05,7.51E-06,-5.01E-06,-0.000198824,,-0.667056395,-26.46279231
52,20:39:23:394,-5.47E-05,-2.22E-05,2.38E-05,-0.000107108,-7.37E-05,2.00E-06,-0.00032231,-0.700324094,-0.027166267,4.37545527
53,20:39:23:921,-2.49E-05,3.06E-05,4.41E-05,8.73E-06,6.81E-06,-3.38E-05,-0.000239356,,-4.958459287,-35.15036998
54,20:39:24:447,-8.31E-06,-2.89E-05,7.58E-05,-1.10E-05,-5.96E-05,-3.24E-05,-0.000223001,,0.543106742,3.742460235
55,20:39:24:973,2.15E-05,-2.71E-06,-6.87E-05,3.04E-05,5.42E-09,-0.000113473,-0.000240541,,,
56,20:39:25:500,5.92E-05,-2.39E-05,-5.94E-07,2.82E-05,-4.15E-05,-3.33E-05,-0.000225608,,0.80191632,5.43349229
57,20:39:26:028,-1.54E-05,2.49E-05,0.000236942,-2.20E-05,2.72E-05,-1.90E-05,-0.000396962,,-0.699348988,-14.58244333
58,20:39:26:554,5.42E-05,4.92E-05,5.50E-05,-2.24E-05,6.24E-05,6.28E-05,-0.000201906,,1.00585697,-3.23479395
59,20:39:27:081,-5.56E-05,-4.60E-05,-5.50E-05,3.28E-05,-0.000112137,1.98E-05,-0.000300742,-0.257401874,-0.176279941,2.681906834
60,20:39:27:608,3.31E-05,-8.42E-06,7.21E-06,4.18E-05,-8.07E-05,-0.000133808,-0.000211861,,1.658066145,2.625248941
61,20:39:28:134,1.37E-05,-3.72E-05,-7.65E-05,-5.93E-05,7.30E-05,1.91E-05,-0.000252155,,0.261269414,-3.455332086
62,20:39:28:661,-2.30E-05,-9.30E-05,-1.46E-05,-1.79E-05,-0.000158352,2.98E-05,-0.000231771,,-0.188313747,1.463647027
63,20:39:29:187,-6.13E-05,-1.18E-05,-1.21E-07,5.94E-05,3.61E-05,-0.000105526,-0.000285574,,-2.920086955,-7.902342867
64,20:39:29:715,6.15E-05,-1.01E-05,-2.66E-05,5.37E-05,-5.77E-05,9.46E-05,-0.000217312,,-1.638838221,3.765601261
65,20:39:30:242,-6.84E-05,2.68E-05,2.90E-05,4.08E-05,-6.10E-05,-0.000114408,-0.00026045,,1.875710207,4.270069782
66,20:39:30:768,-7.39E-05,5.54E-05,-5.24E-05,-4.07E-05,-7.95E-05,-4.31E-05,-0.000186261,0.885671986,0.542132219,2.342080394
67,20:39:31:295,-4.05E-06,-7.80E-05,4.41E-05,3.89E-05,6.48E-05,2.96E-05,-0.000300268,,0.456833857,-4.636402806
68,20:39:31:822,5.82E-05,6.85E-05,-2.64E-05,1.40E-05,-3.31E-05,3.17E-06,-0.000277752,-0.007774747,-0.09584029,8.397470329
69,20:39:32:348,-0.000122629,-1.06E-05,-8.16E-06,-4.38E-05,-1.34E-05,-4.64E-05,-0.000270879,,3.470046869,20.26332892
70,20:39:32:875,-3.77E-05,3.30E-05,-1.81E-05,-2.34E-05,-0.00013372,-3.73E-05,-0.000309274,0.488060621,0.278723317,2.312851245
71,20:39:33:401,1.77E-05,9.26E-05,6.59E-05,0.000101031,-5.63E-06,-9.83E-05,-0.000181521,1.645838525,17.47041475,32.26753437
72,20:39:33:929,-3.67E-05,1.58E-06,-0.00016097,4.21E-06,-4.27E-05,8.55E-06,-0.00023817,-0.212577264,-0.200179748,5.578437541
73,20:39:34:456,-4.64E-05,4.90E-05,-1.90E-05,-5.30E-06,-5.42E-05,-0.000159752,-0.000281781,,2.947959249,5.19980859
74,20:39:34:982,-5.42E-05,-5.22E-05,4.48E-05,-1.34E-05,-2.81E-05,-1.27E-06,-0.00034672,,0.045173413,12.31741269
75,20:39:35:509,-6.46E-05,2.68E-05,1.38E-05,2.97E-05,-7.79E-05,1.28E-05,-0.000279174,-0.156912652,-0.163758389,3.584398928
76,20:39:36:036,1.70E-05,-7.39E-05,4.79E-05,0.000101982,-8.52E-05,-9.17E-05,-0.000260213,,1.077222863,3.055629362
77,20:39:36:562,-0.000100854,-5.80E-06,4.20E-05,-2.39E-05,-7.81E-05,-1.16E-05,-0.000300268,0.139236245,0.147940883,3.843650941
78,20:39:37:088,2.34E-05,5.06E-05,-3.09E-05,6.65E-05,3.76E-06,3.43E-05,-0.000168484,,9.113613448,-44.81694455
79,20:39:37:615,6.29E-05,5.42E-05,1.27E-05,-6.67E-05,-5.28E-05,-5.95E-05,-0.000286285,0.94353653,1.126830141,5.423795818
80,20:39:38:141,3.22E-05,-7.77E-05,-3.16E-05,-0.000206285,1.99E-05,1.67E-05,-0.000275382,,0.838588572,-13.80467039
81,20:39:38:669,0.000133725,5.39E-06,-2.26E-05,3.11E-05,-5.58E-05,3.10E-05,-0.000268509,-0.565023717,-0.555023943,4.809140753
82,20:39:39:196,2.03E-05,3.61E-05,9.10E-05,-6.41E-05,-0.000117533,0.000104163,-0.000289129,,-0.886239743,2.459977154
83,20:39:39:723,8.99E-05,2.42E-05,-2.01E-06,5.56E-05,-5.79E-05,-6.65E-06,-0.000291262,0.348444375,0.114733619,5.026568471
84,20:39:40:249,0.000127569,8.87E-05,0.000109176,-3.62E-05,2.25E-05,4.36E-05,-0.000168484,,1.935806597,-7.478401196
85,20:39:40:776,-4.05E-06,0.000131614,2.48E-06,3.73E-05,-6.10E-05,2.77E-05,-0.000283204,-0.395885779,-0.454399717,4.643109074
86,20:39:41:302,8.66E-05,7.53E-06,-6.42E-05,-8.88E-05,-1.24E-05,-6.60E-05,-0.000304297,0.796676341,5.311783337,24.48193546
87,20:39:41:828,7.50E-05,-5.56E-05,4.74E-05,0.000109119,2.89E-05,1.30E-06,-0.000243859,,0.045033137,-8.448454574
88,20:39:42:355,-5.26E-05,-5.06E-05,3.32E-05,-4.11E-06,-0.000120348,-0.000126796,-0.000252155,2.205220173,1.053574681,2.095208295
89,20:39:42:883,1.32E-05,4.04E-05,-1.62E-05,4.89E-05,3.29E-06,-3.56E-05,-0.000309274,,-10.8307501,-94.00067627
90,20:39:43:408,-7.55E-05,-3.56E-05,0.000123845,3.18E-05,3.33E-05,-8.96E-05,-0.000316859,,-2.689825415,-9.508907216
91,20:39:43:934,-5.33E-05,-5.89E-05,9.50E-05,0.000107454,-7.04E-05,-5.64E-05,-0.000205461,,0.80193084,2.919365874
92,20:39:44:462,2.41E-05,-3.46E-05,-3.96E-05,-6.41E-05,-4.43E-05,-6.60E-05,-0.000308089,,1.489104744,6.948791506
93,20:39:44:989,-1.80E-05,4.14E-05,3.37E-05,5.73E-05,-0.000140523,-4.03E-05,-0.000321836,0.611661448,0.286854809,2.290268733
94,20:39:45:516,2.58E-06,-8.84E-05,4.86E-05,2.66E-05,4.69E-05,-1.62E-05,-0.000227267,,-0.345880471,-4.842595995
95,20:39:46:042,-6.84E-05,-1.75E-06,9.31E-05,6.56E-05,-9.48E-05,4.64E-05,-0.000345772,-0.570158242,-0.489757103,3.648263899
96,20:39:46:569,6.01E-05,-9.61E-06,-1.69E-05,0.000105313,0.000107703,-9.59E-05,-0.000313777,,-0.890805806,-2.913365906
97,20:39:47:095,-1.23E-05,-3.30E-05,6.78E-05,1.92E-05,-0.000134893,1.23E-05,-0.000302875,-0.151045474,-0.091086628,2.245301347
98,20:39:47:623,4.59E-05,2.77E-06,8.62E-05,-9.82E-06,-8.66E-05,-3.14E-05,-0.000352645,0.488289958,0.36303898,4.073704412
99,20:39:48:150,1.18E-05,2.56E-05,1.64E-05,1.90E-05,-4.72E-05,-5.55E-05,-0.000274671,1.322875073,1.177113434,5.825172112
100,20:39:48:676,1.73E-05,6.35E-05,-3.13E-05,0.000109833,3.29E-06,-3.35E-05,-0.000294106,,-10.19131566,-89.39039842
101,20:39:49:203,-9.49E-06,-8.18E-05,0.000131179,3.73E-05,2.82E-06,-3.75E-05,-0.000311407,,-13.29534514,-110.3935507
102,20:39:49:730,7.31E-05,-7.08E-05,-5.80E-06,4.05E-07,-3.28E-06,-8.28E-06,-0.000289366,,2.526324208,88.24058505
103,20:39:50:256,3.15E-05,-0.000123913,0.000102315,-1.27E-05,-6.69E-05,-7.54E-05,-0.000323258,,1.127327261,4.834875535
104,20:39:50:782,4.24E-06,8.49E-06,3.91E-05,3.20E-05,-6.03E-05,-2.96E-05,-0.000147861,1.001524773,0.49024013,2.452476383
105,20:39:51:309,-5.94E-06,3.66E-05,-3.20E-06,5.44E-05,2.93E-05,-2.25E-05,-0.000275382,,-0.768540462,-9.38794711
106,20:39:51:837,-1.35E-05,-5.32E-05,-6.38E-05,-2.01E-05,-0.000145449,-6.02E-05,-0.0004254,0.716697858,0.413744082,2.924727645
107,20:39:52:364,2.41E-05,-1.91E-05,-5.48E-05,-3.17E-05,3.82E-05,7.80E-05,-0.000359281,,2.0386732,-9.393087494
108,20:39:52:891,-8.48E-05,-2.77E-05,-5.36E-05,-2.31E-05,6.76E-05,2.49E-05,-0.000259502,,0.368614815,-3.839992272
109,20:39:53:417,2.11E-06,7.49E-05,3.30E-05,8.97E-06,-9.85E-06,-9.71E-05,-0.000364258,0.549908198,9.860329053,36.98556857
110,20:39:53:944,2.86E-05,1.97E-05,2.00E-05,-6.91E-05,7.46E-05,-4.83E-05,-0.000328235,,-0.646726166,-4.398866454
111,20:39:54:470,3.76E-06,-2.82E-05,0.000142536,-7.31E-05,-1.95E-05,8.22E-05,-0.000311407,,-4.22161478,15.99585856
112,20:39:54:996,4.31E-05,1.90E-05,5.52E-05,4.25E-05,-0.000154833,4.62E-05,-0.000309748,-0.557930856,-0.29828333,2.000534223
113,20:39:55:523,3.52E-05,-7.84E-05,3.58E-05,-2.81E-05,2.11E-05,-3.26E-05,-0.000308326,,-1.543239954,-14.59767305
114,20:39:56:049,8.03E-06,-1.06E-05,6.75E-05,2.82E-05,-2.28E-05,3.05E-05,-0.000274671,,-1.341431444,12.07205525
115,20:39:56:577,-1.87E-05,1.97E-05,-9.00E-05,2.42E-05,5.17E-06,-0.000141989,-0.000316859,,-27.47929231,-61.32216439
116,20:39:57:104,-8.07E-06,-5.80E-06,0.000115801,3.87E-05,-2.74E-05,6.11E-05,-0.000302401,,-2.227947165,11.0184628
117,20:39:57:631,-0.000114108,1.13E-05,5.69E-05,0.000112926,-6.69E-05,8.55E-05,-0.00027396,,-1.278193289,4.097546411
118,20:39:58:157,2.20E-05,-1.39E-05,9.26E-05,1.92E-05,-1.64E-06,-8.31E-05,-0.000378477,,50.75724986,231.2111681
119,20:39:58:684,4.80E-05,9.83E-05,0.000132126,0.000106502,7.51E-05,-6.88E-06,-0.000267087,,-0.091652606,-3.557016696
120,20:39:59:210,1.37E-05,-8.11E-05,-8.40E-06,8.53E-05,-3.03E-05,0.000129412,-0.000280596,,-4.276630635,9.272746199
121,20:39:59:737,-4.55E-05,-9.14E-06,0.000103025,5.06E-05,-6.64E-05,-1.03E-07,-0.00022229,0.203316869,0.001547621,3.348227009
122,20:40:00:265,-7.33E-07,-5.94E-05,0.000100186,4.23E-05,7.98E-06,1.42E-05,-0.000270405,,1.773495832,-33.87431441
123,20:40:00:791,-1.40E-05,-2.23E-06,-3.96E-05,-2.05E-05,1.92E-05,-6.81E-05,-0.000400991,,-3.540025174,-20.83654612
124,20:40:01:318,-2.49E-05,8.01E-06,7.82E-05,-7.50E-05,8.69E-06,4.48E-05,-0.000343639,,5.155307053,-39.56033595
125,20:40:01:845,-6.77E-05,-1.25E-05,-4.22E-05,5.40E-06,6.19E-05,-8.00E-05,-0.000388668,,-1.29218283,-6.274144357
126,20:40:02:371,-4.95E-05,-4.94E-05,3.06E-05,-4.83E-06,-0.000171723,-5.27E-05,-0.000288892,0.697141355,0.30688256,1.682314498
127,20:40:02:898,-4.43E-05,-4.22E-05,-2.64E-05,-8.88E-05,5.51E-05,1.25E-05,-0.000283678,,0.227058525,-5.144389512
128,20:40:03:424,2.58E-06,8.72E-06,0.000101606,5.13E-05,-6.01E-05,-0.000178918,-0.000331553,,2.979182411,5.520728492
129,20:40:03:952,0.000142484,-5.63E-05,9.95E-05,-3.08E-07,2.42E-05,3.96E-05,-0.000305245,,1.639860164,-12.62817598
130,20:40:04:479,2.27E-05,3.89E-07,1.01E-05,1.12E-06,-8.21E-06,1.77E-06,-0.000317096,-0.016963288,-0.215368893,38.64043757
131,20:40:05:005,-6.61E-05,-7.03E-05,9.17E-05,-2.15E-05,-3.61E-05,-5.04E-05,-0.000250496,,1.394055164,6.934000275
132,20:40:05:532,-3.10E-05,7.30E-06,2.01E-06,-1.50E-06,-8.77E-05,-6.41E-06,-0.00028747,0.111760089,0.0731077,3.276409697
133,20:40:06:059,5.18E-06,1.90E-05,3.80E-05,0.000109119,7.39E-05,-5.48E-05,-0.000397199,,-0.741435517,-5.373796928
134,20:40:06:585,6.10E-05,4.47E-05,0.000141353,-8.40E-05,-0.000150376,1.91E-05,-0.000337478,-0.34172224,-0.126790884,2.244228962
135,20:40:07:111,-2.25E-05,-6.03E-05,7.68E-05,1.59E-06,-6.40E-05,-2.77E-05,-0.000364021,,0.432306824,5.683895965
136,20:40:07:638,-5.12E-05,0.000171866,-5.97E-05,4.92E-06,0.000307173,1.67E-05,0.000908489,,0.054459701,2.957578067
137,20:40:08:164,-4.22E-05,4.18E-05,0.000185597,0.000124345,0.002726088,0.001858226,0.022896887,0.670668219,0.68164568,8.399174888
138,20:40:08:692,-8.43E-05,4.71E-05,0.00075527,6.11E-05,0.013949609,0.010126246,0.121342003,0.712388558,0.725916096,8.698595408
139,20:40:09:219,-2.75E-05,1.83E-05,0.001535639,0.000259007,0.027870365,0.020283522,0.242275633,0.710972526,0.727780986,8.69294789
140,20:40:09:745,3.03E-05,7.85E-05,0.001826628,0.000195243,0.034961406,0.025419672,0.304930946,0.711447174,0.727078076,8.721930328
141,20:40:10:272,3.76E-05,-4.56E-05,0.002057727,0.000145519,0.038508874,0.028090754,0.336283377,0.712115626,0.72946184,8.732620243
142,20:40:10:799,-2.49E-05,1.35E-05,0.002023592,0.000115067,0.038403583,0.02804329,0.336143591,0.713200981,0.730225879,8.752922613
143,20:40:11:325,-1.75E-05,7.04E-05,0.002089729,0.000230931,0.038380373,0.028077227,0.336125565,0.713953472,0.731551701,8.757746244
144,20:40:11:851,6.67E-05,2.94E-05,0.002077402,0.000222366,0.037583406,0.027330413,0.32814515,0.71022147,0.727193617,8.731117831
145,20:40:12:378,-0.000113398,-1.46E-05,0.00188185,4.70E-05,0.035297854,0.025716999,0.309321383,0.711383658,0.728571188,8.763178247
146,20:40:12:904,7.60E-05,6.54E-05,0.001751029,0.000182157,0.032365787,0.023632672,0.283401909,0.712928723,0.730174493,8.756218587
147,20:40:13:431,3.57E-05,-5.68E-05,0.001674962,0.00013624,0.030829213,0.022476062,0.270705583,0.709108138,0.729050772,8.780813817
148,20:40:13:957,2.96E-05,9.68E-05,0.001598664,6.32E-05,0.030492918,0.022197342,0.265882705,0.714330791,0.727950751,8.719490397
149,20:40:14:485,4.71E-06,-8.27E-05,0.001641788,0.000167644,0.031074296,0.022639689,0.271685688,0.709349759,0.728566431,8.743100219
150,20:40:15:012,-1.19E-05,-4.01E-05,0.001704819,0.000234738,0.030954608,0.022511528,0.270726599,0.70783922,0.727243184,8.745922308
151,20:40:15:538,4.00E-06,-5.65E-05,0.001737758,0.000130768,0.029676364,0.021599034,0.258899425,0.710212937,0.727819411,8.724095146
152,20:40:16:065,-4.19E-05,5.87E-06,0.001523082,0.00012268,0.029071936,0.021167671,0.254104412,0.711075644,0.728113561,8.740539675
153,20:40:16:592,-1.19E-05,-7.25E-05,0.001477357,7.11E-05,0.028778022,0.02100445,0.251653955,0.711792399,0.729878159,8.74465782
154,20:40:17:118,-5.59E-05,-5.77E-05,0.001594399,7.06E-05,0.029378338,0.021342996,0.257454312,0.708045698,0.726487537,8.763406346
155,20:40:17:644,-2.04E-05,-4.85E-06,0.001485886,0.000110071,0.029247897,0.021185414,0.254714811,0.708657001,0.724339738,8.708824789
156,20:40:18:171,4.52E-05,-5.13E-05,0.001638708,0.000179778,0.028751567,0.020999246,0.251660634,0.71085425,0.730368753,8.752936351
157,20:40:18:697,6.01E-05,0.000213073,0.001549381,7.87E-05,0.030508407,0.022093581,0.264885841,0.714156436,0.724180098,8.682388366
158,20:40:19:223,-6.49E-05,-1.99E-06,0.001646053,0.000166217,0.030945072,0.02260611,0.270685644,0.712551326,0.730523759,8.747294057
159,20:40:19:750,6.37E-06,-3.32E-05,0.001658612,0.000121728,0.03167319,0.023171191,0.277135557,0.713516684,0.731571125,8.749846613
160,20:40:20:276,-0.000105825,-3.56E-05,0.001783259,0.00018406,0.031716613,0.023138541,0.277722832,0.710449481,0.729540104,8.756383747
161,20:40:20:804,8.09E-05,7.04E-05,0.001670697,0.000183347,0.030598013,0.022246745,0.266655066,0.711598654,0.727065023,8.714783754
162,20:40:21:329,3.17E-05,-9.61E-06,0.001680175,0.000206187,0.030325408,0.022093581,0.265678747,0.709354344,0.728550177,8.760928994
163,20:40:21:857,-8.07E-06,7.02E-05,0.001661218,0.00016241,0.030657119,0.022165433,0.26707467,0.708013076,0.723010961,8.711668914
164,20:40:22:384,4.71E-06,0.000123278,0.001795345,0.000230455,0.032192713,0.023392912,0.281176664,0.710810659,0.726652412,8.734171225
165,20:40:22:910,-2.58E-05,-1.06E-05,0.001713587,0.000245445,0.0334037,0.02430753,0.290403833,0.71107259,0.727689754,8.693762469
166,20:40:23:437,-2.63E-05,2.73E-05,0.00188185,0.000130768,0.033626524,0.024477619,0.293436329,0.711952533,0.727925939,8.726335366
167,20:40:23:963,4.31E-05,-2.32E-05,0.001795819,0.000280421,0.032370562,0.023539176,0.283156182,0.70761505,0.72717846,8.747335915
168,20:40:24:490,0.00011881,3.42E-05,0.001742735,0.000453657,0.03322492,0.024240024,0.290148305,0.709564971,0.729573591,8.732852004
169,20:40:25:016,-3.74E-05,-4.61E-06,0.001760982,0.000210945,0.032553458,0.023722153,0.2844463,0.710690605,0.728713779,8.737821304
170,20:40:25:542,-9.25E-06,2.54E-05,0.001876162,9.84E-05,0.03260265,0.023680016,0.284558459,0.710633483,0.726321816,8.72807762
171,20:40:26:069,-3.60E-05,-7.20E-05,0.001695815,0.000252345,0.032589038,0.023772816,0.284792566,0.709738643,0.729472758,8.738906709
172,20:40:26:595,1.47E-05,-8.20E-05,0.001793923,8.06E-05,0.032397541,0.023577047,0.283441966,0.709518458,0.72774186,8.748872866
173,20:40:27:123,1.73E-05,0.000109226,0.001699843,0.000115543,0.031048784,0.022540847,0.270854592,0.711774421,0.725981651,8.723516912
174,20:40:27:650,-8.43E-05,-7.68E-05,0.001732782,0.000302788,0.031852857,0.02313168,0.278099832,0.706080562,0.726204243,8.730765775
175,20:40:28:176,1.75E-05,-1.25E-05,0.001687047,0.000163362,0.031260771,0.022754623,0.273162435,0.710225782,0.727897038,8.738186022
176,20:40:28:703,1.16E-05,-7.75E-05,0.001732071,0.000109833,0.032631306,0.02375577,0.284580133,0.71066707,0.728005488,8.721076925
177,20:40:29:229,-3.84E-05,-7.22E-05,0.001792264,9.58E-05,0.032504508,0.023652793,0.284306523,0.709537051,0.727677325,8.746679906
178,20:40:29:756,3.69E-05,-6.15E-05,0.001692971,0.000196194,0.03208387,0.023362621,0.280620496,0.708956826,0.72817341,8.746466605
179,20:40:30:282,4.47E-05,-2.32E-05,0.001742735,0.000108881,0.031793919,0.023090514,0.277808491,0.709159878,0.726255661,8.737787005
180,20:40:30:809,6.86E-05,0.000117086,0.001755058,7.01E-05,0.033315681,0.024341404,0.29172015,0.715638677,0.730629021,8.756241466
181,20:40:31:335,-4.52E-05,5.78E-05,0.00177923,0.000204759,0.033458328,0.024407259,0.292035129,0.713035336,0.729482318,8.728324062
182,20:40:31:862,-9.96E-06,-3.82E-05,0.001860282,0.000135764,0.034231072,0.02486173,0.298910456,0.708998103,0.726291309,8.732138431
