Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
23,19:10:36:118,-2.90538E-05,1.82401E-05,-6.62911E-05,-1.6563E-05,1.48977E-05,3.33216E-05,-8.35255E-05,,2.236686709,-5.606593391,
24,19:10:36:646,-1.34321E-05,3.01473E-05,-1.6621E-05,-3.32139E-05,3.60113E-05,-7.4667E-05,2.30585E-05,,-2.073433679,0.640314311,
25,19:10:37:173,5.66317E-05,1.10959E-05,-5.42286E-05,-6.93691E-05,-3.31925E-05,-7.35083E-06,-1.46025E-05,0.795260355,0.221460714,0.439932991,
26,19:10:37:700,-9.64503E-06,4.15783E-05,6.08609E-06,3.71973E-05,7.91781E-05,4.68794E-05,-0.000181573,,0.592075301,-2.293219498,
27,19:10:38:226,1.8522E-05,-6.52633E-06,-3.38876E-05,-5.43839E-05,-0.000116231,2.60752E-05,-9.27623E-05,-0.788518,-0.22434026,0.798088172,
28,19:10:38:753,3.95887E-05,1.87164E-05,6.45797E-07,-2.56021E-05,-3.71804E-05,1.99899E-06,-0.000177784,-0.210305447,-0.053764689,4.781654518,
29,19:10:39:279,-7.51477E-06,2.08597E-05,-3.71989E-05,-4.81994E-05,-1.25492E-05,-1.45969E-05,-0.00011692,0.203607265,1.163174999,9.31690606,
30,19:10:39:806,2.23093E-05,3.37194E-05,2.31168E-05,-4.48693E-05,-0.000142267,-6.36817E-05,-6.24465E-05,1.945449817,0.447622175,0.438940008,
31,19:10:40:332,0.000102318,2.08597E-05,2.1461E-05,1.65016E-05,2.87388E-05,-5.01252E-05,-5.81832E-05,,-1.744164923,-2.024555647,
32,19:10:40:860,-3.78113E-05,-4.79611E-05,2.52456E-05,-2.34613E-05,-8.7958E-06,-1.27269E-05,-6.76571E-05,,1.44693449,7.691974848,
33,19:10:41:387,-4.15983E-05,9.70681E-05,8.39092E-05,-0.000114799,6.21786E-06,1.36864E-05,-5.03673E-05,,2.201144035,,
34,19:10:41:914,-2.64502E-05,-2.29576E-05,-6.74736E-05,4.31444E-05,-2.00559E-05,5.45934E-05,1.76106E-05,,-2.722064181,-0.878077066,
35,19:10:42:440,1.66284E-05,-1.96237E-05,6.09638E-05,-4.48693E-05,-1.65371E-05,5.24896E-05,-0.000185362,,-3.174045531,11.20882967,
36,19:10:42:967,-3.72764E-06,-9.91569E-05,-8.81552E-06,4.31444E-05,-1.63025E-05,-5.01252E-05,-7.52361E-05,,3.074683481,4.614989743,
37,19:10:43:493,-9.81649E-05,-9.62209E-06,3.68361E-05,3.41833E-06,-7.61198E-05,-4.0542E-05,-8.63676E-05,1.470209554,0.532607444,1.13462659,
38,19:10:44:021,-3.30775E-05,-1.24797E-05,4.88999E-05,1.1744E-05,3.92956E-05,-4.14769E-05,-1.91028E-05,,-1.055510509,-0.486129248,
39,19:10:44:548,2.68066E-05,-1.70042E-05,-2.93936E-05,3.577E-05,-2.93112E-06,2.11664E-05,2.68825E-06,,,-0.917140439,
40,19:10:45:074,-4.1835E-05,-1.17653E-05,-5.61207E-05,2.57789E-05,-3.88224E-05,-2.95563E-05,-5.12815E-06,,0.761320694,0.132092353,
41,19:10:45:601,-3.61545E-05,-8.03457E-05,-8.09551E-05,-2.75051E-05,-6.53295E-05,4.12692E-05,6.28528E-05,,-0.631708563,-0.962088867,
42,19:10:46:128,5.74025E-06,3.01473E-05,4.43035E-06,-3.67819E-05,-2.19326E-05,2.65427E-05,5.56497E-07,,-1.210196518,-0.025373081,
43,19:10:46:654,6.92374E-06,4.87227E-05,4.55883E-05,-5.46217E-05,-2.99084E-05,3.63522E-06,-8.7315E-05,-0.453156846,-0.121545244,2.919416143,
44,19:10:47:181,7.58054E-05,4.94372E-05,-6.17972E-05,-3.2976E-05,-0.000102626,8.63852E-05,-3.92353E-05,,-0.841747976,0.382313725,
45,19:10:47:709,4.40861E-05,-1.4861E-05,-8.34245E-06,-7.76178E-06,6.6744E-05,1.57901E-05,2.56641E-05,1.124154641,0.236577856,0.384514912,
46,19:10:48:236,1.18944E-05,-4.34367E-05,-3.64893E-05,-3.9558E-06,-3.43654E-05,-2.90968E-06,1.05047E-05,,0.084668838,-0.305676548,
47,19:10:48:762,-4.30184E-05,-3.01015E-05,2.57187E-05,-0.000121934,-0.000107786,5.31909E-05,2.56641E-05,,-0.493484183,-0.238101117,
48,19:10:49:289,-4.68054E-05,-1.86712E-05,-6.21366E-06,1.69774E-05,3.31961E-05,3.2854E-05,-3.85248E-05,,0.989696203,-1.1605209,
49,19:10:49:815,-1.08285E-05,-9.67757E-05,-0.000133223,-7.43641E-05,-2.14634E-05,-5.33974E-05,-3.30772E-05,,2.487837263,1.541096638,
50,19:10:50:342,1.40247E-05,3.87205E-05,6.38024E-05,8.95331E-05,-0.000118811,-8.30811E-05,2.77959E-05,,0.699272856,-0.233950659,
51,19:10:50:870,-0.000103845,0.000108738,-1.02347E-05,-4.60586E-05,3.10847E-05,-8.72882E-05,1.23996E-05,,-2.808073915,0.398897022,
52,19:10:51:396,-6.361E-05,-8.90768E-06,-6.21366E-06,1.99108E-06,5.00872E-05,4.80396E-06,-7.26308E-05,,0.095911864,-1.450086981,
53,19:10:51:923,-3.14207E-05,5.96776E-05,3.56534E-05,4.00519E-05,0.000108504,7.02554E-05,-0.000170916,,0.647488683,-1.575196943,
54,19:10:52:449,-3.71012E-05,1.01433E-05,-3.27049E-05,-8.9349E-05,-3.6242E-05,-0.000114867,-4.41757E-06,,3.169452149,0.121890657,
55,19:10:52:976,-3.89947E-05,-2.39101E-05,9.16106E-06,6.3127E-05,3.40278E-06,0.000117243,-7.80782E-05,,,,
56,19:10:53:503,-2.36099E-05,2.18122E-05,3.96747E-05,-5.29567E-05,-5.98076E-06,-6.39154E-05,-0.000104604,1.392172029,,17.49011754,
57,19:10:54:029,0.000131672,1.41917E-05,7.26877E-06,-4.15392E-05,-3.41308E-05,1.81276E-05,-7.97045E-06,,-0.531122537,0.233526566,
58,19:10:54:555,-1.27221E-05,-5.86767E-05,2.40629E-05,-4.368E-05,1.23172E-05,0.000154414,1.26365E-05,,,1.025918909,
59,19:10:55:082,3.03572E-05,5.13424E-05,-3.90911E-05,2.60168E-05,-4.44523E-05,-2.20766E-05,-3.92353E-05,1.572322192,0.496636242,0.882638297,
60,19:10:55:610,1.63917E-05,4.66612E-06,-1.95607E-06,-2.22719E-05,2.99117E-05,-2.20844E-06,-0.000125209,,-0.073831923,-4.185934521,
61,19:10:56:135,1.99423E-05,7.32524E-05,-9.68014E-05,-1.2995E-05,-6.79098E-05,-2.11417E-05,-3.42614E-05,1.251327564,0.311319601,0.504513384,
62,19:10:56:663,1.59183E-05,-2.98634E-05,0.000150856,1.34092E-05,-0.000113181,1.064E-06,-2.90507E-05,-0.046638508,-0.009400884,0.256673653,
63,19:10:57:190,5.42646E-05,-8.11049E-07,2.85572E-05,7.69247E-05,-6.55641E-05,9.15281E-05,-2.07607E-05,,-1.39600878,0.316647951,
64,19:10:57:717,2.77534E-05,6.01539E-05,7.37375E-05,-3.36896E-05,4.30492E-05,-9.00929E-05,-6.07885E-05,,-2.092789512,-1.412071515,
65,19:10:58:243,-4.2545E-05,-8.51081E-05,9.43177E-05,1.93562E-05,-0.0001167,-7.91078E-05,-5.34463E-05,,0.677874676,0.457981311,
66,19:10:58:771,7.6989E-05,-5.05805E-05,3.0213E-05,-0.00010029,-9.49956E-06,4.80482E-05,-0.000151733,,,15.97267041,
67,19:10:59:296,-4.20717E-05,7.75392E-05,-3.38876E-05,4.60771E-06,-7.11939E-05,-9.1729E-05,-0.000164522,2.285160118,1.288439663,2.310898263,
68,19:10:59:824,-9.31947E-05,6.42025E-05,-3.19954E-05,-4.90729E-06,-2.24017E-05,-0.000106687,-6.43412E-05,,,2.872155138,
69,19:11:00:351,5.78153E-05,4.65794E-05,9.45542E-05,6.50301E-05,-3.78841E-05,-1.55319E-05,-8.16308E-05,1.009069979,0.409983538,2.154750386,
70,19:11:00:877,-7.97042E-05,-4.79611E-05,0.000108275,-5.60489E-05,-2.21671E-05,-4.8489E-05,-3.94722E-05,,2.187427157,1.780660942,
71,19:11:01:404,1.09476E-05,1.65731E-05,4.19381E-06,4.64748E-05,3.03809E-05,-4.28794E-05,2.30585E-05,,-1.411390257,0.758979935,
72,19:11:01:930,1.47969E-06,6.8013E-05,-9.44363E-05,5.21841E-05,1.70091E-05,2.98152E-05,-2.26556E-05,,1.752903693,-1.331971479,
73,19:11:02:457,-1.83407E-06,-0.000122016,3.09226E-05,1.65016E-05,-1.81792E-05,-7.11709E-06,-8.09203E-05,,0.391495978,4.451251436,
74,19:11:02:985,1.11843E-05,-3.8436E-05,-2.79744E-05,-8.64947E-05,6.06443E-05,-8.02764E-05,-0.000107446,,-1.323726273,-1.77174424,
75,19:11:03:510,-2.83437E-05,1.80846E-06,3.84919E-05,-8.23752E-06,3.81226E-05,2.84127E-05,-5.06041E-05,,0.745298183,-1.327403324,
76,19:11:04:038,-4.37285E-05,-5.5343E-05,-9.20712E-05,2.00698E-05,0.000105689,1.71926E-05,-9.41833E-05,,0.162671908,-0.891135351,
77,19:11:04:565,5.87621E-05,5.13424E-05,8.58017E-05,-1.58494E-05,1.1848E-05,-2.02067E-05,-8.91789E-06,,-1.705489347,-0.752689147,
78,19:11:05:091,7.22547E-05,3.99112E-05,3.11591E-05,-5.17674E-05,-4.04645E-05,-1.8103E-05,-2.76295E-05,1.426373022,0.447380651,0.682809597,
79,19:11:05:618,-1.69825E-05,-4.01029E-05,2.54822E-05,-6.33453E-06,1.74782E-05,3.40228E-05,-9.39465E-05,,1.946580583,-5.375049814,
80,19:11:06:144,-2.47934E-05,1.49061E-05,-7.15979E-06,6.7486E-06,2.47507E-05,1.32189E-05,0.000358517,,0.53408285,14.4851729,
81,19:11:06:671,1.92321E-05,3.95171E-06,0.000133587,-2.10826E-05,0.001856759,0.001271129,0.01581704,0.684322804,0.684595609,8.518630629,
82,19:11:07:197,2.30194E-05,7.25379E-05,0.00068044,4.71885E-05,0.01216219,0.008955171,0.105818984,0.724252172,0.736312429,8.700652371,
83,19:11:07:723,7.58054E-05,3.6339E-05,0.001887137,0.000203016,0.035897014,0.026133147,0.312573184,0.712222219,0.728003366,8.70749818,
84,19:11:08:250,1.18944E-05,-0.00011392,0.003407359,0.000228236,0.063522706,0.046025657,0.552525014,0.708473648,0.724554411,8.698071099,
85,19:11:08:776,5.87621E-05,-4.20079E-05,0.004346883,0.000391469,0.079828841,0.05803057,0.696516201,0.709880458,0.7269374,8.725119764,
86,19:11:09:304,-9.79282E-05,-5.10567E-05,0.004421104,0.000334835,0.082340705,0.06009864,0.720456944,0.712020367,0.729877645,8.749705841,
87,19:11:09:829,7.84093E-05,9.90518E-06,0.004100784,0.000270351,0.078408654,0.057052911,0.685963141,0.710539739,0.727635384,8.74856413,
88,19:11:10:357,1.97055E-05,-8.90768E-06,0.003842896,0.000350302,0.07086987,0.051657895,0.619389294,0.71141715,0.728911943,8.739811338,
89,19:11:10:884,2.13625E-05,-9.1061E-05,0.0036436,0.000199685,0.065922983,0.047897607,0.576136336,0.709185176,0.726569167,8.739536837,
90,19:11:11:410,-8.06509E-05,-2.98634E-05,0.003352534,0.000255123,0.063053488,0.045922506,0.551307143,0.710834463,0.728310321,8.743483741,
91,19:11:11:937,-8.46155E-06,-3.72454E-05,0.003295813,0.000207775,0.061974016,0.045096004,0.542013875,0.710303372,0.727659858,8.745824623,
92,19:11:12:463,3.86419E-05,-5.08186E-05,0.003255707,0.00019802,0.060676533,0.044132093,0.530552191,0.709963925,0.727333784,8.743943703,
93,19:11:12:990,-3.30775E-05,4.08638E-05,0.003257843,0.000215388,0.060355625,0.043804167,0.526614594,0.709934154,0.725767759,8.725194925,
94,19:11:13:516,7.62789E-05,-1.67661E-05,0.003242181,0.000372908,0.060912382,0.04439204,0.53233835,0.710760802,0.728785157,8.739411135,
95,19:11:14:042,1.6155E-05,-5.24855E-05,0.003400239,0.000291528,0.060827712,0.044187756,0.530739926,0.709242878,0.726441194,8.725298184,
96,19:11:14:569,8.81147E-05,-0.000124873,0.003204687,0.000230616,0.059883757,0.043540058,0.523798996,0.70866144,0.727076254,8.746929361,
97,19:11:15:095,3.86419E-05,-1.28732E-06,0.003200653,0.000500703,0.059199337,0.043195434,0.517824299,0.7105207,0.729660761,8.747129975,
98,19:11:15:623,7.8646E-05,-1.04919E-06,0.003259742,0.000287721,0.059874332,0.043536231,0.523228107,0.709827884,0.727126791,8.738771522,
99,19:11:16:150,-7.11837E-05,4.42798E-06,0.003308866,0.000262737,0.061096503,0.044466596,0.533855306,0.710781412,0.727809185,8.737902814,
100,19:11:16:676,-1.03551E-05,-2.2005E-05,0.003261877,0.000238467,0.061275091,0.044738582,0.536242946,0.712410214,0.730126727,8.751401843,
101,19:11:17:203,7.88827E-05,6.01539E-05,0.003523903,0.000242274,0.063141253,0.045875122,0.551431208,0.710415842,0.726547545,8.73329536,
102,19:11:17:730,5.0714E-05,-0.000116777,0.003322631,0.000204444,0.061928003,0.045167264,0.541937239,0.711039174,0.72935121,8.751085282,
103,19:11:18:256,-0.000101005,2.9671E-05,0.003453643,0.000175655,0.061780535,0.044813164,0.539438854,0.709450022,0.725360564,8.731534206,
104,19:11:18:782,8.6221E-05,-4.10554E-05,0.003388847,0.000259168,0.062431349,0.045448051,0.545179488,0.710809291,0.727968428,8.732463675,
105,19:11:19:309,-4.43773E-06,8.47634E-06,0.003334022,0.000253457,0.061067709,0.044618115,0.5335766,0.713661276,0.730633515,8.7374589,
106,19:11:19:835,-6.12431E-05,-7.12972E-05,0.003256182,0.000244178,0.06087053,0.044344728,0.532105919,0.710728173,0.72850899,8.741601544,
107,19:11:20:362,4.43228E-05,1.56206E-05,0.003342804,0.00023585,0.06246212,0.045463121,0.545382164,0.711396907,0.727851075,8.731406581,
108,19:11:20:888,-5.8579E-06,1.57033E-06,0.003427534,0.000259882,0.0631301,0.045931121,0.550846092,0.711093852,0.727562945,8.725569813,
109,19:11:21:416,5.50355E-06,3.39576E-05,0.003493994,0.000278917,0.064213357,0.046831127,0.560495484,0.712869052,0.729305065,8.728643201,
110,19:11:21:943,-5.55627E-05,-3.89123E-05,0.003406173,0.00027273,0.062989972,0.045766004,0.550064627,0.70937859,0.726560165,8.732574601,
111,19:11:22:469,2.23093E-05,-2.53389E-05,0.003402613,0.000368149,0.062722619,0.045511681,0.54724412,0.708273564,0.725602383,8.724828973,
112,19:11:22:996,6.23128E-05,-0.000103205,0.0033307,0.000256075,0.060638803,0.044073805,0.529131723,0.709347819,0.726825117,8.725959295,
113,19:11:23:522,-3.40243E-05,1.87164E-05,0.003177161,0.000203016,0.058937082,0.042942242,0.515609437,0.711608384,0.728611617,8.748472465,
114,19:11:24:049,-1.98228E-05,-1.24797E-05,0.003136348,0.000240133,0.05832888,0.042497699,0.510054804,0.711183829,0.728587595,8.744464167,
115,19:11:24:575,2.27827E-05,-2.10525E-05,0.003124009,0.000225857,0.058724472,0.042751017,0.51303216,0.710965355,0.727993205,8.736258356,
116,19:11:25:101,-3.97048E-05,-1.72424E-05,0.003152483,0.000294383,0.059063121,0.042917381,0.515363412,0.709663385,0.726635853,8.72563805,
117,19:11:25:628,-2.24265E-05,6.30118E-05,0.003160314,0.000260357,0.05877889,0.042705367,0.513483099,0.710140104,0.726542587,8.735842029,
118,19:11:26:154,-8.11243E-05,-6.46298E-05,0.003352059,0.000292717,0.059766177,0.043478108,0.522314625,0.709509007,0.72747012,8.739301289,
119,19:11:26:681,-4.89356E-05,-9.5347E-05,0.003224858,0.000247033,0.060470966,0.043990201,0.527055176,0.710511057,0.727459869,8.7158385,
120,19:11:27:207,2.2546E-05,3.96731E-05,0.003212993,0.000254171,0.058553981,0.042790932,0.512731525,0.7132625,0.730794579,8.756561295,
121,19:11:27:735,-5.05924E-05,-1.2956E-05,0.003073233,0.000262499,0.056571861,0.04106646,0.494316667,0.708627495,0.725916716,8.737854031,
122,19:11:28:260,2.18978E-06,-6.27248E-05,0.003215366,0.000294621,0.057046686,0.041486498,0.49843204,0.709250523,0.72723766,8.737265507,
123,19:11:28:788,6.49166E-05,-2.24813E-05,0.00304666,0.000325316,0.055362664,0.040192581,0.48271995,0.708877293,0.725987106,8.719232624,
124,19:11:29:315,-1.31954E-05,-6.48679E-05,0.003031001,0.000199209,0.056525284,0.041071948,0.493684422,0.709396324,0.726611967,8.733868931,
125,19:11:29:841,-3.01755E-06,-3.93885E-05,0.003058286,0.000270351,0.056126207,0.040856745,0.49009369,0.710518332,0.727944173,8.731993824,
126,19:11:30:368,2.32561E-05,-1.4861E-05,0.003031475,0.000222526,0.055409033,0.040282461,0.484574807,0.709602555,0.727001701,8.745411681,
127,19:11:30:894,-2.95272E-05,8.6351E-05,0.002811563,0.00021515,0.05350796,0.038970131,0.467735264,0.712108725,0.7283053,8.741414551,
128,19:11:31:421,-0.000173424,4.46742E-05,0.00285521,0.000173276,0.053163066,0.038632393,0.462986538,0.711714936,0.726677284,8.708800479,
129,19:11:31:947,5.59216E-05,-4.85937E-06,0.002929461,0.000228712,0.053772435,0.039050528,0.46975518,0.709229763,0.726218331,8.735984947,
130,19:11:32:473,5.92355E-05,-3.96267E-05,0.003054489,0.00022443,0.05609147,0.040856745,0.490478743,0.710771769,0.728394982,8.744266182,
131,19:11:33:000,4.40861E-05,-3.43055E-06,0.00285687,0.000346256,0.052904292,0.03863597,0.46278978,0.711852836,0.730299342,8.747679252,
132,19:11:33:528,3.1304E-05,0.00010588,0.002815833,0.000188979,0.051185733,0.037204942,0.446123937,0.712135284,0.726861574,8.715786891,
133,19:11:34:054,0.000160316,-5.60573E-05,0.002768393,0.000198496,0.051249587,0.037227803,0.44699251,0.709578169,0.726402019,8.721875362,
134,19:11:34:581,5.94722E-05,4.46742E-05,0.002838368,0.000175417,0.053346224,0.038804348,0.466136628,0.711216854,0.727405718,8.737949809,
135,19:11:35:107,8.26702E-05,-3.12921E-05,0.002857582,0.00012617,0.05231543,0.037984426,0.456446524,0.70997595,0.726065436,8.724892861,
136,19:11:35:633,3.13657E-06,4.87227E-05,0.002868968,0.000286055,0.052737353,0.038278081,0.459554375,0.709856945,0.725824836,8.714020482,
137,19:11:36:160,-2.69236E-05,-6.28819E-06,0.002928037,0.000232995,0.053117282,0.038715147,0.46435187,0.711500652,0.728861598,8.742011098,
138,19:11:36:686,2.42029E-05,-2.15288E-05,0.003005852,0.000312943,0.053757485,0.038986353,0.469148593,0.707831613,0.725226503,8.727130554,
139,19:11:37:213,-2.33732E-05,-4.46273E-05,0.002922106,0.000227047,0.053780392,0.039186286,0.470111946,0.710971746,0.728635198,8.741326185,
140,19:11:37:740,2.04157E-05,5.08661E-05,0.002888183,0.000253933,0.053554968,0.038864218,0.467406101,0.709448973,0.725688382,8.727595619,
141,19:11:38:266,8.26702E-05,-5.98673E-05,0.002982839,0.000246081,0.053824759,0.039083213,0.470493329,0.708220781,0.726119611,8.741206406,
142,19:11:38:792,-1.72192E-05,-7.95514E-06,0.002873475,0.000225619,0.051415868,0.037449537,0.449150666,0.711256234,0.72836536,8.735642934,
143,19:11:39:319,-5.13024E-05,9.11141E-05,0.00287134,0.000263689,0.051955869,0.037779014,0.453526382,0.711132523,0.727136604,8.729069395,
144,19:11:39:845,-9.86382E-05,-3.05778E-05,0.002791876,0.000297952,0.052449068,0.038168188,0.458665301,0.709489975,0.727719091,8.744965669,
145,19:11:40:373,5.26685E-06,3.56246E-05,0.002990668,0.000246319,0.053796065,0.039127352,0.468623712,0.711636465,0.727327401,8.711115098,
146,19:11:40:898,0.000140194,6.06302E-05,0.002941797,0.000233471,0.054634082,0.039721865,0.476448786,0.71134463,0.727052845,8.720724595,
147,19:11:41:426,-3.78113E-05,6.27736E-05,0.002881066,0.000195403,0.054358044,0.03967579,0.475346945,0.713437996,0.729897315,8.744739726,
148,19:11:41:952,2.06524E-05,4.13401E-05,0.002884625,0.000318892,0.054311482,0.03970969,0.475212806,0.713330206,0.731147234,8.749766914,
149,19:11:42:479,1.87587E-05,4.34834E-05,0.002763175,0.000212295,0.051568196,0.037495033,0.450315109,0.710816781,0.727096082,8.732419232,
150,19:11:43:006,-3.73379E-05,-5.33565E-06,0.002824373,0.000186362,0.052490006,0.038199176,0.458066039,0.711373079,0.727741891,8.726728654,
151,19:11:43:532,7.79359E-05,1.34773E-05,0.002894588,0.000267971,0.053723489,0.039168152,0.468915122,0.712240724,0.729069415,8.728307399,
152,19:11:44:059,5.87621E-05,-4.9628E-05,0.002968367,0.000282962,0.053931587,0.03930154,0.471530102,0.71053626,0.728729544,8.743115718,
153,19:11:44:585,4.02988E-05,5.56291E-05,0.002906212,0.000188265,0.054578579,0.039785132,0.477272286,0.71249406,0.728951405,8.74468141,
154,19:11:45:111,2.87003E-05,1.53824E-05,0.003074894,0.000222288,0.055495739,0.040446032,0.485107679,0.711854465,0.728813286,8.741350003,
155,19:11:45:638,-1.83407E-06,7.61102E-05,0.003078453,0.000277251,0.056119693,0.040642304,0.489149872,0.708615974,0.724207523,8.716189311,
156,19:11:46:166,-1.10652E-05,-3.66869E-06,0.003021748,0.000208964,0.055256169,0.040224765,0.482747917,0.711119646,0.727968765,8.736543378,
157,19:11:46:692,5.95036E-08,-3.90683E-06,0.003116416,0.000279155,0.056411143,0.040911615,0.49176883,0.708766447,0.725239966,8.717583225,
158,19:11:47:219,4.95304E-05,-2.46245E-05,0.003048321,0.000222288,0.057464,0.041852982,0.502100005,0.711193524,0.728333951,8.737644482,
159,19:11:47:746,7.81726E-05,-5.10567E-05,0.003056387,0.000207299,0.056152984,0.040839569,0.489590704,0.710747028,0.727291166,8.718872449,
160,19:11:48:273,4.55676E-06,-1.28732E-06,0.003054489,0.000142823,0.056242005,0.040929269,0.491428892,0.711355005,0.727734893,8.737755559,
161,19:11:48:799,4.32006E-06,-2.81964E-05,0.003113095,0.000249174,0.056371329,0.041081969,0.491296489,0.712287646,0.728774191,8.715361164,
162,19:11:49:325,1.97055E-05,6.15828E-05,0.003128518,0.000321747,0.056734295,0.041406534,0.496813597,0.712015858,0.729832528,8.75684794,
163,19:11:49:852,3.86419E-05,-2.05762E-05,0.003132314,0.000268447,0.056579826,0.041164055,0.493106428,0.711032081,0.727539453,8.715234152,
164,19:11:50:378,6.27862E-05,-3.98648E-05,0.002979992,0.00024513,0.055294805,0.040339207,0.483758692,0.711519722,0.729529782,8.748718587,
165,19:11:50:906,1.28412E-05,-4.62942E-05,0.003100756,0.000269161,0.056922346,0.041422527,0.496281102,0.710808722,0.727702381,8.71856378,
166,19:11:51:431,1.18944E-05,2.28474E-06,0.003014393,0.000216816,0.056010089,0.040804979,0.489022828,0.711922912,0.728529099,8.730977587,
167,19:11:51:959,-4.27817E-05,-2.81964E-05,0.003096011,0.000279631,0.056097259,0.040847203,0.489614314,0.710931856,0.728149707,8.727954286,
168,19:11:52:486,5.92355E-05,3.27669E-05,0.003035271,0.000270113,0.054040113,0.039195115,0.472079456,0.70843645,0.72529668,8.735722885,
169,19:11:53:012,-2.55034E-05,2.91947E-05,0.002963622,0.00029129,0.054716136,0.039720433,0.477595135,0.709186304,0.725936356,8.728597571,
170,19:11:53:539,-4.44385E-05,-2.01E-05,0.003001581,0.000217292,0.05510043,0.040051135,0.480423956,0.710537698,0.726875177,8.719059949,
171,19:11:54:065,-2.36099E-05,-3.34353E-05,0.00303195,0.000257264,0.056128619,0.040813328,0.489938404,0.710011421,0.727139366,8.728851919,
172,19:11:54:592,-4.08882E-05,-2.41482E-05,0.00292353,0.000226571,0.054298937,0.039458813,0.473553722,0.710137463,0.726695873,8.721233767,
173,19:11:55:118,-6.88169E-05,6.94419E-05,0.002971214,0.000245843,0.053412024,0.038918843,0.467220931,0.711790944,0.72865321,8.747485943,
174,19:11:55:644,-5.38451E-06,0.000156372,0.003016054,0.000247033,0.053108367,0.038513639,0.463854812,0.709864063,0.725189671,8.734119345,
