Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9)
121,20:55:27:742,9.16E-06,4.84E-05,0.00188823,0.000159583,0.034675943,0.025011656,0.302308127,0.705839006,0.721297066,8.718093876
122,20:55:28:269,5.93E-05,1.72E-05,0.002232371,0.000276643,0.042468586,0.030879805,0.370668739,0.709827577,0.727121084,8.728068669
123,20:55:28:796,7.07E-05,9.60E-08,0.002164102,0.000230959,0.041115184,0.029854155,0.359875835,0.707945403,0.726110205,8.7528693
124,20:55:29:322,-3.42E-05,3.43E-06,0.002178799,0.000195984,0.038826542,0.02823731,0.33975998,0.709439662,0.727268208,8.750714387
125,20:55:29:848,5.65E-05,6.58E-05,0.001941313,0.000104389,0.035895895,0.026142922,0.314105696,0.712297713,0.728298387,8.750462908
126,20:55:30:375,-2.40E-05,-9.43E-06,0.001764066,0.000227153,0.03369747,0.024612801,0.295736638,0.710581349,0.730405013,8.776226779
127,20:55:30:901,-1.72E-06,-6.68E-05,0.001809322,0.0001622,0.033131705,0.023924483,0.289062129,0.704344966,0.722102384,8.724637899
128,20:55:31:429,-7.94E-05,1.68E-05,0.001886809,9.92E-05,0.034174294,0.02469763,0.296642262,0.708925982,0.722696142,8.680274881
129,20:55:31:956,-3.49E-05,5.77E-05,0.001883965,4.11E-05,0.034979538,0.025316861,0.305678498,0.708910962,0.723762013,8.738780398
130,20:55:32:482,2.17E-05,-6.25E-05,0.001925672,0.000199077,0.035912394,0.026066656,0.313072405,0.70818691,0.725840116,8.717670115
131,20:55:33:008,4.05E-07,0.000137032,0.00194392,9.56E-05,0.035676648,0.025859441,0.311800807,0.710585393,0.724828213,8.73963285
132,20:55:33:535,5.48E-05,5.10E-06,0.001945342,5.32E-05,0.034493018,0.025050057,0.300698476,0.711201612,0.726235568,8.717661999
133,20:55:34:061,5.08E-05,7.73E-05,0.001801266,0.000106292,0.034263574,0.024827968,0.299430701,0.70932084,0.724617005,8.739038739
134,20:55:34:588,6.10E-05,2.84E-05,0.001875671,9.37E-05,0.035443348,0.025658661,0.308367756,0.709594448,0.723934473,8.700299913
135,20:55:35:114,-5.28E-06,7.42E-05,0.002002694,0.000175524,0.035682386,0.026012895,0.311745969,0.712905904,0.729012201,8.736690723
136,20:55:35:641,5.85E-06,-8.00E-06,0.002031134,0.000203836,0.036013069,0.026186979,0.315024118,0.709042082,0.727152111,8.747494321
137,20:55:36:167,-8.34E-05,4.51E-05,0.001994636,0.000201695,0.035360415,0.025730161,0.309250376,0.710437785,0.72765438,8.745665897
138,20:55:36:694,-4.46E-05,4.99E-05,0.001874249,0.000143643,0.034205565,0.024795027,0.298197874,0.709561936,0.724882836,8.71781759
139,20:55:37:222,2.53E-05,7.42E-05,0.001908136,0.000128179,0.034546985,0.025001226,0.301170977,0.708977296,0.72368765,8.717721052
140,20:55:37:748,1.18E-05,9.32E-05,0.00189842,0.000221204,0.034017953,0.024857119,0.297193994,0.714331921,0.730705916,8.736386869
141,20:55:38:275,-5.55E-05,-5.25E-05,0.001962168,0.000161249,0.034897599,0.025375792,0.304525676,0.709606417,0.727150077,8.726264495
142,20:55:38:801,7.69E-05,5.75E-05,0.002077351,0.000140075,0.036758283,0.026604907,0.321022423,0.708058724,0.723779907,8.733335634
143,20:55:39:328,6.53E-05,5.75E-05,0.001955769,0.000149353,0.03483597,0.025055145,0.302394845,0.705613569,0.719232034,8.680534745
144,20:55:39:855,-3.56E-05,-7.76E-06,0.001981838,0.000181234,0.03654148,0.026577655,0.319475496,0.709688306,0.727328381,8.742817645
145,20:55:40:381,1.15E-05,3.39E-05,0.001947475,0.000167672,0.035043565,0.025414134,0.305613921,0.70925043,0.725215437,8.720971269
146,20:55:40:907,5.60E-05,2.91E-05,0.001827094,5.25E-05,0.032981682,0.023957633,0.288500547,0.710537559,0.726392076,8.747296265
147,20:55:41:434,-6.93E-06,-2.28E-05,0.001860742,0.000196698,0.032792036,0.023862449,0.286378547,0.70976072,0.72769037,8.73317365
148,20:55:41:960,-7.41E-06,-2.90E-05,0.001856477,0.000178854,0.0331372,0.024109898,0.289066201,0.710193929,0.727578022,8.723314056
