"","log.a","log.b","log.c"
"10955",-3.85223334625839,-3.94122899150982,-5.07711297724016
"10956",-3.90222942402799,-4.05631438184625,-5.44517853321893
"10957",-4.29103690438318,-4.5146571351416,-5.31854044463751
"10958",-4.08551095814847,-4.45350197059726,-5.37211357174953
"10959",-4.20797404334215,-4.3693749275219,-5.90905718773062
"10960",-4.19738164128229,-4.55786005168711,-5.5032291548838
"10961",-3.82103936869223,-3.92083416028724,-5.36618581364465
"10962",-4.02220833709881,-4.28255780827956,-5.44843246598
"10963",-4.26107611017645,-4.29573521612018,-5.9153002028323
"10964",-3.9579611441582,-4.03468521513191,-5.2370714444317
"10965",-3.93345802920173,-4.21476469833989,-5.69510985433144
"10966",-3.87686826076115,-4.04906665705127,-6.03855355252694
"10967",-3.90613581045285,-3.97170143752483,-5.67964919054763
"10968",-3.85360171676977,-4.03369209073859,-5.36890437035684
"10969",-4.24786196744205,-4.52529756743867,-5.78267603038562
"10970",-3.84195270216022,-3.91889828250365,-5.42804134980998
"10971",-3.98788618968674,-4.33382816125073,-5.8296860960717
"10972",-4.36244776531847,-4.40171759021174,-5.7553246033461
"10973",-3.74887907979683,-3.75687914859132,-5.55430048625727
"10974",-3.8662157794392,-4.28657843882493,-5.55517728754235
"10975",-4.33505233944808,-4.49656725577082,-5.45528687321461
"10976",-4.27008706175031,-4.61581513784044,-5.85704412034177
"10977",-3.890780951115,-3.94207901697286,-5.13571104350681
"10978",-3.99691577427294,-4.18378822208198,-5.36105568759678
"10979",-4.14506947369195,-4.40505059062089,-5.05450358979263
"10980",-4.01795372414006,-4.24508820119267,-5.73086462851112
"10981",-3.60640755655206,-3.70275661595813,-5.6467884410389
"10982",-4.08409297838612,-4.71830252875316,-5.64502246564572
"10983",-3.64887791554978,-3.91882591493049,-5.33523947976822
"10984",-4.13091499160381,-4.24938207372535,-5.67612637008649
"10985",-3.72251441511555,-3.76218281177277,-5.45955670418773
"10986",-3.77292900321123,-3.86254026611465,-5.61360877750076
"10987",-4.35049917134382,-4.44959912062484,-5.0987095531286
"10988",-3.9464667896808,-4.30870467478563,-5.74940099688819
"10989",-3.97415671780829,-4.11423107739086,-5.801956214807
"10990",-4.24705273863526,-4.39631310330571,-5.9873620357433
"10991",-3.92832046899188,-4.02348889436055,-5.64340867372788
"10992",-3.62523110394548,-3.65862041900604,-5.39518263371825
"10993",-3.66139655350423,-3.74059772065682,-4.99423487466644
"10994",-4.05000221027758,-4.46229458678434,-5.63769538774429
"10995",-3.8715451188638,-4.12801300970957,-5.51184688463969
"10996",-3.44795553051115,-3.65093952659175,-5.48960294368188
"10997",-4.07997852241867,-4.56122682447541,-5.91494062378014
"10998",-4.13754076045809,-4.18386508329147,-5.49909873343126
"10999",-3.3900790528151,-3.52934419471014,-5.38320737543444
"11000",-3.89456946391558,-4.18430990842854,-5.64769266163288
"11001",-4.10216679093466,-4.3763601569561,-5.53410663317717
"11002",-3.88162320208792,-4.3782690066556,-5.61421228379916
"11003",-4.28409762523386,-4.65782841210973,-5.37772456342877
"11004",-4.22342545697888,-4.2353239386836,-5.58674022492361
"11005",-4.09562031416885,-4.49617111683404,-5.54961942086923
"11006",-3.43834039163316,-3.56502252325683,-5.48269647470383
"11007",-3.97392464704266,-4.35597723381594,-5.52776947200237
"11008",-4.19507315710033,-4.51717009871725,-5.92466584292176
"11009",-3.86376234503119,-4.23086312655928,-5.45635888943674
"11010",-4.18355331813328,-4.49274572384793,-6.08606997429622
"11011",-4.50802210482271,-4.73934172896784,-5.89801582250181
"11012",-4.22297537109724,-4.33353378249888,-5.2134290641343
"11013",-4.2940402118104,-4.48976359503524,-6.01437105311043
"11014",-4.14733940289022,-4.23172836049199,-6.05092508072508
"11015",-4.22677269056415,-4.29628503696643,-5.68046827838562
"11016",-4.20702654289418,-4.23581169308898,-5.51856868168696
"11017",-3.72306700965658,-3.88634874649338,-5.71906471394612
"11018",-3.58542175883257,-3.61337556572751,-5.50262740624101
"11019",-3.81922547445568,-3.98899047331756,-5.63858147012823
"11020",-3.92304224408337,-4.08977301518702,-4.92069969781536
"11021",-4.19383659924744,-4.30796926251933,-5.48320901254693
"11022",-4.02090333623266,-4.65325780271143,-5.3817468732112
"11023",-4.02525313392845,-4.28244703907466,-5.39817885422349
"11024",-3.93385124740644,-4.22985639330225,-5.39609588860396
"11025",-4.2209315004731,-4.48625381775597,-5.44255748352836
"11026",-4.24995323188926,-4.35385560242982,-6.01019441742376
"11027",-4.21827521869681,-4.36974900289716,-5.94507903059108
"11028",-3.6710530552999,-3.87229519621159,-5.25833709143395
"11029",-4.09569655628391,-4.3089592652543,-5.52238115393808
"11030",-3.81396022940345,-4.06303915243663,-5.53744651532572
"11031",-4.00828431687361,-4.31544529171483,-5.43374595859077
"11032",-4.07865440178401,-4.49226699353221,-5.69618299883534
"11033",-4.12054808043079,-4.35537329970133,-5.37872833130355
"11034",-4.24227232971426,-4.45182361394539,-5.19276046078353
"11035",-4.19481737185521,-4.2481945039313,-5.69181888895208
"11036",-3.86445014303197,-3.9602353246807,-5.63090923587199
"11037",-3.99124363822278,-4.19699978983337,-5.82701169071797
"11038",-3.9854777349237,-4.19042208609149,-5.8141398838343
"11039",-3.62760837549274,-3.77179023441152,-5.21095773264239
"11040",-4.15748896834474,-4.32526929279657,-5.70479357217369
"11041",-4.13658887392789,-4.46525812632729,-5.85551270518333
"11042",-4.10506456987559,-4.14182646787291,-5.49964116457302
"11043",-3.79027754016961,-4.08200490027708,-5.17631458092418
"11044",-4.16671816462068,-4.31918451884747,-5.72020949806167
"11045",-4.08663452586399,-4.26212462535335,-5.61806357984126
"11046",-4.17982555185495,-4.48451890513752,-5.93502186572559
"11047",-3.80936779495267,-4.02673856214801,-5.36003996920846
"11048",-3.74303658766565,-3.86241389793974,-5.57491103353824
"11049",-3.79471955266631,-3.9131798082754,-5.53091181478399
"11050",-4.11228810482492,-4.56768716453035,-5.49080923262026
"11051",-4.17753207109451,-4.61133730450687,-5.84024759492552
"11052",-3.80145030536198,-3.82085991852177,-5.33378775773286
"11053",-4.1629956332284,-4.88206971438009,-5.84502792430767
"11054",-3.52560214565831,-3.54656215659273,-5.37287402514647
"11055",-4.01262384032344,-4.11835464616842,-5.48560653685095
"11056",-4.18947885566898,-4.26958254363078,-5.35701150858612
"11057",-4.06431772434933,-4.32358285803221,-5.2305227891379
"11058",-3.99102115764626,-4.05510625793293,-5.59399450997437
"11059",-4.01865427258289,-4.06066677763122,-5.24985450849943
"11060",-4.07082101774728,-4.27910008215257,-5.54659993291221
"11061",-3.76437782515554,-3.76540964154505,-5.41022031233799
"11062",-3.76418305124539,-3.84285177843463,-5.61102367364977
"11063",-3.9689060770735,-4.02517734437763,-5.66871826216564
"11064",-4.20374429295169,-4.30871885714325,-5.88290507633559
"11065",-4.59535209059096,-4.64213090955265,-5.67470398389807
"11066",-3.99453629946514,-4.25843955242184,-5.48703143720747
"11067",-3.97080744848692,-4.0832361451478,-5.33470565113533
"11068",-3.95999499364852,-4.19164729673804,-5.43906438814205
"11069",-4.13158389245406,-4.26264051080096,-5.32104081787693
"11070",-4.56502285562041,-4.91393273848959,-5.71172642212009
"11071",-4.10145745137109,-4.26852779390184,-5.13005254794732
"11072",-3.9763111868424,-4.03001597854832,-5.42006337831283
"11073",-4.04098157556637,-4.13631430439065,-5.74613369289572
"11074",-3.89922968271833,-4.15052861951978,-5.49388535434673
"11075",-4.23534941207476,-4.42055012571819,-5.80110289802113
"11076",-3.77243017198518,-4.04606317427146,-5.96790933212888
"11077",-4.30851079642908,-4.79770791151998,-5.47715751125777
"11078",-4.10587880277021,-4.18796254882642,-5.57873506872174
"11079",-4.179129436763,-4.60744164421,-5.68693407736382
"11080",-4.36032985328317,-4.94719811815872,-5.43546354179909
"11081",-4.27217046129071,-4.36042572787314,-6.03330402538609
"11082",-3.74563571006304,-3.99213532409033,-5.43705644338276
"11083",-4.26773419434434,-4.63878484507619,-6.40482791140277
"11084",-3.99541278013096,-4.06014992668748,-5.70517208607088
"11085",-4.32623198813376,-4.54424332317122,-5.85145820652413
"11086",-3.87048739874767,-4.03448287883322,-5.75202921183307
"11087",-4.0565971561198,-4.0797406856906,-5.75754952981288
"11088",-3.99013595681832,-4.10002207922085,-5.45250995328089
"11089",-3.94711721862959,-4.12247567366206,-5.33606433299425
"11090",-3.77917316551506,-3.8311646519255,-5.48775462034169
"11091",-4.11920067860918,-4.30824608537806,-5.69503867786205
"11092",-4.12242615692691,-4.19560115831159,-5.12545397610107
"11093",-3.96804735159023,-4.01262777256869,-5.80457991605639
"11094",-4.22688470501006,-4.27391395118842,-5.83862818937477
"11095",-3.83451042515671,-4.27236527422887,-5.18470900015486
"11096",-3.57695234046283,-3.92946634816525,-5.15980532829268
"11097",-4.22484391437183,-4.57572105292369,-5.52212046084298
"11098",-4.08677425886903,-4.28164341535276,-5.31633438439239
"11099",-3.63230675231374,-3.98056395790932,-5.27853733127665
"11100",-3.65180021989736,-3.6554160748126,-5.72868287038592
"11101",-4.21282321937059,-4.39509214056485,-5.76682961089315
"11102",-4.03669856129158,-4.46839122520398,-5.95916316808732
"11103",-3.94635469798084,-3.97294897670863,-4.80777721193194
"11104",-4.10091547750798,-4.77349037382984,-5.39888272388469
"11105",-3.68467297249385,-3.73632347262157,-5.4661348283449
"11106",-4.13845179162439,-4.35306638153134,-5.29257555445324
"11107",-4.09774788311001,-4.1327551171098,-5.82910411286672
"11108",-3.63753087207192,-3.85397389339022,-5.4608670180079
"11109",-4.17609043515965,-4.46804207899244,-5.77079360282788
"11110",-4.13237121648205,-4.51162119161467,-6.11918247479247
"11111",-4.0538009947915,-4.09907778371113,-5.81930014692314
"11112",-3.82748918206319,-4.08601535641687,-6.01477512135049
"11113",-4.14446137277568,-4.49396483239994,-5.25325491312786
"11114",-4.16643880455321,-4.33159792074273,-5.45763507951029
"11115",-3.84113688756856,-4.22915962577761,-5.13129928896225
"11116",-4.04533119474847,-4.09292260891098,-5.55865349253909
"11117",-4.29371463181414,-4.33278584336158,-5.66204407722369
"11118",-4.0507336444073,-4.2168294544172,-5.93589863934599
"11119",-3.95247192921384,-4.02142249182349,-5.67291552606852
"11120",-4.02774502713814,-4.17428278792634,-5.72836962456208
"11121",-4.06436163723912,-4.09299014655131,-5.50082069269577
"11122",-4.29291024656298,-4.35793182560835,-5.49774803413243
"11123",-4.60257210142507,-4.97168998862688,-5.99886319832637
"11124",-3.73875534412907,-4.21315981245514,-5.40141578694943
"11125",-4.20325781710348,-4.25702969116148,-5.51654640035966
"11126",-3.75759878368731,-3.9554594519633,-5.47104524122992
"11127",-3.63663494049669,-3.91859482255336,-5.73862845787471
"11128",-3.81232102203747,-3.94465347766857,-5.47090559640664
"11129",-4.072693105828,-4.2447717661636,-5.77852835039114
"11130",-3.84031500252161,-4.03954785645492,-5.54027771049657
"11131",-4.13373446721286,-4.39454878660718,-5.7859983235159
"11132",-3.68131484202379,-3.99492096258559,-5.75816578273335
"11133",-4.0337416991796,-4.24123288332037,-5.83556546298973
"11134",-3.75954597168571,-4.08883322981942,-5.65821482769298
"11135",-3.91899582974022,-3.92489621202124,-5.65942292157746
"11136",-3.83890537093384,-3.84436645815124,-5.73760940367386
"11137",-4.1971042741107,-4.38254788975014,-5.70284842935047
"11138",-4.26198716184097,-4.34399365333276,-5.76590077735365
"11139",-4.13276796561035,-4.42682997629478,-5.80248293540525
"11140",-3.9002665961896,-3.90723279640914,-5.31048012388099
"11141",-4.38080327107766,-4.43308157384924,-5.49158403662019
"11142",-3.96384793055571,-4.08771148969203,-5.5743231592204
"11143",-3.60115598264243,-3.93486347530786,-4.55397041328582
"11144",-4.16752352432287,-4.38075291427827,-5.67634761323127
"11145",-3.66548062034091,-3.74506178079503,-5.34697097981
"11146",-4.13081683111632,-4.47379518754853,-5.63801156537182
"11147",-3.95671397003028,-3.96560362973852,-5.72558518378126
"11148",-4.3115938660955,-4.53957277360641,-5.02764484820236
"11149",-4.33206393079335,-4.75527160840387,-5.67058631619312
"11150",-4.20735140454032,-4.29408217723144,-5.86864617116428
"11151",-4.45226355734996,-5.08590048662733,-6.33033543957119
"11152",-4.24019961260172,-4.38792625855815,-5.92834523716983
"11153",-4.26332293172086,-4.44645096394964,-5.60342996169043
"11154",-4.26472848558985,-4.44213363482015,-5.81258766553333
"11155",-3.81510086198183,-3.83005046281529,-5.12711470732983
"11156",-4.29406189488276,-4.35591203348254,-5.82409082492823
"11157",-4.14326342684557,-4.39405995658378,-5.79942692546703
"11158",-4.2223661068852,-5.00224905334657,-5.79585050242064
"11159",-4.59312681582147,-4.59621404080342,-5.67300808430945
"11160",-4.07332399435286,-4.27215071506782,-5.70488892142785
"11161",-4.10763522619359,-4.24965841015955,-5.52424869511791
"11162",-3.57606791437698,-3.82714572280946,-5.35847784738827
"11163",-4.11624826656282,-4.16452618143313,-5.90622066387207
"11164",-3.84971245123223,-3.96700479046054,-5.64246369525873
"11165",-4.22494079859523,-4.6013907429915,-5.74100844251306
"11166",-4.16624078893934,-4.37610072887684,-5.46394086115346
"11167",-3.82181996975296,-3.95090812669971,-5.29872925952983
"11168",-3.8383180956444,-3.92174668637033,-5.79864622734851
"11169",-4.16512701653348,-4.18819727397786,-5.71693947417389
"11170",-4.04362167318037,-4.41239570815355,-5.43550871900162
"11171",-3.72614997082526,-3.83922050612119,-5.40066222100797
"11172",-4.1858590667478,-4.8538204730157,-5.89266099832121
"11173",-3.86129253960785,-4.6631939303915,-5.19967095250018
"11174",-4.00475662643534,-4.31361064091514,-5.73949735948943
"11175",-3.73503250683051,-3.85526744365025,-4.91516337063122
"11176",-4.07697388466083,-4.43728243555001,-5.60039125747472
"11177",-3.97421777921199,-4.45945211352643,-5.84958704241401
"11178",-3.94415160874882,-3.9723994651741,-5.20238403284642
"11179",-4.29140102670594,-4.35976233021082,-5.70949906547106
"11180",-3.50772710382909,-3.69555304207032,-5.0151012330217
"11181",-4.03054166983485,-4.12385423551187,-5.85022443321369
"11182",-4.14286785576729,-4.38160821850538,-5.91581067467849
"11183",-4.39197164287738,-4.61552918057012,-5.5790882101779
"11184",-3.98225015458038,-4.13426671995278,-5.71172699939787
"11185",-3.58831481827086,-3.63868731273889,-5.26179915578553
"11186",-4.21396710425542,-4.25113599631004,-5.78010179484999
"11187",-3.68638406544714,-3.73580341969602,-5.55285568328832
"11188",-4.0583266306162,-4.34818199729004,-5.30503585061179
"11189",-3.93700083868427,-4.08078688997626,-5.11259909300537
"11190",-4.23180513467512,-4.2388569360123,-5.66826081227039
"11191",-4.27518920162359,-4.67069072595995,-5.880662453132
"11192",-4.25013143084362,-4.38166095200919,-5.79053365602901
"11193",-3.62323391474201,-3.84222866765245,-5.13618658946053
"11194",-3.85845045475472,-3.88995507997619,-5.60449254610134
"11195",-3.85553365162355,-4.03532011827626,-5.53463554742478
"11196",-3.80903321159941,-4.37017056807352,-5.30138122551427
"11197",-4.30662855557873,-4.58795927715032,-5.89738070891539
"11198",-3.96453599296662,-4.07160299825736,-5.88783593885106
"11199",-4.0519603837276,-4.18796576352918,-5.69928297929945
"11200",-3.99620031759047,-3.99919024686499,-5.48896091803861
"11201",-4.18170568411861,-4.27146413467239,-5.47369978551319
"11202",-3.80159519103003,-3.88743684273394,-5.58248045632729
"11203",-3.97488185633991,-4.0290012595748,-5.28929620537487
"11204",-3.96981382865418,-4.26615970401423,-5.66868490858862
"11205",-3.59090667152221,-3.59223204730247,-5.39093140978294
"11206",-4.11020402166903,-4.39889676823686,-5.20169467106589
"11207",-3.80206846911213,-4.00193371621981,-5.67143997853906
"11208",-3.95221732137111,-4.03393625872851,-5.39650102067578
"11209",-4.05101422771863,-4.11442672324077,-5.36408025233308
"11210",-3.89664620804555,-4.0880341840577,-5.5555689480234
"11211",-3.75443244969608,-3.82900543806892,-5.39888163622128
"11212",-4.00986393637323,-4.1836423203811,-5.56966030879898
"11213",-3.95403396600938,-4.32914781267388,-5.64265920028678
"11214",-3.7002845415621,-3.70506041872012,-5.18207434460738
"11215",-3.84442016714724,-3.93612100429366,-5.72544037833455
"11216",-4.47911374216041,-4.76231995794713,-6.03500160238722
"11217",-3.69779475275091,-4.07696748173115,-5.78647227095793
"11218",-4.22099632699067,-4.31165009701912,-5.92768722598575
"11219",-4.51540432995246,-4.92523520187369,-5.3714560938873
"11220",-3.65823588420223,-3.89158066809625,-5.51570433775348
"11221",-3.97448245803158,-4.2586177681131,-5.64262197045133
"11222",-3.90370608133293,-3.90911009189758,-5.68011881093208
"11223",-3.83214974392459,-4.09572466217651,-5.52634256243495
"11224",-4.06555823169503,-4.06721989393885,-5.35722632813592
"11225",-4.08894668878854,-4.09284438447247,-5.51119025254556
"11226",-3.63599055474843,-3.80681666198887,-5.6212736605134
"11227",-3.96600336158113,-4.31154849994468,-5.35912455751144
"11228",-4.27758870976785,-4.50235818284738,-5.59025726544035
"11229",-3.85868008601073,-3.93209098474343,-5.32383562577492
"11230",-4.29291252315634,-4.33070455808925,-5.7620383073204
"11231",-3.89177228649191,-4.03558959025004,-5.44812381910244
"11232",-3.80974289436273,-4.0516011321733,-5.88596743579741
"11233",-4.18233829534902,-4.28610275534867,-5.7615044207826
"11234",-3.93332037684899,-4.03852741068335,-5.15153156704306
"11235",-4.22441720869063,-4.60757220156642,-5.55712849985181
"11236",-4.33941900788697,-4.4433266000923,-5.67793117688211
"11237",-4.30717932665397,-4.50106038083121,-6.1198599241908
"11238",-3.7929359948474,-3.96829262120298,-4.96148264737202
"11239",-3.97117202501156,-4.17747643647599,-5.52681089005745
"11240",-4.06542266591909,-4.24905399958156,-5.41549765668226
"11241",-3.61365104041783,-3.65958412048211,-5.64499312619261
"11242",-4.49576538360184,-4.75147952906548,-5.87133677296756
"11243",-3.6372728860891,-3.67802700515958,-5.37432419738187
"11244",-4.08707049059513,-4.30933833854548,-5.3741017087922
"11245",-3.90411788442703,-4.21478451275281,-5.57705075288845
"11246",-4.44999495652029,-4.5247922450033,-5.46716888058506
"11247",-4.07320099572723,-4.30636987332551,-5.29503931102035
"11248",-4.01710786768007,-4.29198229734114,-5.45101265851885
"11249",-3.95568939781491,-4.1071908186694,-5.68930226953244
"11250",-3.96635185640241,-3.97978009087398,-5.54093731614544
"11251",-4.5652052791614,-4.91470669692591,-5.2618443989986
"11252",-4.32773479852372,-4.65111825976302,-5.62172352620222
"11253",-4.47841296617539,-4.72883349786157,-5.69004203122072
"11254",-3.82349906486276,-4.15684077377007,-5.20355479625178
"11255",-4.30933334314233,-4.53169106799116,-5.78336383071041
"11256",-4.3791723155467,-4.67760004749534,-5.9873061175507
"11257",-4.06138041636768,-4.16119622965145,-5.24709057103903
"11258",-4.32082592607064,-4.76613855893944,-5.37831132887713
"11259",-4.2073962012978,-4.26547093727825,-5.3559635354942
"11260",-4.16344794922088,-4.49909361243717,-5.55200534037635
"11261",-4.12561371406045,-4.52728600502971,-5.66394045461353
"11262",-4.26746928807189,-4.40181423326623,-5.64460957035144
"11263",-4.2962361681678,-4.53510468291972,-5.79920520326168
"11264",-4.41307395880242,-4.90550920912766,-6.01480330865235
"11265",-3.97652275089442,-4.29988451423269,-5.95398591567786
"11266",-4.14248348575318,-4.43600122450607,-5.506894233639
"11267",-4.14873503674537,-4.30687744232,-5.60904063444546
"11268",-3.63775755467808,-3.70129650519022,-5.37175182219081
"11269",-3.96827301651605,-4.20721655801695,-5.52677506912294
"11270",-3.58361833457664,-3.7550995297616,-5.48347283692919
"11271",-3.75393498576273,-4.29910482027359,-5.6383638911114
"11272",-3.89241028051571,-4.06559868175403,-5.49804506149513
"11273",-3.83111568651143,-3.83836982988193,-5.33013164353045
"11274",-4.11015161523497,-4.77484770554308,-5.59370888489826
"11275",-3.82811571989341,-3.86067926695077,-5.13234521952989
"11276",-4.21386108838846,-4.33573346459185,-5.51424387386636
"11277",-3.73222066663382,-3.87455807168144,-5.6620856414457
"11278",-4.2077785071312,-4.5616312234826,-5.84105589811035
"11279",-4.002745470179,-4.11686540388,-5.35462516122297
"11280",-4.26438644218762,-4.71600354675422,-5.39725322730589
"11281",-4.06908764018762,-4.21166166526427,-5.51897719943758
"11282",-4.5142522315378,-4.54002008633183,-5.98299079974807
"11283",-4.03016085990298,-4.24582568912777,-5.58701363692802
"11284",-3.8549533241611,-3.88325279212978,-5.41330062644665
"11285",-3.97116563425238,-4.10659363798998,-5.28096970996187
"11286",-3.65009368277397,-3.79067792083829,-6.27522983672093
"11287",-4.24949593256466,-4.28780138950793,-5.96871681885831
"11288",-4.13533490361088,-4.14115080152075,-5.94296252245324
"11289",-4.22566367024203,-4.51365065103743,-5.83421444211415
"11290",-4.31022455122266,-4.34078164181311,-5.82649941448465
"11291",-4.09839722808062,-4.55005453803115,-5.24234436788734
"11292",-4.16733183238423,-4.26465398709654,-5.51523320154098
"11293",-3.92310643734326,-4.0862804295981,-5.38074750874135
"11294",-4.22777140745915,-4.48847706976414,-5.72943442217013
"11295",-4.03388522410761,-4.17994092330878,-5.71052407278848
"11296",-4.3220632276085,-4.69366985620646,-5.97725386170917
"11297",-4.23803321610241,-4.38846662924569,-5.68292375651709
"11298",-3.93125835970932,-4.04655826089065,-5.55641876811381
"11299",-3.92094987541635,-3.94653364003142,-5.70836725279603
"11300",-3.66905263786625,-4.55735969079244,-5.63648607034143
"11301",-4.33285832329831,-4.67811510751771,-5.96221896666297
"11302",-4.09873535600203,-4.38453674228114,-5.34560644924317
"11303",-4.12244446491252,-4.60130217659244,-6.04173934441559
"11304",-4.00628867106327,-4.31057980960966,-5.6461237684122
"11305",-4.15880466024762,-4.28875327697397,-5.68182733311439
"11306",-4.06696275402485,-4.58830855015591,-5.45358240629009
"11307",-4.14960260487869,-4.64246186757835,-6.00834594571085
"11308",-4.30095452123997,-4.45621852193474,-5.87146906802043
"11309",-3.75261262003758,-3.8389442955196,-5.52273464885488
"11310",-4.13971912577406,-4.17298597153648,-5.65698162523971
"11311",-4.14453874735062,-4.23355926084019,-5.72918895722783
"11312",-3.69877847244687,-3.77461138487454,-5.1954319510928
"11313",-3.86111301601979,-3.9134704369047,-5.8439128696167
"11314",-4.1500549793384,-4.27959919044842,-5.53941838872412
"11315",-4.13316598459678,-4.45625626154516,-5.85850326079889
"11316",-3.97784851904929,-4.36449277862372,-5.89303227754501
"11317",-4.18665534951084,-4.18828133736686,-5.49924963644109
"11318",-3.81524231829092,-4.00676602869598,-5.54726391855185
"11319",-3.69721592162847,-3.76711899748969,-5.69599567174079
"11320",-4.1714650591012,-4.38831973195869,-5.68587273599807
"11321",-4.06696284700149,-4.54341051524755,-5.33906946925659
"11322",-3.94718696039435,-4.32289989964029,-5.69595883127603
"11323",-4.33629767885973,-4.35751304229858,-5.04949584556183
"11324",-3.81100957672287,-3.97053217248057,-5.9143476438132
"11325",-3.47896382039338,-3.55099028676736,-4.7591521537007
"11326",-4.42633798814389,-4.71258807258064,-5.5926537806568
"11327",-4.01996250769551,-4.18578277879274,-5.3514818606034
"11328",-3.70936738334599,-4.04013169720805,-5.80903066315218
"11329",-4.29977256192231,-4.5927625327615,-5.63803341772886
"11330",-4.02284415783103,-4.17947976863015,-5.57447645027633
"11331",-4.02572454551559,-4.27723511698875,-5.72496722541547
"11332",-3.92084074517528,-4.09341949640022,-6.06405104479601
"11333",-3.79679789281409,-3.86537505267865,-5.40289315164183
"11334",-3.98957938696466,-4.66515880193958,-5.57660110283045
"11335",-4.1516074117318,-4.43300929420926,-5.25996217537605
"11336",-3.81482270543737,-3.95997388890135,-5.16934769231565
"11337",-3.83911865294194,-3.87516703973669,-4.92814484013727
"11338",-3.79110520723037,-4.14900319631811,-5.68311438161505
"11339",-3.98472150490115,-4.13567146665948,-5.43451202279381
"11340",-3.88065304555946,-3.90833632203661,-5.4498878563159
"11341",-4.18088494489161,-4.44913637778781,-5.44443470902684
"11342",-3.9991082941141,-4.27863417278365,-5.41316208670236
"11343",-3.72147457506466,-3.80635613609348,-5.42155307083128
"11344",-4.42366146910556,-4.69570020402295,-5.74926892617401
"11345",-4.05002763698386,-4.05430506173144,-5.86083484590843
"11346",-4.61073635709326,-4.64876509735764,-5.96545535460334
"11347",-4.11172420678751,-4.35256807802441,-5.63152339559378
"11348",-3.51931568994757,-3.5964334766869,-5.19753817931032
"11349",-3.68993541862655,-3.70356210292734,-4.97020908433219
"11350",-4.00896872423329,-4.05796447728723,-5.34199910878376
"11351",-4.16254924507859,-4.21027344070708,-5.5915338489382
"11352",-3.70612145889315,-3.79812325710211,-5.39462875159467
"11353",-3.57039105015628,-3.84386968515801,-5.74342413758579
"11354",-3.64890903945955,-3.67575652273359,-5.22541868679803
"11355",-3.89777912708081,-3.91343113689426,-4.99630882222926
"11356",-3.92285470262903,-4.08247983415043,-5.64441081623793
"11357",-4.09921958655101,-4.4342441538494,-5.04507768250996
"11358",-3.66134204974307,-3.73381516254788,-5.22019266115168
"11359",-3.90141630766342,-4.03951063074796,-5.81100506984948
"11360",-4.10226877681497,-4.19521528753357,-5.3225119842162
"11361",-3.9731510748218,-4.23686947028461,-5.81621772969694
"11362",-3.82612204689671,-3.89512400124736,-5.45243916437502
"11363",-4.18924603710743,-4.73209560097259,-5.18207287871086
"11364",-4.3223532253919,-4.40643571452174,-5.5929064921116
"11365",-4.28198189609032,-4.46337634033027,-6.06916122179723
"11366",-3.86667904051258,-4.05279705239821,-5.32201273544509
"11367",-3.97660220358844,-3.99012285726517,-5.17870207705599
"11368",-3.88884292586326,-4.03309127975002,-5.24502242175616
"11369",-4.07948051629438,-4.55312709053201,-5.6661823524293
"11370",-3.74007888782696,-4.02902788751435,-5.75339017096597
"11371",-4.17447126369289,-4.19663260587056,-5.71333220255924
"11372",-4.15947937655494,-4.21122130003054,-5.57268323071689
"11373",-4.23778337316557,-4.44795001158774,-5.81105668817497
"11374",-4.56031305061414,-4.90874168447931,-5.56362543864048
"11375",-3.78634199293642,-3.92351711415298,-5.62724611550602
"11376",-4.12475307513898,-4.23310394908628,-5.12691285011752
"11377",-3.93550575974015,-4.15055777051008,-6.07311840892908
"11378",-3.81919143531856,-3.87013150503127,-4.81106236389855
"11379",-4.19833047957409,-4.37782233089462,-5.58277553538218
"11380",-4.3438523809859,-4.78811327872544,-5.65644422409779
"11381",-4.1071345373877,-4.33695318944523,-5.44234113262545
"11382",-4.06142621915487,-4.23948841848158,-5.77382919470191
"11383",-3.51330365471773,-3.53355754483818,-5.69223999599103
"11384",-3.84886317549535,-3.99267557032835,-6.01837351359174
"11385",-3.96220739207153,-4.37457117951316,-5.523770632893
"11386",-3.91703633018917,-4.01146086904255,-5.3389491356076
"11387",-3.54465017141559,-3.55589355432464,-4.95819210413529
"11388",-4.30425024651017,-4.44159365815606,-6.09469736100573
"11389",-3.33767319478395,-3.41071963739924,-5.27280251899049
"11390",-4.1367232883203,-4.56442796008753,-5.19036056262082
"11391",-4.53709787705904,-4.77945578329642,-5.26691328401721
"11392",-4.27130583853279,-4.5989573979506,-5.99896155476807
"11393",-4.06745975834743,-4.30033238040063,-5.66773192258758
"11394",-4.06237312790258,-4.19634554179419,-5.42022420905887
"11395",-3.79626914669442,-3.94641295393275,-5.34723292877066
"11396",-4.1163605773281,-4.35926972737542,-5.57241715230575
"11397",-4.11220767293266,-4.27758999855895,-5.44850600140649
"11398",-4.2059586296026,-4.64181830929519,-6.22562911576733
"11399",-3.79587716948018,-4.04715187059582,-5.95393927127116
"11400",-4.51433675743374,-4.53036855175016,-5.76948612459058
"11401",-3.95436837828535,-4.09595086151812,-5.7777410926814
"11402",-3.99479016930535,-4.17971590125955,-5.73236806983935
"11403",-3.65730689742383,-3.77443434049516,-5.05930199901417
"11404",-4.25826421432253,-4.53903636338834,-5.8320760683212
"11405",-4.40277999537338,-4.55220760088873,-5.1494104857434
