id,Time,x,y,z
PositionLog0, 20:55:19.872,36603,31268,20799
PositionLog1, 20:55:22.368,36614,31207,20799
PositionLog2, 20:55:25.323,36626,31141,20799
PositionLog3, 20:55:27.340,36635,31090,20799
PositionLog4, 20:55:30.545,36648,31020,20799
PositionLog5, 20:55:33.339,36661,30946,20799
PositionLog6, 20:55:35.372,36669,30902,20799
PositionLog7, 20:55:37.378,36678,30848,20799
PositionLog8, 20:55:40.373,36690,30781,20799
PositionLog9, 20:55:42.381,36699,30728,20799
PositionLog10, 20:55:44.404,36707,30684,20799
PositionLog11, 20:55:46.447,36716,30630,20799
PositionLog12, 20:55:48.455,36724,30585,20799
PositionLog13, 20:55:50.456,36732,30540,20799
PositionLog14, 20:55:52.484,36741,30486,20799
PositionLog15, 20:55:55.495,36753,30411,20799
PositionLog16, 20:55:58.500,36763,30344,20799
PositionLog17, 20:56:00.558,36771,30293,20799
PositionLog18, 20:56:03.542,36781,30227,20799
PositionLog19, 20:56:05.603,36788,30172,20799
PositionLog20, 20:56:07.620,36794,30127,20799
PositionLog21, 20:56:10.782,36802,30051,20799
PositionLog22, 20:56:13.562,36809,29989,20799
PositionLog23, 20:56:15.645,36814,29936,20799
PositionLog24, 20:56:18.562,36820,29868,20799
PositionLog25, 20:56:20.643,36825,29813,20799
PositionLog26, 20:56:23.608,36831,29745,20799
PositionLog27, 20:56:25.638,36835,29692,20799
PositionLog28, 20:56:28.746,36841,29620,20799
PositionLog29, 20:56:31.610,36847,29546,20799
PositionLog30, 20:56:33.639,36851,29500,20799
PositionLog31, 20:56:35.679,36855,29446,20799
PositionLog32, 20:56:38.680,36861,29370,20799
PositionLog33, 20:56:40.757,36865,29325,20799
PositionLog34, 20:56:43.764,36872,29252,20799
PositionLog35, 20:56:46.769,36878,29186,20799
PositionLog36, 20:56:48.797,36883,29133,20799
PositionLog37, 20:56:50.939,36887,29088,20799
PositionLog38, 20:56:53.809,36895,29014,20799
PositionLog39, 20:56:55.819,36900,28966,20799
PositionLog40, 20:56:57.826,36906,28914,20799
PositionLog41, 20:56:59.830,36912,28866,20799
PositionLog42, 20:57:02.812,36920,28793,20799
PositionLog43, 20:57:04.844,36926,28747,20799
PositionLog44, 20:57:06.883,36932,28695,20799
PositionLog45, 20:57:08.903,36937,28650,20799
PositionLog46, 20:57:10.954,36944,28596,20799
PositionLog47, 20:57:13.915,36953,28527,20799
PositionLog48, 20:57:15.924,36961,28474,20799
PositionLog49, 20:57:17.939,36967,28429,20799
PositionLog50, 20:57:19.980,36976,28378,20799
PositionLog51, 20:57:22.971,36988,28311,20799
PositionLog52, 20:57:24.999,36998,28258,20799
PositionLog53, 20:57:27.014,37007,28213,20799
PositionLog54, 20:57:29.044,37018,28161,20799
PositionLog55, 20:57:31.155,37028,28115,20799
PositionLog56, 20:57:34.054,37044,28040,20799
PositionLog57, 20:57:37.088,37059,27968,20799
PositionLog58, 20:57:40.070,37074,27897,20799
PositionLog59, 20:57:42.072,37084,27851,20799
PositionLog60, 20:57:44.094,37094,27799,20799
PositionLog61, 20:57:46.160,37104,27749,20799
PositionLog62, 20:57:49.151,37117,27680,20799
PositionLog63, 20:57:51.165,37125,27634,20799
PositionLog64, 20:57:53.172,37133,27584,20799
PositionLog65, 20:57:55.174,37138,27540,20799
PositionLog66, 20:57:57.193,37141,27488,20799
PositionLog67, 20:57:59.200,37143,27443,20799
PositionLog68, 20:58:01.205,37144,27398,20799
PositionLog69, 20:58:03.288,37144,27342,20799
PositionLog70, 20:58:06.288,37145,27270,20799
PositionLog71, 20:58:09.265,37146,27204,20799
PositionLog72, 20:58:11.269,37147,27152,20799
PositionLog73, 20:58:14.300,37153,27084,20799
PositionLog74, 20:58:16.331,37157,27032,20799
PositionLog75, 20:58:18.349,37160,26990,20799
PositionLog76, 20:58:20.366,37165,26936,20799
PositionLog77, 20:58:22.484,37169,26891,20799
PositionLog78, 20:58:25.350,37175,26822,20799
PositionLog79, 20:58:27.402,37180,26769,20799
PositionLog80, 20:58:29.495,37184,26724,20799
PositionLog81, 20:58:32.410,37191,26647,20799
PositionLog82, 20:58:35.377,37199,26571,20799
PositionLog83, 20:58:37.403,37203,26524,20799
PositionLog84, 20:58:39.422,37208,26471,20799
PositionLog85, 20:58:41.440,37212,26425,20799
PositionLog86, 20:58:43.446,37217,26380,20799
PositionLog87, 20:58:46.522,37224,26298,20799
PositionLog88, 20:58:49.464,37230,26228,20799
PositionLog89, 20:58:51.467,37234,26183,20799
PositionLog90, 20:58:53.499,37238,26137,20799
PositionLog91, 20:58:55.520,37242,26086,20799
PositionLog92, 20:58:57.547,37246,26041,20799
PositionLog93, 20:58:59.552,37250,25989,20799
PositionLog94, 20:59:02.549,37255,25918,20799
PositionLog95, 20:59:04.594,37258,25865,20799
PositionLog96, 20:59:07.596,37263,25789,20799
PositionLog97, 20:59:09.607,37266,25743,20799
PositionLog98, 20:59:11.618,37268,25694,20799
PositionLog99, 20:59:13.628,37271,25643,20799
PositionLog100, 20:59:15.666,37273,25595,20799
