Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9)
65,20:19:05:245,-2.56E-05,3.22E-05,7.56E-05,-2.63E-06,-8.79E-05,-9.02E-06,-0.000354119,0.132193547,0.102555386,4.027547141
66,20:19:05:772,-0.000101573,-6.33E-05,-2.12E-05,-2.02E-05,-4.85E-05,-5.95E-05,-0.000409357,,1.226740737,8.438480927
67,20:19:06:299,1.18E-05,2.79E-05,5.09E-06,2.35E-05,4.49E-05,-4.67E-05,-0.000360283,,-1.039783288,-8.029796514
68,20:19:06:825,-1.68E-05,-6.38E-05,0.000124073,7.44E-05,-0.000126163,4.64E-05,-0.000432589,,-0.367680831,3.428796799
69,20:19:07:352,-4.74E-05,-1.45E-05,3.47E-05,2.09E-05,-2.88E-05,1.25E-05,-0.000362891,,-0.433628344,12.59893748
70,20:19:07:878,-5.52E-05,-3.95E-05,2.33E-05,2.45E-05,-5.34E-05,-5.32E-05,-0.000355542,,0.995529164,6.653414215
71,20:19:08:406,-3.98E-05,-0.00011353,7.84E-05,-1.14E-05,-5.51E-05,-0.000109065,-0.000338235,,1.980136562,6.140823942
72,20:19:08:933,-8.55E-05,-3.57E-05,-4.32E-05,-2.50E-05,-6.51E-06,-5.69E-05,-0.000401059,,8.740022061,61.56211358
73,20:19:09:460,1.39E-06,4.10E-06,5.90E-05,-3.09E-05,2.64E-06,1.20E-05,-0.000410779,,4.561723656,
74,20:19:09:986,8.72E-06,-1.71E-05,4.34E-05,8.49E-05,-4.45E-05,-4.06E-05,-0.000259284,,0.911351728,5.823685769
75,20:19:10:513,-1.23E-05,2.84E-05,-2.49E-05,-0.000134165,2.09E-05,2.46E-05,-0.000430218,,1.177212341,-20.54905104
76,20:19:11:039,-6.18E-05,1.29E-05,-2.14E-05,0.000145338,-7.31E-05,-3.36E-05,-0.000424766,1.052551222,0.458854282,5.807221184
77,20:19:11:565,6.86E-05,2.60E-05,2.96E-06,-3.76E-05,-4.52E-05,-6.18E-05,-0.000337761,1.03872895,1.367518764,7.46826239
78,20:19:12:092,-5.28E-05,5.79E-05,3.30E-05,2.66E-05,5.00E-05,-2.28E-05,-0.000404378,,-0.455913048,-8.082683114
79,20:19:12:618,-4.74E-05,1.79E-05,-1.06E-06,7.06E-05,-5.67E-05,-7.35E-05,-0.000448234,1.492218616,1.296417821,7.902300777
80,20:19:13:146,4.66E-05,7.24E-05,-3.01E-05,-5.02E-05,8.27E-06,-9.29E-05,-0.000454635,,-11.24268405,-54.99773489
81,20:19:13:673,1.46E-05,7.91E-06,3.25E-05,-1.95E-05,-6.31E-05,-7.35E-05,-0.000397266,1.192331143,1.166185061,6.300176186
82,20:19:14:200,4.61E-05,-8.81E-05,-1.19E-05,-2.40E-05,-0.000174488,-1.30E-05,-0.000481659,,0.074453208,2.760410826
83,20:19:14:726,4.40E-05,-1.40E-05,-3.84E-05,2.37E-06,-8.09E-05,3.38E-05,-0.000457005,,-0.417421415,5.649972807
84,20:19:15:253,2.67E-05,-0.000130435,0.00010302,-2.45E-05,1.46E-06,-2.28E-05,-0.000396792,,-15.59742946,
85,20:19:15:779,8.35E-05,8.10E-05,2.73E-05,4.40E-05,-7.36E-05,-0.000101352,-0.000446101,1.417925017,1.376807827,6.060032814
86,20:19:16:306,-2.63E-05,2.39E-05,4.65E-05,-1.12E-05,-0.000158067,-7.85E-06,-0.000413861,0.073292242,0.049651416,2.618258123
87,20:19:16:834,-4.83E-05,-4.97E-05,3.18E-05,-6.67E-06,9.41E-05,-9.50E-05,-0.000354356,,-1.009542864,-3.764055114
88,20:19:17:360,-1.71E-05,4.58E-06,4.38E-06,1.71E-05,-4.94E-05,-9.22E-05,-0.000387547,1.944120143,1.865261477,7.837275832
89,20:19:17:887,1.44E-05,-9.47E-06,-4.17E-05,-4.64E-05,-4.08E-05,2.49E-05,-0.000437567,,-0.610275964,10.73294744
90,20:19:18:414,-5.59E-05,1.89E-05,-3.44E-05,-9.42E-05,-0.000101062,-8.57E-05,-0.000401771,0.968795488,0.847902351,3.975492969
91,20:19:18:940,-2.87E-05,-0.000123292,8.55E-05,-4.59E-05,-0.00015103,-2.70E-05,-0.000342265,,0.17888671,2.266212237
92,20:19:19:467,-4.17E-05,7.13E-05,3.66E-05,8.56E-05,-6.28E-06,-9.95E-06,-0.000395133,0.784326873,1.584720435,62.91830657
93,20:19:19:993,-7.32E-05,-4.61E-05,-0.00012546,2.92E-05,-7.88E-05,-8.22E-05,-0.000455109,,1.043280574,5.77733623
94,20:19:20:521,-9.03E-06,-3.52E-05,0.000103256,-5.47E-05,-8.65E-05,-1.14E-05,-0.00044776,,0.131244073,5.175418949
95,20:19:21:048,-4.24E-05,-3.59E-05,-2.07E-05,-3.09E-05,-0.0001081,-0.000109533,-0.000516978,,1.013258145,4.782415128
96,20:19:21:574,-3.47E-08,-3.92E-05,0.000137083,7.63E-05,8.01E-05,-3.22E-05,-0.000455583,,-0.401680682,-5.690257721
97,20:19:22:101,-9.35E-05,-3.42E-05,6.26E-05,1.45E-05,5.68E-05,-6.28E-05,-0.000386361,,-1.104655871,-6.797994862
98,20:19:22:628,-2.89E-05,-3.40E-05,6.04E-06,1.28E-05,-0.00011373,-2.16E-05,-0.000429744,0.352142843,0.19028044,3.778633365
99,20:19:23:154,6.83E-06,-5.71E-05,5.12E-05,-0.00010158,-0.000157129,-6.30E-05,-0.000494459,0.518506132,0.401049142,3.146835524
100,20:19:23:680,-3.67E-05,-6.09E-05,3.91E-06,-6.92E-05,-9.71E-05,-1.63E-05,-0.000464117,,0.167542276,4.781078389
101,20:19:24:207,-2.88E-06,8.55E-05,2.43E-05,-1.81E-05,6.04E-05,-0.000100651,-0.000449183,,-1.667666659,-7.442451521
102,20:19:24:735,-1.07E-05,8.72E-05,0.000152696,4.45E-05,-6.38E-05,8.24E-05,-0.000430455,,-1.292202227,6.751156175
103,20:19:25:262,-1.69E-06,-5.23E-05,6.14E-05,8.21E-05,-6.42E-05,-3.68E-07,-0.00045179,,0.005723179,7.034006659
104,20:19:25:789,-5.48E-06,-4.47E-05,3.68E-05,6.11E-05,-7.17E-05,-2.28E-05,-0.000429033,,0.317960008,5.980653108
105,20:19:26:315,-3.79E-05,-8.76E-06,2.17E-05,3.79E-06,3.31E-05,-5.48E-05,-0.000442545,,-1.654804563,-13.35510004
106,20:19:26:842,3.78E-05,3.89E-05,-1.29E-06,-5.14E-05,-9.82E-05,1.81E-05,-0.000450131,-0.345334775,-0.184235699,4.58163922
107,20:19:27:368,3.04E-06,-4.95E-05,3.77E-05,-8.34E-06,-3.14E-05,-7.98E-05,-0.000517215,,2.544181748,16.48017156
108,20:19:27:894,4.70E-06,2.84E-05,-4.01E-05,-6.76E-05,-5.79E-05,3.34E-07,-0.000333493,-0.262050009,-0.005764206,5.760310706
109,20:19:28:421,-4.05E-05,-7.61E-05,4.72E-05,-6.44E-06,-3.14E-05,3.24E-05,-0.00040912,,-1.031128073,13.03590269
110,20:19:28:949,7.64E-05,5.29E-06,0.000118632,-1.64E-05,-3.19E-05,-3.73E-05,-0.000508207,0.550019021,1.171082538,15.95462388
111,20:19:29:475,-4.07E-05,8.53E-05,8.86E-05,-2.95E-05,-3.94E-05,-7.84E-05,-0.000424529,0.982472476,1.992948804,10.78554341
112,20:19:30:002,8.35E-05,-8.98E-07,1.62E-05,6.90E-05,-0.000103408,-0.000105092,-0.000434722,1.623721458,1.016284461,4.203959003
113,20:19:30:528,0.000210175,0.000162713,1.98E-05,8.56E-05,-3.82E-05,-9.95E-05,-0.000525985,0.984295664,2.605065283,13.77363065
114,20:19:31:055,6.08E-05,-1.23E-05,0.000112482,-2.07E-05,-4.36E-05,-2.84E-05,-0.000396792,,0.652071186,9.104101967
115,20:19:31:582,4.12E-05,9.82E-06,-7.44E-06,2.23E-05,-1.24E-05,-6.28E-05,-0.000389917,,5.071223027,31.4952788
116,20:19:32:108,-5.33E-05,-2.23E-05,9.12E-05,3.02E-05,-7.78E-05,-6.44E-05,-0.000530015,,0.827619344,6.809337744
117,20:19:32:634,-5.54E-05,-3.59E-05,-1.77E-06,-2.52E-05,-0.000205687,-3.47E-05,-0.00058145,0.270248439,0.168856154,2.826874188
118,20:19:33:161,6.74E-05,-3.61E-05,-2.47E-05,1.64E-05,-5.39E-05,-6.91E-06,-0.000456531,,0.128243455,8.468912456
119,20:19:33:689,5.39E-05,-1.73E-05,2.43E-05,-4.47E-05,-0.000110446,-0.00010813,-0.000489007,1.292190889,0.979037439,4.427578385
120,20:19:34:216,3.12E-05,-2.49E-05,8.29E-05,3.14E-05,2.17E-06,-9.02E-06,-0.000468147,,-4.162548251,
121,20:19:34:743,-0.000152693,1.86E-05,1.31E-06,6.41E-06,-0.000133201,3.94E-05,-0.000439937,-0.45095035,-0.295601171,3.30280618
122,20:19:35:269,1.87E-05,4.58E-06,6.68E-05,-4.19E-05,-8.70E-05,-6.42E-05,-0.000556325,0.674816742,0.737880411,6.395578647
123,20:19:35:796,-4.90E-05,-5.61E-05,1.79E-05,2.12E-05,-3.98E-05,-4.15E-05,-0.000436619,,1.042190186,10.96202188
124,20:19:36:322,5.25E-05,0.000101028,7.58E-05,1.41E-06,2.89E-05,3.45E-05,-0.000439226,,1.192005277,-15.19105981
125,20:19:36:850,-9.49E-05,5.77E-05,2.50E-05,6.06E-05,-0.000111619,4.22E-05,-0.000539496,-0.333427898,-0.377891882,4.833386892
126,20:19:37:375,-8.32E-06,9.53E-05,2.28E-05,2.21E-05,1.01E-05,-4.60E-05,-0.000395844,,-4.53023272,-39.02472854
127,20:19:37:903,-4.05E-05,1.91E-05,0.000111772,3.19E-05,0.000314028,0.000129618,0.002766664,0.380143106,0.412760122,8.810256052
128,20:19:38:430,-3.74E-05,-9.78E-05,0.000277608,1.57E-05,0.004113537,0.002971219,0.035159668,0.701424309,0.722302722,8.547307969
129,20:19:38:957,-5.61E-05,-4.23E-06,0.000991419,0.000135822,0.018402936,0.01329072,0.158547647,0.708983629,0.722206493,8.615345329
130,20:19:39:483,-9.50E-06,1.79E-05,0.002482466,0.000473944,0.044939744,0.032628046,0.391518816,0.707834395,0.726039872,8.71208376
131,20:19:40:009,5.89E-05,3.34E-05,0.003253151,0.000415163,0.061834975,0.044846173,0.540364726,0.707554873,0.725255783,8.738820141
132,20:19:40:536,-3.44E-05,-1.28E-05,0.003328615,0.000454667,0.061669824,0.044815093,0.539384797,0.707974851,0.72669402,8.746332643
133,20:19:41:062,-0.000111986,-5.28E-05,0.002660555,0.000171033,0.048928071,0.035585012,0.429918954,0.707941696,0.727292347,8.786754534
134,20:19:41:590,9.20E-05,-2.09E-05,0.002123302,0.000155331,0.040633544,0.029436791,0.3552683,0.707129667,0.724445576,8.743226966
135,20:19:42:115,-8.24E-05,1.32E-05,0.001969481,0.000252165,0.03634518,0.026270745,0.317779433,0.704787919,0.722812355,8.743371977
136,20:19:42:643,3.88E-05,-1.52E-05,0.001978961,0.000176267,0.035618144,0.025888228,0.311132616,0.709394071,0.726826969,8.735228116
137,20:19:43:169,-4.50E-05,0.000115556,0.001927298,6.14E-05,0.036777347,0.026687537,0.322700074,0.70997731,0.725651511,8.774425079
138,20:19:43:696,3.78E-05,2.55E-05,0.002053854,0.000140818,0.038447836,0.027758632,0.336209852,0.705388593,0.721981664,8.744571584
139,20:19:44:222,0.000108616,-2.33E-06,0.002119035,0.000112983,0.039147541,0.028237761,0.341648247,0.705345875,0.721316359,8.727195655
140,20:19:44:749,-4.93E-05,-2.21E-05,0.002086089,9.13E-05,0.039608611,0.028744194,0.346684737,0.70854464,0.725705682,8.752761701
141,20:19:45:275,-2.89E-05,2.92E-07,0.002051484,0.0001156,0.038250197,0.027674648,0.334425746,0.706833726,0.723516495,8.743111731
142,20:19:45:802,9.20E-06,-5.18E-06,0.002049825,0.000144387,0.037548248,0.02715477,0.327253391,0.707243629,0.723196724,8.715543674
143,20:19:46:328,1.09E-05,5.72E-05,0.002021147,7.94E-05,0.035547621,0.025771015,0.311146051,0.709076469,0.72497158,8.75293593
144,20:19:46:855,-9.81E-07,-7.42E-05,0.001878717,5.07E-05,0.034165889,0.02479661,0.29851498,0.708665866,0.725770946,8.737222569
145,20:19:47:383,2.10E-05,-6.21E-05,0.001879665,1.93E-05,0.033458561,0.024071907,0.291772696,0.703709333,0.71945435,8.720419834
146,20:19:47:908,6.75E-07,-2.92E-05,0.001861182,4.04E-05,0.03435832,0.024902315,0.300054702,0.708727126,0.724782688,8.733101775
147,20:19:48:436,5.88E-06,6.96E-05,0.002035131,0.000139391,0.036698605,0.026613123,0.320684713,0.709421817,0.725180774,8.738335222
148,20:19:48:963,-2.65E-05,-2.59E-05,0.002057647,0.000123689,0.037831838,0.027411355,0.330354693,0.707814562,0.724557832,8.732187174
149,20:19:49:489,3.17E-05,1.93E-05,0.002108369,0.000109891,0.038077953,0.027684138,0.333121212,0.710400477,0.727038505,8.74840132
150,20:19:50:015,-4.62E-05,4.96E-05,0.002104339,0.00010204,0.038588791,0.027850928,0.336758683,0.706622742,0.721736223,8.72685241
151,20:19:50:542,3.28E-06,4.10E-06,0.002224044,0.000136536,0.038707745,0.028029612,0.338531611,0.707183216,0.724134474,8.745836649
152,20:19:51:069,8.25E-06,-6.90E-05,0.002202473,8.82E-05,0.039866184,0.028897532,0.348084866,0.707979962,0.724863251,8.73133133
153,20:19:51:595,0.00010104,-1.95E-05,0.002270745,0.000135822,0.040758017,0.029523612,0.356011923,0.707609246,0.724363322,8.734770542
154,20:19:52:121,-1.07E-05,4.13E-05,0.002318159,0.000147242,0.041826663,0.030345703,0.365982215,0.708861785,0.725510969,8.749974078
155,20:19:52:648,-2.61E-05,6.96E-06,0.002394026,0.000124403,0.043134815,0.031240472,0.377327641,0.707509599,0.724251911,8.747635517
156,20:19:53:176,0.000145072,-5.71E-05,0.002449508,0.000197204,0.044758842,0.032405326,0.390195237,0.70708578,0.72399832,8.717724205
157,20:19:53:702,-9.50E-06,2.67E-06,0.002384068,0.000213144,0.045183558,0.032654886,0.39367111,0.70665598,0.722716123,8.712707116
158,20:19:54:229,1.15E-06,-4.00E-05,0.00244192,0.000235272,0.045978043,0.03333634,0.401184606,0.707738117,0.725049128,8.725569441
159,20:19:54:756,-1.71E-05,-4.69E-05,0.002573522,0.000190304,0.046234361,0.033502497,0.404574013,0.70661087,0.724623337,8.750505108
160,20:19:55:282,8.49E-06,1.70E-05,0.00256878,0.00022742,0.047810695,0.034555706,0.417399221,0.706130876,0.722760995,8.730247915
161,20:19:55:809,2.93E-05,7.98E-05,0.002572574,0.000195062,0.046804404,0.033872468,0.407944048,0.708633959,0.723702585,8.715932997
162,20:19:56:335,4.99E-05,3.77E-05,0.002564748,5.97E-05,0.046658017,0.03380184,0.407920888,0.70891004,0.724459409,8.742782315
163,20:19:56:861,1.58E-05,-4.23E-06,0.002412994,0.000158661,0.043849441,0.031651428,0.382827642,0.705395435,0.721820562,8.730502283
164,20:19:57:388,6.10E-05,2.39E-05,0.002321715,5.57E-05,0.0431041,0.031213858,0.376591475,0.708703688,0.724150542,8.736790069
165,20:19:57:914,9.67E-06,-1.23E-05,0.002204132,0.00015652,0.041987243,0.030335968,0.36657764,0.705904041,0.722504422,8.730690979
166,20:19:58:442,8.33E-05,-7.16E-05,0.002374584,0.000272151,0.043099781,0.031122375,0.374980787,0.704984211,0.722100529,8.700294487
167,20:19:58:967,-8.17E-05,0.000130084,0.00233997,0.000159613,0.043064988,0.03120364,0.376525189,0.709306347,0.724570955,8.743185717
168,20:19:59:495,6.93E-05,-9.47E-06,0.0023945,0.0001953,0.044589725,0.032224529,0.388850048,0.706286527,0.72268957,8.720620097
169,20:20:00:022,2.13E-05,-1.02E-05,0.002492425,0.000107036,0.044621627,0.032229524,0.389425481,0.706388321,0.722284832,8.727281116
170,20:20:00:548,1.06E-05,3.63E-05,0.002561428,0.000126782,0.044979336,0.032714744,0.394365122,0.710090885,0.727328303,8.767695484
171,20:20:01:075,-2.61E-05,-7.88E-05,0.002240164,5.95E-05,0.042058433,0.030508825,0.367368344,0.708592158,0.725391379,8.734713025
172,20:20:01:601,1.37E-05,-1.40E-05,0.002118798,9.37E-05,0.040676952,0.029354484,0.354835012,0.705903315,0.721649068,8.723244866
173,20:20:02:128,1.37E-05,-4.07E-05,0.00221551,0.000112745,0.040347244,0.029206491,0.352401589,0.70707259,0.723878226,8.734217099
174,20:20:02:654,3.03E-05,2.74E-05,0.002165731,0.000137012,0.040162415,0.029141514,0.351166382,0.709070297,0.72559168,8.743656983
175,20:20:03:181,8.49E-06,2.27E-05,0.002271219,0.00017246,0.040583664,0.029360889,0.354616379,0.706822461,0.723465697,8.737909467
176,20:20:03:709,-4.30E-06,3.27E-05,0.002243009,0.000104181,0.041105089,0.029649587,0.358781328,0.705910815,0.721311839,8.728391929
177,20:20:04:235,-1.97E-05,1.34E-05,0.002341393,0.000130588,0.041976696,0.030230322,0.366324409,0.704359233,0.720169165,8.726851842
178,20:20:04:762,-3.46E-05,1.74E-05,0.002225941,8.13E-05,0.041302201,0.029949524,0.36139667,0.708779672,0.725131439,8.750058423
179,20:20:05:289,3.24E-05,-8.28E-05,0.002338548,0.000104895,0.043199847,0.031257345,0.376699515,0.706979007,0.723552198,8.719926982
180,20:20:05:815,2.91E-05,2.24E-05,0.002211955,0.000175791,0.041625375,0.030074129,0.363328953,0.706253827,0.722495088,8.728544848
181,20:20:06:342,-4.88E-05,-2.35E-05,0.002249646,9.94E-05,0.040759696,0.029494908,0.355971406,0.707242229,0.723629261,8.73341669
182,20:20:06:868,1.39E-05,3.39E-05,0.002164546,0.000210051,0.040763533,0.029521715,0.356347295,0.707196805,0.724218738,8.74181572
183,20:20:07:394,4.19E-05,-7.71E-05,0.002274301,0.000266679,0.041216933,0.029815681,0.359909955,0.704755318,0.723384265,8.732089747
