id,Time,x,y,z
PositionLog0, 14:03:33.216,42378,9568,20770
PositionLog1, 14:03:35.801,42353,9631,20770
PositionLog2, 14:03:37.905,42334,9679,20770
PositionLog3, 14:03:39.905,42316,9723,20770
PositionLog4, 14:03:42.789,42288,9793,20770
PositionLog5, 14:03:44.937,42269,9841,20770
PositionLog6, 14:03:47.807,42243,9907,20770
PositionLog7, 14:03:50.809,42218,9970,20770
PositionLog8, 14:03:52.918,42196,10026,20770
PositionLog9, 14:03:55.813,42172,10086,20770
PositionLog10, 14:03:57.891,42152,10138,20770
PositionLog11, 14:04:01.131,42126,10206,20770
PositionLog12, 14:04:03.902,42098,10277,20770
PositionLog13, 14:04:06.941,42071,10347,20770
PositionLog14, 14:04:10.087,42046,10411,20770
PositionLog15, 14:04:12.934,42018,10486,20770
PositionLog16, 14:04:14.997,42003,10526,20770
PositionLog17, 14:04:17.015,41983,10581,20770
PositionLog18, 14:04:19.977,41958,10648,20770
PositionLog19, 14:04:22.125,41940,10698,20770
PositionLog20, 14:04:25.009,41917,10764,20770
PositionLog21, 14:04:27.012,41902,10808,20770
PositionLog22, 14:04:30.199,41877,10884,20770
PositionLog23, 14:04:33.054,41861,10948,20770
PositionLog24, 14:04:35.416,41847,11007,20770
PositionLog25, 14:04:38.092,41834,11066,20770
PositionLog26, 14:04:41.096,41819,11139,20770
PositionLog27, 14:04:43.424,41808,11189,20770
PositionLog28, 14:04:46.130,41795,11256,20770
PositionLog29, 14:04:48.151,41786,11298,20770
PositionLog30, 14:04:50.172,41774,11355,20770
PositionLog31, 14:04:52.371,41765,11396,20770
PositionLog32, 14:04:54.691,41749,11465,20770
PositionLog33, 14:04:57.734,41733,11522,20770
PositionLog34, 14:05:00.642,41710,11597,20770
PositionLog35, 14:05:03.370,41692,11652,20770
PositionLog36, 14:05:06.218,41668,11727,20770
PositionLog37, 14:05:09.169,41644,11796,20770
PositionLog38, 14:05:12.315,41622,11861,20770
PositionLog39, 14:05:15.219,41596,11936,20770
PositionLog40, 14:05:18.214,41571,12007,20770
PositionLog41, 14:05:20.384,41554,12056,20770
PositionLog42, 14:05:23.231,41531,12121,20770
PositionLog43, 14:05:25.417,41514,12172,20770
PositionLog44, 14:05:28.270,41491,12238,20770
PositionLog45, 14:05:30.291,41475,12285,20770
PositionLog46, 14:05:33.265,41451,12354,20770
PositionLog47, 14:05:35.294,41436,12400,20770
PositionLog48, 14:05:38.494,41412,12474,20770
PositionLog49, 14:05:41.379,41394,12532,20770
PositionLog50, 14:05:44.553,41370,12609,20770
PositionLog51, 14:05:47.350,41350,12677,20770
PositionLog52, 14:05:49.413,41336,12723,20770
PositionLog53, 14:05:52.582,41314,12798,20770
PositionLog54, 14:05:55.365,41296,12858,20770
PositionLog55, 14:05:57.414,41281,12911,20770
PositionLog56, 14:06:00.594,41261,12977,20770
PositionLog57, 14:06:03.473,41239,13054,20770
PositionLog58, 14:06:05.660,41227,13098,20770
PositionLog59, 14:06:08.464,41205,13174,20770
PositionLog60, 14:06:11.420,41185,13246,20770
PositionLog61, 14:06:13.459,41172,13290,20770
PositionLog62, 14:06:16.430,41152,13365,20770
PositionLog63, 14:06:18.561,41138,13416,20770
PositionLog64, 14:06:21.462,41119,13484,20770
PositionLog65, 14:06:23.488,41108,13528,20770
PositionLog66, 14:06:25.550,41094,13580,20770
PositionLog67, 14:06:28.577,41078,13643,20770
PositionLog68, 14:06:30.676,41063,13700,20770
PositionLog69, 14:06:33.550,41048,13762,20770
PositionLog70, 14:06:35.652,41036,13816,20770
PositionLog71, 14:06:38.742,41025,13879,20770
PositionLog72, 14:06:41.570,41013,13960,20770
PositionLog73, 14:06:43.631,41007,14003,20770
PositionLog74, 14:06:46.555,40998,14079,20770
PositionLog75, 14:06:48.985,40992,14125,20770
PositionLog76, 14:06:51.713,40983,14202,20770
PositionLog77, 14:06:54.695,40972,14284,20770
PositionLog78, 14:06:57.702,40963,14348,20770
PositionLog79, 14:06:59.711,40954,14406,20770
PositionLog80, 14:07:01.750,40947,14446,20770
PositionLog81, 14:07:03.899,40934,14505,20770
PositionLog82, 14:07:05.928,40924,14545,20770
PositionLog83, 14:07:08.733,40906,14619,20770
PositionLog84, 14:07:11.048,40894,14663,20770
PositionLog85, 14:07:13.798,40874,14740,20770
PositionLog86, 14:07:16.778,40856,14805,20770
PositionLog87, 14:07:18.960,40840,14863,20770
PositionLog88, 14:07:21.786,40821,14932,20770
PositionLog89, 14:07:23.995,40807,14983,20770
PositionLog90, 14:07:26.869,40787,15054,20770
PositionLog91, 14:07:29.772,40769,15117,20770
PositionLog92, 14:07:32.025,40752,15176,20770
PositionLog93, 14:07:34.780,40735,15236,20770
PositionLog94, 14:07:36.838,40720,15290,20770
PositionLog95, 14:07:40.073,40701,15358,20770
PositionLog96, 14:07:42.877,40679,15433,20770
PositionLog97, 14:07:44.907,40667,15475,20770
PositionLog98, 14:07:48.097,40645,15557,20770
PositionLog99, 14:07:50.929,40626,15626,20770
PositionLog100, 14:07:52.937,40614,15669,20770
PositionLog101, 14:07:56.254,40592,15753,20770
PositionLog102, 14:07:58.897,40576,15813,20770
PositionLog103, 14:08:01.128,40562,15868,20770
PositionLog104, 14:08:04.030,40546,15933,20770
PositionLog105, 14:08:06.036,40533,15985,20770
PositionLog106, 14:08:08.912,40518,16050,20770
PositionLog107, 14:08:11.159,40505,16108,20770
PositionLog108, 14:08:14.018,40493,16168,20770
PositionLog109, 14:08:16.060,40483,16223,20770
PositionLog110, 14:08:19.229,40475,16287,20770
PositionLog111, 14:08:22.065,40468,16367,20770
PositionLog112, 14:08:24.075,40465,16410,20770
PositionLog113, 14:08:27.082,40460,16486,20770
PositionLog114, 14:08:29.089,40458,16532,20770
PositionLog115, 14:08:31.117,40456,16589,20770
PositionLog116, 14:08:33.995,40455,16655,20770
PositionLog117, 14:08:36.187,40453,16717,20770
PositionLog118, 14:08:39.006,40452,16779,20770
PositionLog119, 14:08:41.050,40451,16836,20770
PositionLog120, 14:08:44.212,40450,16903,20770
PositionLog121, 14:08:46.964,40448,16980,20770
PositionLog122, 14:08:49.282,40447,17025,20770
PositionLog123, 14:08:52.103,40445,17102,20770
PositionLog124, 14:08:55.130,40442,17180,20770
PositionLog125, 14:08:58.126,40438,17244,20770
PositionLog126, 14:09:00.162,40433,17300,20770
PositionLog127, 14:09:03.305,40427,17366,20770
PositionLog128, 14:09:06.171,40420,17441,20770
PositionLog129, 14:09:09.176,40412,17520,20770
PositionLog130, 14:09:11.367,40407,17563,20770
PositionLog131, 14:09:14.160,40399,17641,20770
PositionLog132, 14:09:16.264,40395,17684,20770
PositionLog133, 14:09:19.427,40386,17768,20770
PositionLog134, 14:09:22.189,40380,17830,20770
PositionLog135, 14:09:24.235,40374,17885,20770
PositionLog136, 14:09:27.475,40368,17950,20770
PositionLog137, 14:09:30.258,40360,18027,20770
PositionLog138, 14:09:33.276,40354,18106,20770
PositionLog139, 14:09:35.458,40350,18148,20770
PositionLog140, 14:09:38.191,40346,18220,20770
PositionLog141, 14:09:40.322,40345,18264,20770
PositionLog142, 14:09:42.385,40343,18320,20770
PositionLog143, 14:09:45.327,40343,18384,20770
PositionLog144, 14:09:47.818,40342,18448,20770
PositionLog145, 14:09:50.255,40342,18507,20770
PositionLog146, 14:09:52.380,40342,18564,20770
PositionLog147, 14:09:54.412,40342,18606,20770
PositionLog148, 14:09:56.459,40342,18662,20770
PositionLog149, 14:09:58.465,40341,18705,20770
PositionLog150, 14:10:01.476,40341,18786,20770
PositionLog151, 14:10:04.655,40339,18851,20770
PositionLog152, 14:10:07.499,40336,18929,20770
PositionLog153, 14:10:09.640,40333,18971,20770
PositionLog154, 14:10:12.410,40327,19045,20770
PositionLog155, 14:10:14.539,40321,19089,20770
PositionLog156, 14:10:16.558,40312,19144,20770
PositionLog157, 14:10:18.612,40305,19187,20770
PositionLog158, 14:10:21.794,40292,19259,20770
PositionLog159, 14:10:24.561,40276,19338,20770
PositionLog160, 14:10:27.495,40263,19401,20770
PositionLog161, 14:10:29.773,40251,19461,20770
PositionLog162, 14:10:32.522,40238,19521,20770
PositionLog163, 14:10:34.545,40226,19576,20770
PositionLog164, 14:10:37.770,40211,19642,20770
PositionLog165, 14:10:40.570,40194,19718,20770
PositionLog166, 14:10:42.668,40183,19768,20770
PositionLog167, 14:10:44.672,40171,19820,20770
PositionLog168, 14:10:47.621,40155,19892,20770
PositionLog169, 14:10:49.851,40145,19936,20770
PositionLog170, 14:10:52.703,40127,20015,20770
PositionLog171, 14:10:54.754,40118,20057,20770
PositionLog172, 14:10:57.894,40100,20140,20770
PositionLog173, 14:11:00.744,40086,20207,20770
PositionLog174, 14:11:03.004,40075,20260,20770
PositionLog175, 14:11:05.743,40062,20326,20770
PositionLog176, 14:11:07.786,40053,20369,20770
