Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
89,14:03:35:881,3.83E-05,5.05E-07,8.96E-06,-0.000100697,-8.55E-05,-0.000140983,-0.000675057,,1.648333729,7.89256261,
90,14:03:36:407,2.11E-05,-1.28E-05,-1.97E-05,-0.000114254,-2.94E-05,-0.00010755,-0.000646833,,3.65205186,21.96437203,
91,14:03:36:934,-6.20E-05,-6.81E-05,-2.14E-05,-4.93E-05,-0.00013809,-4.56E-05,-0.00068075,,0.330146592,4.929760455,
92,14:03:37:462,-7.05E-05,6.07E-05,-9.04E-06,-6.36E-05,-0.000139028,-2.03E-05,-0.000700672,,0.146280371,5.039781201,
93,14:03:37:987,1.37E-05,-2.97E-05,-4.22E-05,2.70E-05,-0.000136213,-7.90E-05,-0.000703281,0.935562262,0.580161614,5.163109124,
94,14:03:38:515,3.27E-05,3.69E-05,2.60E-05,-7.45E-06,0.000289972,0.000188257,0.003134147,,0.649224195,10.80844635,
95,14:03:39:042,3.27E-05,-3.07E-06,0.000473673,0.000169539,0.008038226,0.005898598,0.07062462,0.707782483,0.733818421,8.786095375,
96,14:03:39:568,-0.000126149,1.43E-05,0.001918537,0.000122195,0.03531449,0.025443241,0.30699222,0.705951006,0.720475979,8.693095208,
97,14:03:40:095,4.38E-05,-5.47E-05,0.003792123,0.000313964,0.071074745,0.051308043,0.617683469,0.706410136,0.721888527,8.690618208,
98,14:03:40:621,-3.57E-05,8.81E-05,0.005204612,0.001197625,0.096353178,0.070025709,0.841965129,0.707002436,0.726760761,8.738322368,
99,14:03:41:147,1.06E-05,-6.90E-05,0.005710239,0.000937588,0.10543623,0.076532911,0.921046703,0.706762718,0.725869191,8.7355808,
100,14:03:41:674,-6.39E-05,-6.88E-06,0.005536765,0.000818784,0.101888194,0.073975883,0.890390372,0.707467027,0.726049607,8.738896399,
101,14:03:42:200,8.99E-05,-3.33E-05,0.005311363,0.000929731,0.098285457,0.07137073,0.858754513,0.706924261,0.726157588,8.737350759,
102,14:03:42:726,-2.79E-05,4.46E-05,0.00569244,0.001508473,0.105629331,0.076829796,0.922376927,0.706829644,0.727352864,8.732204564,
103,14:03:43:253,2.72E-05,-5.62E-05,0.0058085,0.000845686,0.107052861,0.077589112,0.936055961,0.70581328,0.724773831,8.743866842,
104,14:03:43:779,0.000112655,-3.31E-05,0.005516358,0.000291835,0.103851355,0.075203214,0.908429459,0.707171575,0.724142826,8.74740112,
105,14:03:44:306,-7.15E-05,-2.59E-05,0.00609313,0.000378927,0.11306174,0.081993469,0.989063945,0.708027378,0.725209692,8.747998649,
106,14:03:44:834,3.50E-05,3.53E-05,0.006768117,0.000289931,0.125902281,0.091039213,1.099337411,0.707324702,0.72309423,8.731671921,
107,14:03:45:360,-9.02E-05,-2.95E-05,0.007030207,0.00025543,0.129319137,0.093638569,1.130353312,0.707768399,0.724089033,8.740804652,
108,14:03:45:887,-3.50E-05,5.07E-05,0.006445292,0.000364411,0.120956263,0.087509553,1.057772123,0.706954295,0.723480959,8.745079425,
109,14:03:46:413,0.000114785,1.29E-05,0.006437691,0.000406293,0.121313326,0.087689682,1.060824188,0.706038022,0.722836352,8.744498448,
110,14:03:46:940,-8.26E-05,2.89E-06,0.00657973,0.000350609,0.123192592,0.089243116,1.07798015,0.707499314,0.724419503,8.750365013,
111,14:03:47:467,-2.53E-05,-2.54E-05,0.006287599,0.000546944,0.118176409,0.085687313,1.033888342,0.70737663,0.725079679,8.748686395,
112,14:03:47:993,1.80E-05,-5.59E-05,0.006321558,0.000446035,0.1175053,0.085060789,1.026141362,0.707047448,0.723888959,8.732724104,
113,14:03:48:519,3.07E-06,-6.71E-05,0.005941903,0.000526238,0.110612429,0.080105203,0.967882513,0.706180804,0.72419713,8.75021484,
114,14:03:49:046,-3.83E-05,-3.64E-05,0.005583275,0.000387493,0.104708899,0.075809902,0.91560282,0.706798782,0.724006298,8.744269411,
115,14:03:49:572,2.93E-05,-6.86E-07,0.005793547,0.000543136,0.108153083,0.078390329,0.945643033,0.707283869,0.724809012,8.743560576,
116,14:03:50:100,-4.81E-05,5.46E-05,0.005311601,0.000341567,0.098756964,0.071495054,0.863682408,0.707293294,0.723949492,8.745534178,
117,14:03:50:625,-4.27E-06,-1.35E-05,0.005068936,0.000848305,0.095778962,0.069353674,0.835536153,0.70582485,0.72410133,8.723587499,
118,14:03:51:153,-5.54E-05,7.22E-05,0.005186822,0.000596927,0.097680921,0.070731902,0.853806634,0.706704507,0.724111743,8.740771751,
119,14:03:51:679,3.38E-05,1.15E-05,0.005228571,0.000989495,0.097111898,0.070514932,0.849484977,0.706437593,0.726120419,8.747486094,
120,14:03:52:206,-5.75E-05,-8.05E-05,0.005209119,0.000650006,0.096616374,0.070123244,0.845318123,0.706877375,0.725790475,8.74922216,
121,14:03:52:733,-6.16E-06,-2.14E-05,0.00523972,0.001307185,0.098528208,0.071528016,0.859589616,0.705842675,0.725964849,8.724299661,
122,14:03:53:259,-9.49E-05,-6.09E-05,0.005331054,0.000530522,0.100249556,0.07244604,0.874450134,0.70558902,0.722656971,8.722733272,
123,14:03:53:786,-3.43E-05,-3.81E-05,0.005317769,0.000404865,0.09985856,0.072228704,0.872407325,0.706280264,0.723310093,8.736430045,
124,14:03:54:312,1.09E-05,4.36E-05,0.005389655,0.000429377,0.100719488,0.072934972,0.87973772,0.707544409,0.724139623,8.734533246,
125,14:03:54:838,-2.65E-05,-8.35E-05,0.005359761,0.000401296,0.100822739,0.072985942,0.880872828,0.706623275,0.723903578,8.73684682,
126,14:03:55:365,-2.27E-05,-4.76E-05,0.00540911,0.000448891,0.100779017,0.072964583,0.880022955,0.706925988,0.724005701,8.732204209,
127,14:03:55:891,2.84E-05,-7.35E-06,0.005448971,0.000536472,0.102462478,0.074233456,0.895585317,0.706975241,0.72449406,8.740617435,
128,14:03:56:419,-7.57E-05,-2.07E-05,0.005350508,0.000412718,0.100706151,0.072813142,0.879168787,0.706344552,0.72302577,8.730040647,
129,14:03:56:946,-9.11E-05,-4.95E-05,0.005365218,0.000380116,0.100441158,0.072675069,0.877373439,0.706617852,0.723558655,8.735198387,
130,14:03:57:472,8.16E-05,-3.38E-05,0.005257512,0.000894731,0.09827289,0.071232368,0.858041487,0.706026923,0.724842513,8.73121254,
131,14:03:57:999,4.19E-05,-8.55E-05,0.005521341,0.00119191,0.102638579,0.074456642,0.896163346,0.705338659,0.725425495,8.731252462,
132,14:03:58:525,7.98E-05,-3.30E-06,0.005618159,0.000538614,0.105360087,0.076374413,0.920706439,0.707513647,0.724889423,8.738664388,
133,14:03:59:052,-3.56E-06,-8.33E-05,0.005918164,0.000456744,0.109387977,0.079255192,0.955750913,0.707182759,0.724532936,8.737257375,
134,14:03:59:578,-2.27E-05,1.55E-05,0.005678675,0.000755459,0.107436481,0.077860245,0.938275884,0.706899136,0.724709564,8.733308038,
135,14:04:00:105,-1.52E-05,3.46E-05,0.005648298,0.000515528,0.106557015,0.077099768,0.93002422,0.70695281,0.723554126,8.727949283,
136,14:04:00:631,2.44E-05,6.84E-05,0.00556263,0.000488635,0.10348987,0.074813598,0.903969596,0.706271278,0.72290745,8.734860663,
137,14:04:01:157,3.08E-05,1.41E-05,0.00554246,0.000853066,0.104319841,0.075651516,0.911524122,0.706726995,0.725188189,8.737782918,
138,14:04:01:684,3.08E-05,2.93E-05,0.005542697,0.000575029,0.103310905,0.074915296,0.902313611,0.707953827,0.725144131,8.73396289,
139,14:04:02:212,-1.07E-05,-3.33E-05,0.005013201,0.000601925,0.094943211,0.068936278,0.830907715,0.707482758,0.72607907,8.751628516,
140,14:04:02:737,7.05E-05,5.03E-05,0.004512194,0.000615016,0.083326156,0.060335325,0.728319313,0.706109621,0.724086262,8.740584606,
141,14:04:03:265,3.08E-05,-5.66E-05,0.00462219,0.000561701,0.085982271,0.062114595,0.749582218,0.705032398,0.722411658,8.717869541,
142,14:04:03:792,0.000138929,-4.73E-06,0.005221929,0.000609542,0.098028966,0.071120432,0.855721638,0.70805611,0.725504257,8.729273287,
143,14:04:04:318,4.01E-06,6.22E-06,0.006197602,0.000580504,0.115404631,0.083640749,1.008567349,0.707437661,0.724760772,8.739401046,
144,14:04:04:844,7.86E-05,-3.31E-05,0.007374617,0.000716419,0.13894082,0.100490751,1.212261979,0.706347724,0.723262978,8.725023907,
145,14:04:05:371,-5.07E-05,-2.59E-05,0.008187181,0.000914016,0.152782429,0.110724341,1.333427104,0.707380001,0.724719079,8.727620816,
146,14:04:05:897,-2.85E-06,1.05E-05,0.007490635,0.000921873,0.139720745,0.101420862,1.222177453,0.707605814,0.725882629,8.747286983,
147,14:04:06:424,2.56E-05,-5.21E-05,0.006376654,0.001171666,0.118953065,0.086483641,1.040585946,0.707145127,0.727040037,8.74786999,
148,14:04:06:950,-0.000100354,-6.07E-05,0.005870452,0.000506008,0.111828141,0.080961527,0.976756513,0.70674353,0.723981696,8.734442901,
149,14:04:07:476,-3.88E-05,-4.47E-05,0.006106901,0.000520288,0.113663915,0.082120595,0.991925216,0.705654111,0.72248607,8.726826104,
150,14:04:08:003,-6.56E-05,1.24E-05,0.006125658,0.000422951,0.115862843,0.083834434,1.012107471,0.707006123,0.723566173,8.735393008,
151,14:04:08:531,1.82E-05,3.77E-05,0.006334857,0.000508864,0.11874409,0.085802465,1.03749336,0.705836254,0.722583033,8.737220997,
152,14:04:09:056,-3.48E-05,-9.97E-06,0.006485194,0.000851876,0.122520219,0.088684434,1.070603119,0.705748242,0.723835093,8.738175067,
153,14:04:09:584,-0.000112897,-3.14E-05,0.006444817,0.000830449,0.120617252,0.087390054,1.053536262,0.706498344,0.72452367,8.734540377,
154,14:04:10:111,3.71E-05,-4.45E-05,0.00610144,0.00043485,0.113082336,0.081904588,0.988499468,0.707112088,0.72429162,8.741413602,
155,14:04:10:637,-6.70E-05,-1.19E-05,0.005702645,0.000448177,0.108002635,0.07817277,0.94367008,0.706835554,0.723804281,8.737472748,
156,14:04:11:164,-6.86E-05,2.46E-05,0.005788325,0.000694043,0.108798821,0.07891777,0.951474789,0.707343166,0.725355007,8.745267434,
157,14:04:11:690,-0.000106507,-8.02E-05,0.005974425,0.000602639,0.110559108,0.080076225,0.966511129,0.706262013,0.724284292,8.742030847,
158,14:04:12:217,-4.59E-05,-3.62E-05,0.006039237,0.000425807,0.112173335,0.081091683,0.979845912,0.706081527,0.722914075,8.735105436,
159,14:04:12:743,-8.00E-05,-7.45E-05,0.005757944,0.000707373,0.107210106,0.077717867,0.937333562,0.706403191,0.724911766,8.742959029,
160,14:04:13:269,-5.18E-05,-2.14E-05,0.005622905,0.000514814,0.106245468,0.077005634,0.930084508,0.706793338,0.724789828,8.754109952,
161,14:04:13:796,-1.44E-05,-4.28E-05,0.005747739,0.000445797,0.105398158,0.076349619,0.92122659,0.707091864,0.72439235,8.740443008,
162,14:04:14:322,-0.000100591,5.74E-06,0.00567464,0.000589548,0.107047909,0.07746936,0.934410933,0.706630134,0.723688684,8.728904133,
163,14:04:14:850,3.67E-05,-8.28E-05,0.005539137,0.001291465,0.104906066,0.076133795,0.915765639,0.705465905,0.725733015,8.729386949,
164,14:04:15:377,-0.000106271,6.29E-05,0.005613887,0.000479115,0.105183596,0.07611727,0.918735262,0.707051104,0.723661039,8.734586959,
165,14:04:15:903,8.98E-06,2.46E-05,0.005452292,0.000463646,0.102392835,0.074155595,0.895807785,0.706835176,0.724226408,8.748735017,
166,14:04:16:430,-8.05E-05,-4.26E-05,0.00557141,0.000524096,0.103305467,0.074770155,0.903700873,0.705851317,0.723777325,8.747851349,
167,14:04:16:956,-9.06E-09,-5.50E-05,0.005414804,0.000483161,0.101212596,0.073391845,0.884565152,0.707550005,0.725125601,8.73967455,
168,14:04:17:483,8.83E-05,4.69E-05,0.005298315,0.00049744,0.099510392,0.072096046,0.868962844,0.707724578,0.724507703,8.732382851,
169,14:04:18:009,-2.14E-06,-1.14E-05,0.005258935,0.000486731,0.100366093,0.072523671,0.87662422,0.705501643,0.722591357,8.734266678,
170,14:04:18:536,4.33E-05,-4.00E-05,0.005253242,0.000719037,0.097844707,0.071084577,0.856010819,0.707590054,0.726504059,8.748667614,
171,14:04:19:062,-9.35E-05,-2.33E-05,0.005028854,0.000406293,0.096633874,0.070053541,0.844690454,0.707699329,0.724937723,8.74114242,
172,14:04:19:588,3.62E-05,-7.95E-05,0.005151241,0.000580504,0.096445831,0.069778997,0.842532935,0.705475707,0.723504543,8.735814972,
173,14:04:20:115,-0.000105561,1.96E-05,0.005234976,0.00049863,0.097878945,0.070691943,0.85365562,0.705755428,0.722238505,8.721544944,
174,14:04:20:641,5.11E-05,-5.50E-05,0.005215524,0.000673571,0.099740353,0.072263873,0.870638193,0.706610368,0.724519926,8.72904667,
175,14:04:21:169,3.08E-05,6.74E-05,0.005240669,0.000826402,0.098795671,0.07160485,0.862957262,0.706680753,0.724777204,8.734767992,
176,14:04:21:696,4.40E-05,-6.59E-05,0.005284319,0.000512196,0.098251452,0.071215165,0.858623414,0.707038134,0.724825578,8.73904048,
177,14:04:22:222,9.51E-05,-8.78E-06,0.005124912,0.000639771,0.09535054,0.069230593,0.833474208,0.707897099,0.726063989,8.741158781,
178,14:04:22:749,-1.85E-05,1.96E-05,0.004904821,0.000333238,0.093624864,0.067812853,0.818269614,0.707638115,0.724303887,8.739875072,
179,14:04:23:276,-1.49E-05,-4.52E-05,0.0049615,0.000624299,0.095846688,0.069346647,0.836615442,0.705781309,0.723516359,8.728683867,
180,14:04:23:802,8.40E-05,9.81E-07,0.005034071,0.000563843,0.095053457,0.068858778,0.831926137,0.706201994,0.724421602,8.752192318,
181,14:04:24:328,-0.000141294,3.91E-05,0.00505684,0.000638105,0.093526811,0.067795676,0.818034475,0.706759238,0.724879582,8.746523748,
