Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
781,18:37:01:325,-2.23E-05,-1.74E-05,0.004971852,0.000354399,0.090526325,0.065879793,0.791357849,0.710560458,0.727741823,8.741742804,
782,18:37:01:851,7.07E-05,-7.62E-05,0.005184597,0.000390807,0.091703046,0.066643779,0.799657358,0.709972444,0.726734626,8.720074153,
783,18:37:02:378,1.37E-05,1.50E-05,0.005009796,0.000251607,0.091488617,0.066533381,0.798264014,0.711397724,0.727231251,8.725282337,
784,18:37:02:906,7.64E-05,-1.87E-06,0.005021654,0.000322275,0.090740554,0.065945819,0.792209467,0.710293262,0.726751345,8.730489691,
785,18:37:03:433,-1.21E-05,5.96E-05,0.005128382,0.000307523,0.092940381,0.067628463,0.811613571,0.711559378,0.727654247,8.732625806,
786,18:37:03:959,3.57E-05,-7.33E-05,0.00531293,0.000304192,0.094207209,0.068552382,0.822742836,0.710783059,0.727676605,8.733332045,
787,18:37:04:486,6.60E-05,-1.43E-05,0.005216145,0.000239711,0.094779336,0.06885231,0.82686103,0.710590657,0.726448538,8.724064385,
788,18:37:05:012,-1.26E-05,-3.43E-05,0.004983472,0.000225197,0.091300261,0.06628642,0.796613687,0.710028606,0.726026623,8.725207112,
789,18:37:05:539,0.000101242,-3.78E-05,0.005108933,0.000212111,0.090356053,0.0658203,0.790528943,0.711447237,0.72845479,8.749042396,
790,18:37:06:065,-8.34E-06,4.32E-06,0.004976357,0.000271356,0.091336112,0.066451014,0.797824002,0.711149354,0.72754371,8.735033512,
791,18:37:06:592,0.000139586,-1.45E-05,0.005265011,0.000321086,0.094706297,0.068811395,0.826146332,0.710409427,0.726576765,8.723246097,
792,18:37:07:118,1.13E-05,-1.59E-05,0.005223736,0.000365345,0.093694964,0.068405234,0.81871963,0.713019887,0.730084424,8.738139077,
793,18:37:07:644,-1.12E-05,-8.81E-05,0.005040153,0.000365583,0.091366562,0.066398205,0.796405748,0.710132611,0.726723246,8.716599678,
794,18:37:08:171,2.69E-05,7.98E-05,0.004943394,0.000224959,0.091934718,0.066974076,0.803271474,0.712656678,0.728496013,8.737411623,
795,18:37:08:697,0.00011426,7.62E-05,0.005002681,0.000257556,0.090560186,0.065820058,0.790520663,0.711169245,0.726810101,8.729229646,
796,18:37:09:225,3.36E-05,-3.35E-05,0.004857315,0.000306095,0.088353615,0.064297409,0.770596871,0.711442941,0.727728101,8.721735608,
797,18:37:09:752,0.000124437,2.34E-05,0.004898812,0.000262076,0.088180939,0.063957475,0.769267151,0.709536679,0.725298181,8.723735053,
798,18:37:10:279,4.33E-05,2.57E-05,0.004715052,0.000214729,0.087316278,0.063440309,0.762705571,0.710527946,0.726557632,8.734975707,
799,18:37:10:805,3.78E-05,6.94E-06,0.005043473,0.000273973,0.092148502,0.067157271,0.804332806,0.712651207,0.728793953,8.728658479,
800,18:37:11:332,0.000115443,4.88E-05,0.004878419,0.00022829,0.090343542,0.065606542,0.788232557,0.71069616,0.726189612,8.724835678,
801,18:37:11:858,3.07E-05,6.65E-05,0.004833603,0.000301098,0.088126984,0.063987649,0.769021194,0.710303559,0.726084635,8.726285174,
802,18:37:12:384,0.000106922,-6.85E-05,0.004687787,0.000160484,0.087252812,0.063605348,0.76249104,0.712370162,0.728977632,8.73887067,
803,18:37:12:911,9.04E-05,4.43E-05,0.004777408,0.000324893,0.086943377,0.063320406,0.759890366,0.711637711,0.728294761,8.740060372,
804,18:37:13:437,4.33E-05,7.88E-05,0.004743503,0.000288963,0.085672499,0.062231174,0.747801461,0.710613528,0.726384489,8.728605687,
805,18:37:13:965,0.000149054,0.000103615,0.004773615,0.000227814,0.087553271,0.063723836,0.763966958,0.712601669,0.727829307,8.725738639,
806,18:37:14:490,9.49E-05,-1.76E-05,0.004956437,0.000194267,0.089601225,0.065227739,0.782058677,0.712034221,0.727978209,8.728214156,
807,18:37:15:018,3.24E-05,-1.57E-05,0.005153762,0.000217108,0.094026564,0.068370628,0.819598329,0.711651804,0.727141623,8.716667844,
808,18:37:15:545,-2.96E-05,-2.09E-05,0.005326927,0.000289915,0.09664519,0.070355563,0.844046492,0.711479105,0.727977901,8.733455745,
809,18:37:16:071,1.41E-05,-1.69E-05,0.005146883,0.000278732,0.09360538,0.067970692,0.816930543,0.709959137,0.726140869,8.727388814,
810,18:37:16:598,-3.30E-05,4.62E-05,0.004934857,0.00031133,0.090854925,0.066176583,0.79450053,0.711648141,0.728376399,8.744716135,
811,18:37:17:125,0.000137456,3.29E-05,0.004701538,0.000347736,0.086549797,0.063003951,0.756403326,0.711138469,0.727950306,8.739515892,
812,18:37:17:651,2.48E-05,5.07E-05,0.004762945,0.000224721,0.08613782,0.062827194,0.752286619,0.71345983,0.729379893,8.733522808,
813,18:37:18:177,0.000132958,2.24E-05,0.004865614,0.000137407,0.088821752,0.064566926,0.774800947,0.711713288,0.726926957,8.723099144,
814,18:37:18:703,-4.48E-05,-2.66E-05,0.004818428,0.000261363,0.08876899,0.064555574,0.774493121,0.711078567,0.727231139,8.7248162,
815,18:37:19:230,-2.94E-05,-8.16E-05,0.004932486,0.0002616,0.089592138,0.065125992,0.781631941,0.710456703,0.726916372,8.724336336,
816,18:37:19:756,-3.32E-05,4.41E-05,0.004923,0.000189271,0.09021083,0.065499196,0.787465931,0.710538593,0.726067989,8.729172905,
817,18:37:20:285,-8.10E-06,8.08E-05,0.00484949,0.000303954,0.09013283,0.065472603,0.786648795,0.710655174,0.726401281,8.727661151,
818,18:37:20:811,0.000135799,3.12E-05,0.004819376,0.00029277,0.088438001,0.064268433,0.772009746,0.710600025,0.726706071,8.72938933,
819,18:37:21:338,7.09E-05,0.000106711,0.00485281,0.00025589,0.088472837,0.064269881,0.771516588,0.711354246,0.726436308,8.720378051,
820,18:37:21:865,2.91E-05,-1.33E-05,0.004913277,0.000335601,0.088490256,0.064401005,0.772295391,0.711252588,0.727775102,8.727462529,
821,18:37:22:391,3.88E-05,-2.07E-05,0.004885059,0.000330128,0.089234615,0.064886285,0.77888984,0.710578603,0.727142548,8.728561695,
822,18:37:22:917,8.63E-05,0.000151006,0.005090196,0.000317041,0.091593492,0.06662107,0.799652704,0.711869358,0.727355933,8.73045326,
823,18:37:23:444,6.76E-05,1.41E-05,0.004974697,0.000126939,0.088975881,0.064656781,0.775877394,0.71158705,0.726677611,8.720086675,
824,18:37:23:970,-2.70E-05,-3.93E-05,0.004860872,0.000309664,0.089119232,0.064743745,0.776789803,0.71041087,0.726484544,8.716298204,
825,18:37:24:498,2.10E-05,-3.28E-05,0.004924186,0.000179041,0.089534425,0.065071134,0.78168111,0.710729189,0.726772241,8.730509112,
826,18:37:25:023,2.12E-05,6.08E-05,0.00506885,0.000327748,0.091893441,0.066871616,0.802086934,0.711694017,0.727708267,8.728445995,
827,18:37:25:551,9.93E-05,3.05E-05,0.004991298,0.000299433,0.088788622,0.064511374,0.774169566,0.710856875,0.726572536,8.719242958,
828,18:37:26:078,4.42E-05,5.51E-06,0.004808943,0.000415556,0.088048754,0.06422328,0.76992665,0.711908919,0.729405892,8.744321946,
829,18:37:26:605,5.82E-05,-2.97E-05,0.004872254,0.000357254,0.088690956,0.064552434,0.774641593,0.710838658,0.727835581,8.734166652,
830,18:37:27:131,3.95E-05,5.81E-05,0.004804201,0.000355589,0.086239592,0.062687836,0.75215794,0.710969403,0.726903212,8.721724277,
831,18:37:27:657,4.89E-05,-6.76E-05,0.004760574,0.000235666,0.087216302,0.063556123,0.761922819,0.711900858,0.728718387,8.736013792,
832,18:37:28:184,9.51E-05,9.12E-05,0.004918969,0.000354399,0.089277334,0.064868406,0.779023739,0.710752935,0.726594344,8.725884864,
833,18:37:28:710,-6.75E-05,3.81E-05,0.004877234,0.000288011,0.088684576,0.064439645,0.773924729,0.710690234,0.726616142,8.726711671,
834,18:37:29:237,3.88E-05,2.68E-07,0.00493462,0.000368201,0.088353125,0.064272054,0.771077205,0.710878158,0.727445179,8.727220557,
835,18:37:29:763,4.66E-05,-5.28E-05,0.004876048,0.000355113,0.088985453,0.064731907,0.778483936,0.7097373,0.727443699,8.748440396,
836,18:37:30:291,8.09E-05,-3.16E-05,0.004936991,0.000218297,0.090266513,0.065685366,0.787988223,0.71150319,0.727682545,8.729574227,
837,18:37:30:817,-8.10E-06,9.83E-07,0.004715052,0.0002547,0.086013992,0.062536141,0.751301253,0.710662012,0.727046144,8.73463998,
838,18:37:31:344,-4.74E-05,1.27E-05,0.004980863,0.000237807,0.090052873,0.06538606,0.784304751,0.710959106,0.726085215,8.70938065,
839,18:37:31:871,0.000104319,4.15E-05,0.005003867,0.000241852,0.088727273,0.064576346,0.775606886,0.71147731,0.727807171,8.741471016,
840,18:37:32:397,-3.89E-05,-7.21E-05,0.004928691,0.000278732,0.089934061,0.065313543,0.784232016,0.709958899,0.726238119,8.720077869,
841,18:37:32:924,4.66E-05,4.43E-05,0.004849253,0.000219963,0.088253293,0.06413298,0.769745709,0.711296944,0.72669221,8.72200554,
842,18:37:33:450,0.00012065,8.84E-05,0.004883636,0.000231621,0.089796983,0.065364304,0.784216808,0.712270622,0.727912029,8.733219975,
843,18:37:33:976,7.76E-05,2.22E-05,0.005018808,0.000203546,0.089866257,0.065380258,0.784331201,0.711824686,0.727528447,8.727760871,
844,18:37:34:503,-1.31E-05,4.91E-05,0.005019045,0.00030086,0.091144593,0.06631497,0.795704431,0.71153415,0.727579862,8.730133169,
845,18:37:35:029,-4.31E-05,1.88E-05,0.004854233,0.000259221,0.089915881,0.065425221,0.785035616,0.711532398,0.727626976,8.730778199,
846,18:37:35:556,0.000142663,9.91E-05,0.00482815,0.000236618,0.087862399,0.063985718,0.767667571,0.712476175,0.728249157,8.737156981,
847,18:37:36:082,9.34E-05,-0.000108544,0.004974223,0.000282301,0.090617115,0.065889709,0.790359048,0.710519025,0.727122116,8.721962148,
848,18:37:36:610,0.000101242,4.43E-05,0.005048454,0.000309426,0.091616827,0.066735101,0.799285708,0.712535022,0.728415328,8.724223886,
849,18:37:37:135,0.000117337,8.89E-05,0.00524461,0.000258745,0.096161419,0.069782432,0.837999412,0.710773358,0.725680142,8.714507595,
850,18:37:37:663,-1.54E-05,-2.19E-05,0.005261453,0.000204974,0.096125957,0.069946987,0.839019177,0.71171397,0.72765972,8.728331031,
851,18:37:38:189,0.000179352,2.36E-05,0.005228954,0.000284918,0.095487619,0.06942748,0.833274024,0.7111571,0.727083582,8.726513763,
852,18:37:38:716,6.27E-05,-4.43E-05,0.005180327,0.000356065,0.094508354,0.068792753,0.824904782,0.711169315,0.727901296,8.728379557,
853,18:37:39:243,9.93E-05,-4.16E-05,0.00514119,0.000194981,0.093501038,0.067920378,0.816350282,0.710282611,0.726413093,8.73092215,
854,18:37:39:769,3.95E-05,-5.81E-05,0.004897152,0.000304192,0.088958454,0.064587456,0.776107088,0.709546021,0.726040676,8.724376936,
855,18:37:40:296,4.11E-05,5.03E-05,0.004669295,0.000340122,0.08627558,0.062839974,0.753637179,0.711863867,0.728363389,8.735231684,
856,18:37:40:822,4.87E-05,-6.88E-06,0.004813449,0.000277304,0.087890595,0.063866716,0.766767534,0.710591474,0.726661553,8.724113584,
857,18:37:41:348,4.92E-05,7.74E-05,0.004901421,0.000340598,0.088054149,0.064058622,0.767792722,0.711852189,0.727491243,8.719551922,
858,18:37:41:875,-7.63E-06,-6.52E-05,0.004829335,0.000217108,0.086902959,0.063214991,0.758820119,0.710898084,0.72742046,8.731809906,
859,18:37:42:401,6.69E-05,-1.50E-05,0.004759863,0.000276828,0.086146403,0.062750762,0.752776301,0.711650761,0.728419987,8.738336985,
860,18:37:42:929,0.000112839,-1.47E-05,0.004686128,0.000191175,0.085934799,0.062661245,0.751038203,0.71272446,0.729171956,8.739628361,
861,18:37:43:454,-5.65E-08,-1.78E-05,0.004806335,0.000275877,0.087204786,0.063467572,0.761306637,0.711384605,0.727799183,8.730101547,
862,18:37:43:982,3.95E-05,-8.54E-06,0.0048668,0.000228052,0.089097875,0.064674414,0.77725184,0.710073193,0.725880546,8.723573217,
863,18:37:44:509,1.84E-06,-6.84E-07,0.004961891,0.000287298,0.089624556,0.065157892,0.782293388,0.710768989,0.727009369,8.728560772,
864,18:37:45:035,9.41E-06,1.22E-06,0.004848067,0.000298719,0.088846784,0.064713306,0.775883326,0.711875955,0.728369712,8.732823986,
865,18:37:45:562,7.26E-05,-5.14E-05,0.004989164,0.00027088,0.090589386,0.06592647,0.789916691,0.711627935,0.72775049,8.719748766,
866,18:37:46:088,4.68E-06,0.000101234,0.004905926,0.000246373,0.090605336,0.065891885,0.790717076,0.711886797,0.727240665,8.727047513,
867,18:37:46:615,3.52E-05,-1.28E-05,0.004985843,0.000238997,0.087068806,0.063198588,0.758495683,0.710436925,0.725846502,8.711451529,
868,18:37:47:141,8.28E-05,-1.07E-05,0.004766265,0.000305857,0.086477318,0.063100421,0.755903544,0.712668642,0.729675968,8.741061355,
869,18:37:47:667,1.44E-05,3.67E-05,0.004741369,0.000294198,0.084901921,0.061649746,0.739956524,0.710592607,0.726128991,8.715427341,
870,18:37:48:194,0.000102188,-4.45E-05,0.004700353,0.000249228,0.085441633,0.061914956,0.744783558,0.708760706,0.724646217,8.716869474,
871,18:37:48:720,-9.05E-06,1.86E-05,0.00488079,0.000272545,0.087662105,0.063605107,0.764002387,0.710067041,0.725571297,8.715309654,
872,18:37:49:248,8.96E-05,-4.02E-05,0.004884822,0.000238521,0.089077256,0.064719829,0.775765692,0.71109544,0.726558406,8.70890876,
873,18:37:49:775,0.000101242,-6.45E-05,0.004974223,0.000303478,0.091345689,0.06631739,0.7967283,0.7096119,0.726004589,8.722122588,
874,18:37:50:301,4.11E-05,4.27E-05,0.005147357,0.000343929,0.093237769,0.067791219,0.814300372,0.710702463,0.727078945,8.733589172,
875,18:37:50:828,2.76E-05,-5.09E-05,0.005128145,0.000322751,0.092063229,0.067065669,0.804047626,0.711568013,0.728474007,8.733645721,
876,18:37:51:354,6.81E-05,4.50E-05,0.004997938,0.000239711,0.088944955,0.064763554,0.777125515,0.712005902,0.72813072,8.737151123,
877,18:37:51:881,-2.09E-05,4.69E-05,0.00484048,0.000332983,0.08792247,0.063946371,0.767968808,0.710885229,0.727304077,8.734613666,
878,18:37:52:407,2.50E-05,8.93E-05,0.004859923,0.00031823,0.087499348,0.063595455,0.763516963,0.711092123,0.72681061,8.725973122,
879,18:37:52:934,2.05E-05,-2.76E-05,0.004863243,0.000380337,0.089539827,0.065132517,0.780944927,0.71086615,0.727413918,8.721760477,
880,18:37:53:460,0.000110472,-1.33E-05,0.004960943,0.000160484,0.091190505,0.066321261,0.795471401,0.711749326,0.727282526,8.723182321,
881,18:37:53:987,5.39E-05,9.17E-05,0.005285649,0.000355113,0.095071791,0.068979667,0.829489401,0.709834135,0.725553458,8.724873991,
882,18:37:54:513,-6.66E-05,-7.90E-05,0.005077626,0.000291105,0.093391539,0.067969724,0.815183465,0.711095421,0.727793165,8.728665044,
883,18:37:55:039,3.99E-05,1.46E-05,0.004907112,0.000317754,0.089113832,0.064695914,0.778268997,0.709526954,0.725991829,8.733425366,
884,18:37:55:567,7.43E-05,-6.16E-06,0.004825778,0.000283967,0.088955018,0.064611369,0.77645615,0.710078375,0.72633754,8.728637975,
885,18:37:56:092,4.25E-05,3.46E-05,0.004792109,0.000335839,0.087637101,0.063769691,0.76578615,0.710988107,0.727656324,8.738150153,
886,18:37:56:620,5.18E-05,-4.00E-05,0.004882925,0.000217584,0.088584467,0.064304411,0.773045983,0.709816943,0.725910685,8.72665386,
887,18:37:57:147,-1.24E-05,-3.59E-05,0.00476745,0.000248276,0.086318177,0.062868427,0.754209435,0.71159459,0.728333582,8.737550589,
888,18:37:57:673,2.62E-05,-6.19E-05,0.004610739,0.000203308,0.085166964,0.061889373,0.742955653,0.710574667,0.726682859,8.723519279,
889,18:37:58:200,3.49E-06,-6.19E-05,0.004538674,0.000290867,0.083009415,0.060347873,0.72510968,0.709951674,0.727000348,8.735270376,
890,18:37:58:726,6.29E-05,2.84E-05,0.004632312,0.000270642,0.083407251,0.060743876,0.728739918,0.711842295,0.728280519,8.737129053,
891,18:37:59:253,9.49E-05,-4.26E-06,0.00470794,0.00032751,0.084875469,0.061882133,0.741614879,0.712152311,0.729093259,8.7376822,
892,18:37:59:779,2.36E-05,-5.69E-05,0.004866326,0.000246373,0.087011724,0.063250691,0.758894738,0.710747318,0.726921473,8.721752672,
893,18:38:00:305,4.25E-05,-7.35E-06,0.004945766,0.000349164,0.088357049,0.064264086,0.770837839,0.710922199,0.727322683,8.724123824,
894,18:38:00:832,3.38E-05,7.91E-05,0.00505296,0.000289201,0.091682411,0.066592806,0.799081642,0.711153738,0.726342217,8.715757245,
895,18:38:01:360,-5.90E-05,8.67E-05,0.005094465,0.000237332,0.093292878,0.067818307,0.813611196,0.711801069,0.726939812,8.721042968,
896,18:38:01:885,2.31E-06,-3.07E-05,0.005095177,0.000238283,0.09267996,0.067376279,0.80868214,0.710930409,0.726977862,8.725533952,
897,18:38:02:413,4.42E-05,7.43E-05,0.005089722,0.000227101,0.092922182,0.067560273,0.810408496,0.711874348,0.727062924,8.721367521,
898,18:38:02:940,7.45E-05,-3.81E-05,0.005129568,0.000436497,0.093958247,0.068448553,0.820246747,0.711382036,0.728499686,8.729906884,
899,18:38:03:467,6.67E-05,-0.000116401,0.005062921,0.000226863,0.093010477,0.067573572,0.811497692,0.710044041,0.726515701,8.724798701,
900,18:38:03:993,7.54E-05,0.000121,0.004967346,0.000281349,0.090162508,0.065542471,0.786641188,0.711654764,0.726937089,8.724703915,
901,18:38:04:519,0.000130592,-1.40E-05,0.004772429,0.000294912,0.086532656,0.062933293,0.755344449,0.710846768,0.727277951,8.729010314,
902,18:38:05:046,-9.05E-06,4.15E-05,0.004734731,0.000356065,0.085939947,0.062513682,0.750062492,0.711103006,0.727411223,8.727751363,
903,18:38:05:572,-3.41E-05,1.43E-05,0.004760811,0.00022829,0.085813936,0.062364933,0.74863627,0.711014057,0.726745979,8.723947438,
904,18:38:06:100,2.34E-05,9.69E-05,0.004731174,0.000263266,0.086185639,0.062660762,0.752687106,0.711308167,0.727044119,8.733323926,
905,18:38:06:625,5.82E-05,-8.78E-06,0.004857078,0.000362965,0.087780756,0.063814582,0.765781551,0.710515335,0.7269769,8.72379759,
906,18:38:07:153,6.03E-05,2.96E-05,0.00463729,0.000241376,0.084551738,0.06158629,0.73836866,0.712285153,0.728385852,8.732743743,
907,18:38:07:680,2.67E-05,3.00E-05,0.004675696,0.000217108,0.084223213,0.061249047,0.735244549,0.711383863,0.727222877,8.729713853,
908,18:38:08:206,3.73E-06,5.03E-06,0.004656493,0.000350116,0.08387057,0.061092526,0.732313637,0.711681343,0.728414343,8.731473282,
909,18:38:08:733,1.96E-05,1.91E-05,0.004683757,0.000230907,0.085956129,0.062315194,0.748345334,0.710022336,0.724965107,8.706131192,
910,18:38:09:259,-2.96E-05,2.48E-05,0.004833603,0.00032989,0.087507437,0.063674847,0.764648464,0.710946573,0.727650692,8.738096931,
911,18:38:09:786,2.41E-05,-1.07E-05,0.004861109,0.000218297,0.088363427,0.064235594,0.771312008,0.710921997,0.726947743,8.728860261,
912,18:38:10:312,-5.97E-06,-4.09E-05,0.00484048,0.000214729,0.08576687,0.062260146,0.74837012,0.709837854,0.725923026,8.72563169,
913,18:38:10:840,7.33E-05,1.38E-05,0.004756543,0.000309664,0.086573305,0.063000093,0.755267959,0.711588302,0.727708071,8.724028286,
914,18:38:11:365,1.01E-05,2.10E-05,0.004761523,0.000261363,0.087111436,0.063292664,0.760652061,0.710421946,0.726571244,8.731942667,
915,18:38:11:893,5.53E-05,7.41E-06,0.004748008,0.00023067,0.087293489,0.06338506,0.761755875,0.710256211,0.726114407,8.726376782,
916,18:38:12:420,4.47E-05,-7.95E-05,0.004843562,0.000271356,0.086545634,0.062978629,0.755772414,0.710785113,0.727692737,8.732646324,
917,18:38:12:946,-3.46E-05,6.46E-06,0.004881739,0.000260173,0.089295994,0.065155476,0.780580023,0.712989405,0.72965732,8.741489852,
918,18:38:13:473,5.11E-05,-6.40E-06,0.004808232,0.000264456,0.088866417,0.064666926,0.77589387,0.711385698,0.727686881,8.731013278,
919,18:38:13:999,3.19E-05,-4.73E-06,0.004880079,0.000387951,0.088014423,0.064087109,0.76875457,0.711138526,0.728143268,8.734415867,
920,18:38:14:526,6.46E-05,-2.52E-05,0.004803016,0.00030086,0.086838538,0.063130087,0.757464657,0.710723752,0.726982378,8.72267856,
921,18:38:15:052,6.15E-05,-3.21E-05,0.00483384,0.000278732,0.087111681,0.063389644,0.761064044,0.71089403,0.72768248,8.736647468,
922,18:38:15:578,-5.03E-06,5.91E-05,0.004886956,0.000297767,0.087415284,0.063535855,0.762562685,0.711108319,0.726827753,8.723447989,
923,18:38:16:105,9.20E-05,2.91E-05,0.004893121,0.00016096,0.088816598,0.064484807,0.774404572,0.710949122,0.726044552,8.719142458,
924,18:38:16:631,0.000139586,7.12E-05,0.004963551,0.00030205,0.091790255,0.066721813,0.800224998,0.711501162,0.726894299,8.717973404,
925,18:38:17:158,-6.02E-05,4.34E-05,0.00518436,0.000266835,0.094713182,0.068825921,0.827119605,0.710681884,0.726677311,8.732887926,
926,18:38:17:684,-7.89E-05,7.03E-05,0.004860161,0.00027088,0.089483836,0.065123817,0.78171345,0.71173708,0.727771844,8.735806174,
927,18:38:18:212,2.36E-05,-2.07E-05,0.00493628,0.000271118,0.089169802,0.064832166,0.778797504,0.71054277,0.72706414,8.733870461,
928,18:38:18:737,4.49E-05,3.50E-05,0.004803964,0.000262076,0.086257004,0.062661728,0.752350964,0.710785708,0.726453799,8.722201427,
929,18:38:19:265,-2.14E-05,1.98E-05,0.004637053,0.000250656,0.084079547,0.061142205,0.734347376,0.710954135,0.727194747,8.733959723,
930,18:38:19:792,0.00014361,4.29E-05,0.004485578,0.000235666,0.082813854,0.06017053,0.722875586,0.710767997,0.72657565,8.728920998,
931,18:38:20:318,5.15E-05,2.65E-05,0.004526111,0.000259221,0.083145107,0.060356307,0.724616726,0.710469834,0.725915329,8.715085641,
932,18:38:20:845,-5.24E-05,3.05E-05,0.004409019,0.00037177,0.08039106,0.058514442,0.702307336,0.710961617,0.727872509,8.736137333,
933,18:38:21:371,4.80E-05,0.000142909,0.004464008,0.000236618,0.080443829,0.058458535,0.701519849,0.71190849,0.726700046,8.720617278,
934,18:38:21:898,1.27E-05,-2.40E-05,0.004618088,0.000319182,0.083378882,0.060661915,0.727820079,0.710869808,0.727545322,8.729069816,
935,18:38:22:424,4.89E-05,1.43E-05,0.004607183,0.000260649,0.083518047,0.06074701,0.729987782,0.710748818,0.7273519,8.740479545,
936,18:38:22:950,4.73E-05,1.22E-06,0.004588455,0.000251131,0.084597035,0.061580982,0.738143054,0.711909733,0.7279331,8.725401041,
937,18:38:23:477,0.000180062,5.07E-05,0.00471363,0.00026279,0.085727895,0.062169854,0.747783858,0.709627929,0.72519982,8.722760052,
938,18:38:24:005,2.50E-05,4.93E-05,0.00477646,0.000253511,0.086435204,0.063010704,0.754992107,0.71289131,0.728993517,8.734775505,
939,18:38:24:531,-5.38E-05,1.57E-05,0.004856841,0.000185702,0.08907971,0.064614026,0.77773509,0.709599083,0.725350653,8.730777036,
940,18:38:25:056,-6.11E-05,-0.000130686,0.004762234,0.000324893,0.085141241,0.061985674,0.744563707,0.709994917,0.728033483,8.745041788,
941,18:38:25:584,0.000160416,-1.64E-05,0.004741369,0.000206877,0.086590936,0.062920995,0.756000346,0.710544302,0.726646432,8.730709965,
942,18:38:26:111,-4.90E-05,6.81E-05,0.004683283,0.000274211,0.084683471,0.061523078,0.73845254,0.711068098,0.726506336,8.720149644,
943,18:38:26:638,2.46E-05,4.31E-05,0.004861346,0.000270166,0.087859702,0.063903888,0.767367055,0.711202276,0.727340139,8.734004782,
944,18:38:27:164,0.000106449,0.000119809,0.004647722,0.000259221,0.085567598,0.062179752,0.747315159,0.711099886,0.72667404,8.733623223,
945,18:38:27:690,2.78E-06,-6.64E-05,0.004743029,0.00015525,0.086036795,0.062561016,0.75057035,0.711215663,0.727142567,8.723829738,
946,18:38:28:217,6.20E-05,9.05E-05,0.004758677,0.000260173,0.086702852,0.062971395,0.756385333,0.710931779,0.726289776,8.723880688,
947,18:38:28:743,5.60E-05,5.98E-05,0.004716712,0.000292532,0.084933517,0.061682803,0.740736828,0.710626413,0.726248075,8.721372385,
948,18:38:29:271,3.80E-05,3.19E-05,0.004597938,0.000226625,0.08288474,0.060072715,0.722594408,0.7094175,0.72477412,8.718063254,
949,18:38:29:798,0.000102898,-9.33E-05,0.00461548,0.000335601,0.083290109,0.06052814,0.726531682,0.709765612,0.726714621,8.722904641,
950,18:38:30:324,6.67E-05,5.88E-05,0.004613347,0.000323941,0.082654255,0.060207875,0.722607657,0.711711601,0.72843044,8.742534302,
951,18:38:30:851,9.01E-05,1.19E-05,0.004718371,0.000200929,0.085713433,0.062166957,0.746464061,0.710316284,0.725288383,8.708834024,
952,18:38:31:378,8.06E-05,8.81E-05,0.004714815,0.000221866,0.085054766,0.061668808,0.741374083,0.710170475,0.72504824,8.716432022,
953,18:38:31:904,-8.90E-05,5.03E-06,0.004670007,0.000258745,0.084716529,0.061733235,0.7399679,0.712275399,0.728703542,8.734634249,
954,18:38:32:430,0.000238768,3.36E-06,0.004550764,0.000303002,0.082192145,0.059831832,0.71835393,0.711060579,0.727950726,8.739934089,
955,18:38:32:957,0.000106212,4.15E-05,0.004633971,0.000207591,0.085477166,0.062125194,0.744603766,0.711869843,0.72680456,8.711142426,
956,18:38:33:483,1.39E-05,4.57E-05,0.004672377,0.00021568,0.084323326,0.061382676,0.736896065,0.711824686,0.727944203,8.738934994,
957,18:38:34:010,0.000113076,-6.02E-05,0.004775511,0.00026398,0.085768586,0.062288877,0.747315203,0.710313866,0.726243485,8.713157553,
958,18:38:34:536,-2.92E-05,-7.11E-06,0.004741132,0.000275163,0.085431095,0.06205688,0.74513409,0.710388495,0.726396866,8.722047725,
959,18:38:35:064,0.000115443,3.17E-05,0.004715289,0.000230194,0.085692598,0.062341512,0.747958275,0.711676318,0.727501715,8.728388361,
960,18:38:35:590,0.000102188,4.12E-05,0.004910669,0.000294912,0.085924011,0.062484462,0.749740891,0.711268269,0.727206063,8.725627225,
961,18:38:36:117,6.54E-07,5.91E-05,0.004922763,0.000244231,0.087897706,0.063829305,0.767265585,0.710485062,0.726177146,8.729074097,
962,18:38:36:644,7.52E-06,-1.02E-05,0.004761048,0.000285394,0.086571835,0.062865533,0.755401983,0.709961823,0.726166113,8.725724468,
963,18:38:37:170,4.68E-06,-4.35E-05,0.004559061,0.000263504,0.082112611,0.059664933,0.716825627,0.710045071,0.726623259,8.729787225,
964,18:38:37:697,7.33E-05,-2.21E-05,0.004525163,0.000275401,0.08145749,0.059317016,0.711594312,0.711415923,0.728195974,8.735775126,
965,18:38:38:223,-2.06E-05,1.07E-05,0.004692766,0.000338932,0.084861509,0.061619344,0.738975447,0.710505626,0.726116529,8.708016789,
966,18:38:38:750,5.34E-05,3.00E-05,0.004679727,0.000263028,0.084562266,0.061507638,0.737683179,0.711565997,0.727365062,8.723550265,
967,18:38:39:276,9.65E-05,-1.62E-05,0.004745637,0.00021687,0.086061315,0.062474561,0.750265939,0.710323584,0.725930822,8.71780708,
968,18:38:39:802,9.56E-05,7.24E-05,0.004592959,0.000273021,0.085444573,0.062133884,0.74536055,0.711642742,0.727183507,8.723322296,
969,18:38:40:329,5.20E-05,4.03E-05,0.004503829,0.000202595,0.081826831,0.059716951,0.714687229,0.713839816,0.729796692,8.734142816,
