id,Time,x,y,z
PositionLog0, 15:24:58.967,35653,32108,20613
PositionLog1, 15:25:01.911,35666,32037,20613
PositionLog2, 15:25:04.865,35679,31968,20613
PositionLog3, 15:25:06.886,35688,31914,20613
PositionLog4, 15:25:08.998,35697,31870,20613
PositionLog5, 15:25:11.903,35710,31793,20613
PositionLog6, 15:25:13.935,35719,31746,20613
PositionLog7, 15:25:16.047,35729,31692,20613
PositionLog8, 15:25:18.960,35740,31625,20613
PositionLog9, 15:25:20.991,35750,31571,20613
PositionLog10, 15:25:23.007,35758,31525,20613
PositionLog11, 15:25:25.010,35767,31471,20613
PositionLog12, 15:25:27.019,35775,31425,20613
PositionLog13, 15:25:29.053,35784,31372,20613
PositionLog14, 15:25:31.130,35792,31326,20613
PositionLog15, 15:25:34.088,35804,31248,20613
PositionLog16, 15:25:37.142,35816,31173,20613
PositionLog17, 15:25:40.098,35827,31104,20613
PositionLog18, 15:25:42.117,35835,31051,20613
PositionLog19, 15:25:44.135,35841,31003,20613
PositionLog20, 15:25:46.153,35846,30960,20613
PositionLog21, 15:25:48.170,35853,30905,20613
PositionLog22, 15:25:50.171,35857,30860,20613
PositionLog23, 15:25:53.182,35865,30782,20613
PositionLog24, 15:25:55.219,35869,30737,20613
PositionLog25, 15:25:58.206,35876,30661,20613
PositionLog26, 15:26:00.230,35880,30613,20613
PositionLog27, 15:26:02.271,35885,30559,20613
PositionLog28, 15:26:04.273,35889,30513,20613
PositionLog29, 15:26:06.387,35893,30458,20613
PositionLog30, 15:26:09.305,35899,30389,20613
PositionLog31, 15:26:11.327,35903,30335,20613
PositionLog32, 15:26:13.353,35907,30288,20613
PositionLog33, 15:26:15.387,35912,30234,20613
PositionLog34, 15:26:17.432,35916,30188,20613
PositionLog35, 15:26:20.426,35922,30111,20613
PositionLog36, 15:26:22.569,35926,30065,20613
PositionLog37, 15:26:25.452,35933,29989,20613
PositionLog38, 15:26:27.559,35939,29933,20613
PositionLog39, 15:26:30.536,35946,29866,20613
PositionLog40, 15:26:32.564,35952,29812,20613
PositionLog41, 15:26:35.519,35960,29743,20613
PositionLog42, 15:26:37.571,35966,29689,20613
PositionLog43, 15:26:40.563,35975,29620,20613
PositionLog44, 15:26:42.570,35981,29565,20613
PositionLog45, 15:26:45.580,35990,29494,20613
PositionLog46, 15:26:47.597,35997,29442,20613
PositionLog47, 15:26:49.644,36003,29392,20613
PositionLog48, 15:26:52.643,36013,29319,20613
PositionLog49, 15:26:54.678,36021,29265,20613
PositionLog50, 15:26:56.686,36029,29218,20613
PositionLog51, 15:26:58.722,36037,29173,20613
PositionLog52, 15:27:00.768,36047,29123,20613
PositionLog53, 15:27:03.906,36061,29053,20613
PositionLog54, 15:27:06.794,36077,28976,20613
PositionLog55, 15:27:08.858,36088,28925,20613
PositionLog56, 15:27:11.801,36103,28855,20613
PositionLog57, 15:27:13.831,36114,28804,20613
PositionLog58, 15:27:15.831,36123,28758,20613
