Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
81,17:49:37:670,-5.29E-05,5.82E-05,-9.18E-05,-3.38E-05,-4.30E-05,3.40E-05,-0.000309654,-0.779748041,-0.791168954,7.196782978,
82,17:49:38:197,-7.75E-05,0.000105786,5.60E-05,6.87E-05,3.65E-06,-5.47E-06,-0.000306099,,-1.495835124,-83.78011327,
83,17:49:38:723,-4.10E-05,-1.95E-05,9.06E-05,1.21E-05,3.60E-05,-2.35E-05,-0.000326479,,-0.651323704,-9.062284073,
84,17:49:39:250,-4.77E-05,4.41E-05,8.37E-05,7.20E-05,-9.46E-05,-5.46E-05,-0.000278135,1.070428669,0.576494729,2.939167507,
85,17:49:39:776,1.80E-06,-7.73E-05,-5.98E-05,8.56E-05,-3.97E-05,-7.86E-05,-0.00032719,,1.978474149,8.232706897,
86,17:49:40:304,1.48E-05,-5.09E-05,1.19E-05,-2.50E-05,-1.18E-05,-4.15E-05,-0.000257279,,3.505405409,21.75072989,
87,17:49:40:831,-7.16E-05,-3.11E-05,-4.41E-06,-7.38E-05,-5.41E-05,3.59E-05,-0.000292354,,-0.664396857,5.408818474,
88,17:49:41:357,5.03E-05,-0.000102805,-3.02E-05,-2.36E-05,-4.98E-05,-8.12E-05,-0.000252066,,1.629590643,5.058598808,
89,17:49:41:884,-9.33E-05,-2.26E-05,5.72E-05,7.18E-05,-6.65E-05,-3.42E-05,-0.000285955,,0.514677953,4.30116187,
90,17:49:42:410,-1.93E-05,-1.37E-06,1.38E-05,1.30E-05,-0.000103778,6.51E-05,-0.000226707,-1.211830534,-0.62762227,2.184535354,
91,17:49:42:937,-1.17E-05,5.39E-05,0.00013157,5.51E-05,4.28E-05,-5.25E-05,-0.000247563,,-1.224636203,-5.78023219,
92,17:49:43:463,-1.69E-05,-3.14E-05,1.04E-06,-5.88E-05,3.65E-06,9.50E-06,-0.000281452,,2.598996945,-77.03432756,
93,17:49:43:990,3.11E-05,2.46E-05,2.07E-05,4.09E-05,-0.000188918,-0.000124443,-0.000392593,1.354527104,0.658714511,2.078120111,
94,17:49:44:516,-2.75E-05,1.49E-06,2.45E-05,4.66E-05,3.63E-05,-2.35E-05,-0.000377428,,-0.647109988,-10.4087215,
95,17:49:45:044,-5.90E-05,-4.71E-05,4.98E-05,-7.90E-06,3.32E-05,-6.76E-05,-0.000293302,,-2.036785208,-8.831440884,
96,17:49:45:571,2.05E-05,1.39E-05,2.52E-05,-2.69E-05,-0.00010542,-9.20E-05,-0.000308232,1.40087559,0.872256588,2.923845986,
97,17:49:46:098,9.88E-05,-4.07E-05,3.75E-05,-6.59E-05,-1.51E-06,-3.49E-05,-0.000279083,,23.1688244,,
98,17:49:46:625,-6.00E-05,2.24E-05,0.000147443,1.02E-05,-5.41E-05,-9.66E-05,-0.000337854,1.880740269,1.78770915,6.25061185,
99,17:49:47:151,2.38E-05,-3.61E-05,1.90E-05,-1.22E-05,-1.23E-05,-0.00010551,-0.000362025,,8.579667693,29.43843732,
100,17:49:47:677,-3.80E-05,-8.14E-05,-2.00E-05,-1.34E-05,4.85E-05,-0.000102939,-0.000276002,,-2.124234525,-5.695531506,
101,17:49:48:204,1.91E-05,3.91E-05,2.93E-06,3.63E-05,7.41E-06,3.75E-05,-0.000264389,,5.069331638,-35.69508163,
102,17:49:48:732,-7.75E-05,-7.90E-05,4.65E-05,1.73E-05,-9.48E-06,-1.29E-05,-0.000344015,,1.365161886,36.27788302,
103,17:49:49:259,-3.56E-05,-1.40E-05,-1.93E-05,-1.48E-05,-0.000136615,4.12E-06,-0.000370082,-0.078559933,-0.030151139,2.7089378,
104,17:49:49:785,-5.78E-05,-3.99E-06,2.83E-05,-1.81E-05,-0.000111987,-2.35E-05,-0.000350887,0.307270824,0.209529543,3.133274547,
105,17:49:50:312,-3.63E-05,1.96E-05,-4.68E-05,-6.12E-05,-9.06E-05,2.96E-05,-0.000293065,-0.65596535,-0.326552914,3.233177999,
106,17:49:50:838,1.62E-05,1.34E-05,8.89E-05,1.83E-05,0.000117197,1.98E-05,-0.000280505,,0.168788157,-2.393449944,
107,17:49:51:365,-5.43E-05,1.67E-05,0.000117118,-6.95E-06,-0.000119728,1.74E-05,-0.000277187,-0.285825446,-0.145695243,2.315143951,
108,17:49:51:893,-8.81E-05,-4.21E-05,7.19E-05,-6.19E-05,7.22E-05,-0.000103874,-0.000324346,,-1.439629588,-4.495240469,
109,17:49:52:419,-5.17E-05,7.27E-05,-6.03E-05,2.42E-05,-8.15E-05,1.44E-05,-0.000246141,-0.217687449,-0.176756184,3.020310396,
110,17:49:52:946,2.26E-05,-6.97E-05,8.99E-05,3.04E-05,4.66E-05,-4.87E-05,-0.000285481,,-1.045672351,-6.128491876,
111,17:49:53:473,3.75E-05,5.58E-05,9.72E-05,-2.69E-05,0.000157315,9.03E-06,-0.000353968,,0.057388944,-2.250054286,
112,17:49:53:999,2.88E-05,-4.47E-05,-1.39E-05,4.23E-05,-5.43E-05,-3.14E-05,-0.000296383,,0.578647526,5.459660585,
113,17:49:54:526,6.88E-05,-9.76E-05,4.32E-05,-6.95E-06,-3.90E-05,-0.000105978,-0.00036629,,2.71466077,9.382679998,
114,17:49:55:052,-2.35E-05,-1.90E-05,2.47E-05,-6.36E-05,-3.86E-05,-8.68E-05,-0.000295435,,2.250745585,7.659729497,
115,17:49:55:579,-4.22E-05,2.70E-05,9.53E-05,8.99E-06,2.57E-05,-4.15E-05,-0.000323635,,-1.61310655,-12.59068822,
116,17:49:56:107,-0.000102329,-1.83E-05,5.01E-05,1.71E-05,-6.23E-05,-4.50E-05,0.000107046,,0.722282911,-1.719304262,
117,17:49:56:633,-2.02E-05,-6.90E-05,0.000214533,1.21E-05,0.00358718,0.002569721,0.029749027,0.709108712,0.716362494,8.293152338,
118,17:49:57:160,6.53E-06,6.44E-05,0.001077598,0.000136025,0.019112051,0.013927178,0.16629023,0.713957275,0.728711852,8.700805136,
119,17:49:57:687,1.48E-05,4.05E-05,0.002112703,0.000243326,0.036855705,0.026851563,0.321173146,0.712160732,0.728559208,8.714340054,
120,17:49:58:213,2.05E-05,-8.14E-05,0.003019155,0.000715494,0.057341552,0.041723668,0.498825994,0.708169337,0.727634084,8.699206372,
121,17:49:58:740,2.12E-05,-5.97E-05,0.00334624,0.00013769,0.060622068,0.044215378,0.52951611,0.71263474,0.729361086,8.734708714,
122,17:49:59:266,-6.73E-05,3.63E-06,0.002855297,0.000244516,0.054856885,0.040042656,0.479135799,0.712958665,0.729947674,8.734287358,
123,17:49:59:792,-4.79E-05,-1.30E-05,0.00240062,3.94E-05,0.044514955,0.032403536,0.389381377,0.711651421,0.727924717,8.74720369,
124,17:50:00:319,6.59E-05,-0.000149946,0.001953495,0.000201451,0.034385109,0.025055564,0.301487923,0.707310858,0.728674838,8.767979254,
125,17:50:00:845,-0.000121024,2.41E-05,0.001289221,0.000145065,0.026746132,0.019530403,0.233518662,0.713450329,0.730214116,8.730932177,
126,17:50:01:373,0.000104523,2.03E-05,0.001190742,6.32E-05,0.024095415,0.017567576,0.211338251,0.711774516,0.729083775,8.770890718,
127,17:50:01:898,-3.87E-05,-4.76E-05,0.001481234,0.000200975,0.028077811,0.02036872,0.243788772,0.708640474,0.725438317,8.682613279,
128,17:50:02:426,-9.52E-05,6.51E-05,0.001551562,0.000189793,0.032293526,0.023609088,0.282143247,0.71450967,0.731078038,8.736836196,
129,17:50:02:953,6.45E-05,1.41E-05,0.002177625,5.32E-05,0.041165433,0.02995566,0.359146074,0.712555952,0.72768966,8.724457648,
130,17:50:03:479,1.13E-05,-1.26E-05,0.002823999,0.000178849,0.053524441,0.038926515,0.466044137,0.711723462,0.727266166,8.707127517,
131,17:50:04:006,1.48E-05,3.48E-05,0.003613158,0.000233809,0.068437349,0.049730398,0.597288137,0.710674007,0.726655823,8.727517166,
132,17:50:04:532,-0.000159833,-7.04E-05,0.004291207,0.000195503,0.081367878,0.059197768,0.710962134,0.710741036,0.727532414,8.737626638,
133,17:50:05:059,1.56E-06,2.32E-05,0.004854724,0.000224292,0.09131193,0.066401709,0.798022241,0.710944712,0.727196428,8.739517846,
134,17:50:05:585,-1.99E-06,-7.73E-05,0.004968794,0.000275923,0.092338181,0.067322111,0.807332071,0.711812186,0.729082056,8.74320962,
135,17:50:06:111,0.00010831,-5.40E-05,0.005350703,0.000280206,0.099693852,0.072633378,0.870574538,0.711984484,0.72856427,8.732479729,
136,17:50:06:638,-2.21E-05,-9.57E-05,0.005648978,0.000284489,0.105316809,0.076569099,0.919239024,0.710496954,0.727035885,8.728322056,
137,17:50:07:164,-4.35E-06,2.20E-06,0.005828176,0.000290676,0.108047269,0.07859254,0.944200557,0.710940923,0.727390347,8.738773025,
138,17:50:07:692,-4.86E-05,3.39E-05,0.005704039,0.000364203,0.106980706,0.07791527,0.934675209,0.71180747,0.728311423,8.736857709,
139,17:50:08:219,-3.23E-05,5.98E-05,0.00558775,0.000323512,0.101889949,0.074179742,0.890721673,0.711572239,0.728037873,8.741997445,
140,17:50:08:746,-3.64E-06,5.05E-05,0.005509914,0.000314232,0.101931649,0.074053656,0.889258331,0.710790474,0.72650307,8.724064958,
141,17:50:09:272,3.81E-07,6.22E-05,0.005876601,0.000392521,0.109163361,0.079603326,0.954449094,0.712492763,0.729212853,8.74330986,
142,17:50:09:799,3.87E-05,-7.64E-05,0.006562868,0.000265454,0.12030586,0.087511727,1.050303601,0.711130998,0.72741034,8.730277984,
143,17:50:10:325,-3.25E-05,1.79E-05,0.006894298,0.000294959,0.127767981,0.093049849,1.11628089,0.712104284,0.72827205,8.736781182,
144,17:50:10:852,2.04E-06,-8.96E-07,0.007674484,0.000590291,0.141290777,0.10278443,1.233382364,0.710801079,0.727467373,8.729390499,
145,17:50:11:378,3.23E-05,-6.95E-05,0.00793049,0.0004513,0.146932255,0.107028644,1.283673969,0.711615241,0.728421707,8.736502224,
146,17:50:11:906,-5.76E-05,4.74E-05,0.007662118,0.000429406,0.141585746,0.1029804,1.236557825,0.711141866,0.727335928,8.733632165,
147,17:50:12:433,5.25E-05,-7.33E-06,0.007156431,0.000353495,0.133295916,0.096913903,1.164734745,0.710621747,0.727058301,8.737962694,
148,17:50:12:959,-1.36E-05,-9.09E-05,0.006683311,0.000300431,0.122972111,0.089492333,1.074474113,0.711007525,0.727744947,8.737543017,
149,17:50:13:486,2.29E-05,3.34E-05,0.006258145,0.000335172,0.118284115,0.086014888,1.033444097,0.710909602,0.727188839,8.73696434,
150,17:50:14:012,8.19E-06,-1.38E-05,0.006195929,0.000329937,0.114927411,0.083624442,1.004144167,0.711088131,0.727628345,8.737203416,
151,17:50:14:539,-2.71E-05,-1.11E-05,0.00628593,0.000286869,0.115081246,0.083730519,1.004850449,0.711428212,0.727577441,8.731661188,
152,17:50:15:065,-3.09E-05,-7.59E-05,0.006164348,0.000252606,0.112888444,0.082182644,0.986497702,0.711326843,0.727998727,8.73869517,
153,17:50:15:592,3.19E-05,6.25E-06,0.00597678,0.000308284,0.109560802,0.07962985,0.956891426,0.710545316,0.726809664,8.733884821,
154,17:50:16:118,-1.75E-06,-6.19E-05,0.005838383,0.00020954,0.108596949,0.079019254,0.948771984,0.711237727,0.727637879,8.736635693,
155,17:50:16:644,9.91E-05,-2.71E-05,0.006180732,0.000322323,0.115191852,0.083792219,1.006233381,0.710921256,0.727414458,8.735282573,
156,17:50:17:171,1.96E-05,-1.57E-05,0.006226324,0.000423219,0.116550041,0.084813131,1.018126224,0.710916495,0.727697133,8.735528665,
157,17:50:17:697,-1.41E-05,-2.47E-05,0.006272393,0.000313281,0.116153254,0.084491424,1.015657277,0.710609609,0.727413315,8.744113817,
158,17:50:18:225,-9.56E-06,-4.33E-05,0.006276905,0.000232143,0.116688432,0.084995753,1.019650954,0.71200535,0.728399132,8.738235085,
159,17:50:18:752,1.72E-05,-8.75E-06,0.00631134,0.000432262,0.117458243,0.085333966,1.024403221,0.710343898,0.726504703,8.721424673,
160,17:50:19:278,-3.23E-05,2.36E-05,0.006569519,0.000313994,0.120107074,0.087377847,1.049192253,0.711313173,0.727499593,8.735474258,
161,17:50:19:805,-3.44E-05,2.44E-06,0.00649517,0.000361347,0.118546441,0.086320865,1.035562627,0.711688695,0.728160749,8.735501589,
162,17:50:20:331,4.88E-06,-0.000144708,0.006453129,0.000336362,0.118440408,0.086146638,1.03376864,0.710572211,0.727341616,8.728175278,
163,17:50:20:858,8.30E-05,-1.49E-05,0.006310865,0.000372769,0.117230994,0.085198922,1.023215617,0.710483268,0.726761059,8.728200447,
164,17:50:21:384,5.10E-05,8.39E-06,0.006151526,0.00023595,0.113474428,0.082469525,0.991730491,0.710565056,0.726767492,8.739682664,
165,17:50:21:911,-0.000105879,-6.61E-06,0.006144165,0.000255223,0.114185642,0.082898537,0.99560944,0.710516436,0.725997905,8.719217397,
166,17:50:22:437,2.33E-05,-1.18E-05,0.006249359,0.000255937,0.115386747,0.083690769,1.007398948,0.709351887,0.725306598,8.730629598,
167,17:50:22:963,-2.97E-05,-4.61E-05,0.006414414,0.000352781,0.11906133,0.086368698,1.037696651,0.70961921,0.725413518,8.715648107,
168,17:50:23:490,-3.09E-05,-1.88E-05,0.006458829,0.000254509,0.119087977,0.086767795,1.040058884,0.712460448,0.728602476,8.733533889,
169,17:50:24:016,3.21E-05,8.39E-06,0.006463104,0.000336838,0.12073304,0.087839169,1.054587869,0.711244746,0.727548723,8.734873836,
170,17:50:24:544,-6.80E-05,-8.85E-05,0.006491845,0.000350401,0.121494479,0.088541567,1.061280464,0.711939084,0.728770293,8.735215543,
171,17:50:25:071,-6.85E-05,-5.28E-05,0.006768841,0.000368962,0.124481123,0.090667818,1.087603649,0.711605949,0.728366005,8.737097012,
172,17:50:25:597,-2.02E-05,3.39E-05,0.00676789,0.000288058,0.125831933,0.091483234,1.098684286,0.71118865,0.727027167,8.731363028,
173,17:50:26:124,-2.52E-05,-5.11E-05,0.006783809,0.000294483,0.126184398,0.09180914,1.102458504,0.711103539,0.727579175,8.736884445,
174,17:50:26:651,-4.55E-05,6.17E-05,0.006847012,0.000287344,0.127438846,0.092719251,1.112024736,0.712067652,0.72755878,8.72594797,
175,17:50:27:177,0.000115884,-7.49E-05,0.006771454,0.000426788,0.126155417,0.091966866,1.102515985,0.711869473,0.72899657,8.739347162,
176,17:50:27:703,-1.10E-05,1.25E-06,0.006524387,0.000348735,0.121277474,0.088224903,1.060120567,0.710830459,0.727463231,8.741281758,
177,17:50:28:230,2.52E-05,-4.23E-06,0.006591136,0.000390855,0.122629821,0.089278308,1.071170575,0.711496661,0.728030975,8.734992548,
178,17:50:28:756,-4.46E-05,8.74E-05,0.006667393,0.00031685,0.12312508,0.089554398,1.075723154,0.711413204,0.727344892,8.736832098,
179,17:50:29:283,0.000126772,4.43E-05,0.006803292,0.000319705,0.124417519,0.090399988,1.084897345,0.711169951,0.726585685,8.719811739,
