id,Time,x,y,z
PositionLog0, 13:55:30.741,34759,54243,20613
PositionLog1, 13:55:33.372,34759,54176,20613
PositionLog2, 13:55:35.390,34759,54121,20613
PositionLog3, 13:55:38.571,34759,54054,20613
PositionLog4, 13:55:41.270,34759,53978,20613
PositionLog5, 13:55:43.579,34759,53929,20613
PositionLog6, 13:55:46.383,34759,53855,20613
PositionLog7, 13:55:48.414,34759,53806,20613
PositionLog8, 13:55:50.471,34759,53754,20613
PositionLog9, 13:55:53.420,34759,53682,20613
PositionLog10, 13:55:55.607,34759,53629,20613
PositionLog11, 13:55:58.431,34759,53559,20613
PositionLog12, 13:56:00.458,34759,53504,20613
PositionLog13, 13:56:03.851,34759,53434,20613
PositionLog14, 13:56:06.437,34759,53355,20613
PositionLog15, 13:56:08.492,34759,53299,20613
PositionLog16, 13:56:11.675,34759,53232,20613
PositionLog17, 13:56:14.478,34759,53154,20613
PositionLog18, 13:56:16.520,34759,53109,20613
PositionLog19, 13:56:18.547,34759,53055,20613
PositionLog20, 13:56:21.552,34760,52985,20613
PositionLog21, 13:56:23.612,34760,52930,20613
PositionLog22, 13:56:26.602,34760,52863,20613
PositionLog23, 13:56:28.858,34760,52810,20613
PositionLog24, 13:56:31.685,34759,52729,20613
PositionLog25, 13:56:34.651,34759,52665,20613
PositionLog26, 13:56:36.880,34760,52603,20613
PositionLog27, 13:56:39.681,34761,52543,20613
PositionLog28, 13:56:41.718,34762,52487,20613
PositionLog29, 13:56:45.067,34769,52404,20613
PositionLog30, 13:56:47.635,34775,52345,20613
PositionLog31, 13:56:49.872,34782,52287,20613
PositionLog32, 13:56:52.749,34790,52224,20613
PositionLog33, 13:56:55.738,34800,52144,20613
PositionLog34, 13:56:58.917,34809,52077,20613
PositionLog35, 13:57:01.767,34819,52000,20613
PositionLog36, 13:57:04.765,34829,51921,20613
PositionLog37, 13:57:06.989,34835,51876,20613
PositionLog38, 13:57:09.793,34844,51797,20613
PositionLog39, 13:57:12.852,34852,51727,20613
PositionLog40, 13:57:14.994,34858,51671,20613
PositionLog41, 13:57:17.103,34862,51631,20613
PositionLog42, 13:57:19.285,34866,51567,20613
PositionLog43, 13:57:21.974,34870,51510,20613
PositionLog44, 13:57:24.942,34872,51430,20613
PositionLog45, 13:57:27.140,34872,51386,20613
PositionLog46, 13:57:29.944,34874,51308,20613
PositionLog47, 13:57:31.993,34874,51261,20613
PositionLog48, 13:57:34.988,34874,51183,20613
PositionLog49, 13:57:37.017,34874,51136,20613
PositionLog50, 13:57:39.062,34873,51082,20613
PositionLog51, 13:57:41.932,34872,51012,20613
PositionLog52, 13:57:44.176,34871,50958,20613
PositionLog53, 13:57:46.950,34870,50888,20613
PositionLog54, 13:57:48.983,34869,50834,20613
PositionLog55, 13:57:52.205,34867,50764,20613
PositionLog56, 13:57:55.024,34858,50690,20613
PositionLog57, 13:57:57.214,34850,50643,20613
PositionLog58, 13:58:00.011,34838,50569,20613
PositionLog59, 13:58:02.080,34830,50516,20613
PositionLog60, 13:58:04.911,34824,50447,20613
PositionLog61, 13:58:07.078,34828,50395,20613
PositionLog62, 13:58:09.087,34836,50351,20613
PositionLog63, 13:58:11.123,34847,50299,20613
PositionLog64, 13:58:13.126,34858,50251,20613
PositionLog65, 13:58:16.121,34877,50179,20613
PositionLog66, 13:58:18.293,34888,50134,20613
PositionLog67, 13:58:21.157,34907,50061,20613
PositionLog68, 13:58:24.144,34925,49994,20613
PositionLog69, 13:58:26.189,34938,49941,20613
PositionLog70, 13:58:29.179,34950,49874,20613
PositionLog71, 13:58:31.391,34960,49820,20613
PositionLog72, 13:58:34.277,34973,49745,20613
PositionLog73, 13:58:37.303,34985,49677,20613
PositionLog74, 13:58:39.498,34995,49623,20613
PositionLog75, 13:58:42.300,35007,49555,20613
PositionLog76, 13:58:44.333,35016,49501,20613
PositionLog77, 13:58:46.394,35024,49457,20613
PositionLog78, 13:58:49.389,35037,49378,20613
PositionLog79, 13:58:51.542,35045,49334,20613
PositionLog80, 13:58:54.269,35058,49257,20613
PositionLog81, 13:58:56.598,35066,49211,20613
PositionLog82, 13:58:59.436,35079,49134,20613
PositionLog83, 13:59:02.471,35092,49057,20613
PositionLog84, 13:59:04.666,35100,49011,20613
PositionLog85, 13:59:07.473,35113,48933,20613
PositionLog86, 13:59:09.687,35120,48888,20613
PositionLog87, 13:59:11.724,35130,48829,20613
PositionLog88, 13:59:13.744,35137,48788,20613
PositionLog89, 13:59:16.397,35150,48711,20613
PositionLog90, 13:59:18.731,35157,48665,20613
PositionLog91, 13:59:21.543,35170,48587,20613
PositionLog92, 13:59:23.578,35178,48541,20613
PositionLog93, 13:59:25.584,35187,48489,20613
PositionLog94, 13:59:27.782,35194,48443,20613
PositionLog95, 13:59:30.632,35207,48367,20613
PositionLog96, 13:59:32.672,35214,48322,20613
PositionLog97, 13:59:34.691,35223,48268,20613
PositionLog98, 13:59:36.934,35231,48220,20613
PositionLog99, 13:59:39.732,35243,48146,20613
PositionLog100, 13:59:41.745,35250,48100,20613
PositionLog101, 13:59:43.756,35259,48048,20613
PositionLog102, 13:59:45.965,35267,48001,20613
PositionLog103, 13:59:48.794,35279,47926,20613
PositionLog104, 13:59:50.811,35287,47881,20613
PositionLog105, 13:59:52.839,35296,47829,20613
PositionLog106, 13:59:54.858,35304,47783,20613
PositionLog107, 13:59:58.034,35317,47706,20613
PositionLog108, 14:00:00.872,35330,47630,20613
PositionLog109, 14:00:02.902,35337,47584,20613
PositionLog110, 14:00:06.156,35350,47508,20613
PositionLog111, 14:00:08.890,35361,47440,20613
PositionLog112, 14:00:10.989,35370,47383,20613
PositionLog113, 14:00:13.906,35380,47317,20613
PositionLog114, 14:00:16.234,35388,47260,20613
PositionLog115, 14:00:18.944,35397,47195,20613
PositionLog116, 14:00:21.179,35405,47140,20613
PositionLog117, 14:00:24.000,35414,47074,20613
PositionLog118, 14:00:26.054,35420,47021,20613
PositionLog119, 14:00:28.067,35425,46975,20613
PositionLog120, 14:00:30.302,35430,46923,20613
PositionLog121, 14:00:33.270,35435,46855,20613
PositionLog122, 14:00:36.099,35439,46778,20613
PositionLog123, 14:00:38.133,35441,46724,20613
PositionLog124, 14:00:41.133,35442,46654,20613
PositionLog125, 14:00:43.347,35443,46600,20613
PositionLog126, 14:00:46.185,35444,46530,20613
PositionLog127, 14:00:48.396,35445,46475,20613
PositionLog128, 14:00:51.235,35445,46398,20613
PositionLog129, 14:00:54.224,35445,46329,20613
PositionLog130, 14:00:57.444,35444,46251,20613
PositionLog131, 14:01:00.266,35444,46174,20613
PositionLog132, 14:01:03.273,35443,46103,20613
PositionLog133, 14:01:05.466,35443,46057,20613
PositionLog134, 14:01:08.291,35442,45979,20613
PositionLog135, 14:01:10.480,35442,45931,20613
PositionLog136, 14:01:13.316,35441,45854,20613
PositionLog137, 14:01:15.344,35441,45800,20613
PositionLog138, 14:01:17.352,35441,45754,20613
PositionLog139, 14:01:20.340,35441,45677,20613
PositionLog140, 14:01:23.547,35441,45605,20613
