id,Time,x,y,z
PositionLog0, 20:40:02.686,35750,37028,20799
PositionLog1, 20:40:04.999,35773,36962,20799
PositionLog2, 20:40:07.115,35790,36911,20799
PositionLog3, 20:40:09.996,35813,36845,20799
PositionLog4, 20:40:12.027,35828,36803,20799
PositionLog5, 20:40:15.153,35854,36725,20799
PositionLog6, 20:40:18.188,35876,36661,20799
PositionLog7, 20:40:21.058,35899,36592,20799
PositionLog8, 20:40:23.074,35915,36544,20799
PositionLog9, 20:40:26.226,35937,36475,20799
PositionLog10, 20:40:29.001,35959,36404,20799
PositionLog11, 20:40:31.016,35973,36359,20799
PositionLog12, 20:40:33.070,35986,36314,20799
PositionLog13, 20:40:36.280,36005,36237,20799
PositionLog14, 20:40:38.982,36018,36175,20799
PositionLog15, 20:40:41.265,36030,36118,20799
PositionLog16, 20:40:44.116,36043,36049,20799
PositionLog17, 20:40:47.104,36055,35983,20799
PositionLog18, 20:40:49.129,36065,35930,20799
PositionLog19, 20:40:51.192,36074,35882,20799
PositionLog20, 20:40:53.204,36081,35844,20799
PositionLog21, 20:40:55.325,36094,35784,20799
PositionLog22, 20:40:58.477,36106,35726,20799
PositionLog23, 20:41:01.144,36122,35653,20799
PositionLog24, 20:41:03.316,36132,35608,20799
PositionLog25, 20:41:06.356,36148,35534,20799
PositionLog26, 20:41:08.488,36161,35474,20799
PositionLog27, 20:41:11.337,36175,35415,20799
PositionLog28, 20:41:13.501,36187,35356,20799
PositionLog29, 20:41:16.535,36200,35296,20799
PositionLog30, 20:41:19.428,36216,35222,20799
PositionLog31, 20:41:22.419,36233,35142,20799
PositionLog32, 20:41:25.601,36246,35078,20799
PositionLog33, 20:41:28.375,36260,35004,20799
PositionLog34, 20:41:31.367,36271,34943,20799
PositionLog35, 20:41:33.576,36281,34882,20799
PositionLog36, 20:41:36.259,36289,34823,20799
PositionLog37, 20:41:38.564,36295,34763,20799
PositionLog38, 20:41:41.388,36300,34700,20799
PositionLog39, 20:41:43.476,36304,34645,20799
PositionLog40, 20:41:46.251,36308,34581,20799
PositionLog41, 20:41:48.673,36311,34526,20799
PositionLog42, 20:41:51.471,36316,34456,20799
PositionLog43, 20:41:53.585,36319,34399,20799
PositionLog44, 20:41:56.497,36324,34323,20799
PositionLog45, 20:41:59.469,36330,34255,20799
PositionLog46, 20:42:01.708,36335,34196,20799
PositionLog47, 20:42:04.800,36342,34133,20799
PositionLog48, 20:42:07.532,36353,34055,20799
PositionLog49, 20:42:09.580,36360,34014,20799
PositionLog50, 20:42:12.607,36377,33936,20799
PositionLog51, 20:42:14.955,36386,33896,20799
PositionLog52, 20:42:17.647,36405,33819,20799
PositionLog53, 20:42:19.678,36415,33779,20799
PositionLog54, 20:42:22.539,36434,33705,20799
PositionLog55, 20:42:24.617,36446,33659,20799
PositionLog56, 20:42:26.667,36461,33603,20799
PositionLog57, 20:42:29.621,36479,33539,20799
PositionLog58, 20:42:31.857,36495,33478,20799
PositionLog59, 20:42:34.573,36511,33420,20799
PositionLog60, 20:42:36.613,36526,33363,20799
PositionLog61, 20:42:39.836,36543,33299,20799
PositionLog62, 20:42:42.652,36562,33225,20799
PositionLog63, 20:42:45.551,36580,33157,20799
PositionLog64, 20:42:47.659,36592,33107,20799
PositionLog65, 20:42:49.976,36603,33058,20799
PositionLog66, 20:42:52.693,36619,32989,20799
PositionLog67, 20:42:54.728,36628,32938,20799
PositionLog68, 20:42:56.764,36634,32891,20799
PositionLog69, 20:42:58.773,36635,32847,20799
PositionLog70, 20:43:01.967,36637,32771,20799
PositionLog71, 20:43:04.743,36637,32693,20799
PositionLog72, 20:43:06.964,36637,32650,20799
PositionLog73, 20:43:09.752,36637,32576,20799
PositionLog74, 20:43:11.768,36638,32530,20799
PositionLog75, 20:43:13.769,36641,32485,20799
PositionLog76, 20:43:15.972,36649,32433,20799
PositionLog77, 20:43:18.881,36662,32360,20799
PositionLog78, 20:43:20.933,36671,32312,20799
PositionLog79, 20:43:24.045,36686,32240,20799
PositionLog80, 20:43:26.837,36700,32171,20799
PositionLog81, 20:43:28.886,36710,32122,20799
PositionLog82, 20:43:30.918,36720,32078,20799
PositionLog83, 20:43:32.975,36732,32025,20799
PositionLog84, 20:43:35.020,36742,31976,20799
PositionLog85, 20:43:38.242,36759,31903,20799
PositionLog86, 20:43:40.905,36776,31827,20799
PositionLog87, 20:43:43.305,36787,31778,20799
PositionLog88, 20:43:46.130,36804,31705,20799
PositionLog89, 20:43:49.148,36819,31640,20799
PositionLog90, 20:43:51.359,36832,31585,20799
PositionLog91, 20:43:54.120,36847,31519,20799
PositionLog92, 20:43:56.139,36860,31468,20799
PositionLog93, 20:43:58.168,36870,31424,20799
PositionLog94, 20:44:00.198,36882,31371,20799
