Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
686,16:09:18:266,-9.75E-06,1.64E-05,0.005633914,0.000392874,0.10591719,0.077259455,0.926619397,0.712212498,0.729432635,8.748527037,
687,16:09:18:792,-4.78E-06,7.47E-05,0.005612315,0.000447369,0.104331961,0.075916705,0.911316686,0.711118564,0.72764572,8.73477964,
688,16:09:19:319,9.19E-06,-4.29E-05,0.005364311,0.000394778,0.102718595,0.074792664,0.897439886,0.711042922,0.728131685,8.736878515,
689,16:09:19:845,-1.38E-05,4.85E-05,0.005348887,0.000327911,0.100675751,0.073218905,0.878622151,0.711338847,0.727274479,8.727247025,
690,16:09:20:373,4.22E-06,1.71E-05,0.005216961,0.000425951,0.098468031,0.071797297,0.861253587,0.711778995,0.729143223,8.746530021,
691,16:09:20:900,-1.78E-05,-6.60E-05,0.00517212,0.000291506,0.097625217,0.070906288,0.85170539,0.709973936,0.726311191,8.724235527,
692,16:09:21:427,-2.25E-05,-5.72E-05,0.005201777,0.000334574,0.097019396,0.07061301,0.84725118,0.710968186,0.727823633,8.73280202,
693,16:09:21:953,-1.99E-05,-3.39E-05,0.005141753,0.000302689,0.096631617,0.070356127,0.844762778,0.711101346,0.728086,8.742095033,
694,16:09:22:480,6.55E-05,-4.13E-05,0.005322073,0.000417147,0.100288295,0.073028352,0.875131912,0.71141552,0.728184205,8.726162037,
695,16:09:23:006,1.75E-05,1.33E-05,0.005446655,0.000467836,0.101745757,0.074042294,0.888527483,0.710817339,0.727718735,8.732820999,
696,16:09:23:532,6.82E-06,1.18E-05,0.005141753,0.00041905,0.097906736,0.07137726,0.855397845,0.712057784,0.729033192,8.736864097,
697,16:09:24:059,2.58E-05,3.30E-05,0.005149345,0.000441896,0.097532626,0.070817157,0.852453665,0.709060575,0.726086849,8.740189807,
698,16:09:24:585,-3.37E-05,-1.91E-05,0.005201777,0.000437374,0.098312277,0.071616949,0.859349887,0.711084677,0.728463942,8.741023164,
699,16:09:25:112,8.71E-06,-5.29E-05,0.00531448,0.000424524,0.101016234,0.073577774,0.883138603,0.710847292,0.728375737,8.742541359,
700,16:09:25:640,1.68E-05,-4.60E-06,0.005239027,0.000419526,0.098788731,0.071843117,0.863381286,0.710105457,0.727239999,8.739673795,
701,16:09:26:167,-0.000102048,-2.70E-05,0.005203438,0.00046379,0.098832617,0.071971616,0.864315857,0.710529,0.728217251,8.745249155,
702,16:09:26:693,5.20E-05,-8.75E-05,0.005168087,0.000451177,0.097762888,0.071103711,0.853071764,0.71011735,0.727307799,8.725926352,
703,16:09:27:220,-4.60E-05,-3.15E-05,0.005258008,0.000362177,0.097972262,0.071211038,0.856153173,0.709823427,0.726848975,8.738730281,
704,16:09:27:746,2.01E-05,-1.84E-05,0.005107591,0.000287699,0.096769899,0.070365811,0.845258115,0.710637638,0.727145645,8.734721458,
705,16:09:28:273,-9.21E-05,4.40E-05,0.005071057,0.000414767,0.096818463,0.070454418,0.844962583,0.711329764,0.727696101,8.727287752,
706,16:09:28:799,-2.51E-05,-2.96E-05,0.005214352,0.000348851,0.098114168,0.071321284,0.857223057,0.710032365,0.726921363,8.736995671,
707,16:09:29:325,3.05E-05,-4.03E-05,0.005305938,0.000454271,0.099989097,0.072703161,0.872860871,0.710078062,0.727110883,8.729560493,
708,16:09:29:851,4.69E-06,-4.17E-05,0.005255398,0.000424524,0.099624597,0.072597132,0.870088211,0.711573121,0.728706903,8.733668543,
709,16:09:30:378,2.03E-05,-3.53E-05,0.00521625,0.000324342,0.099757352,0.07262479,0.870784881,0.711520705,0.728014415,8.729029614,
710,16:09:30:906,3.98E-06,-0.000101273,0.005095255,0.000412387,0.096569753,0.070250585,0.843823635,0.709818399,0.727459504,8.737970289,
711,16:09:31:433,1.98E-05,-7.39E-05,0.005088375,0.000416909,0.094671528,0.06896026,0.826836475,0.711026419,0.728416051,8.733739652,
712,16:09:31:959,1.98E-05,-5.29E-05,0.005067736,0.000318155,0.096866289,0.070697037,0.846497382,0.712783361,0.729841494,8.73882332,
713,16:09:32:486,4.89E-05,5.45E-05,0.005150056,0.000442372,0.097466143,0.070922516,0.851397451,0.710925565,0.727663106,8.735314906,
714,16:09:33:013,7.07E-05,3.25E-05,0.005198218,0.000412863,0.09915269,0.072202956,0.865785314,0.711611736,0.728199671,8.731838861,
715,16:09:33:539,0.000103152,-1.50E-06,0.00541889,0.000476165,0.102453567,0.074378715,0.89481565,0.708965692,0.725974874,8.733865287,
716,16:09:34:065,7.76E-05,-1.77E-05,0.005539212,0.000349327,0.105005637,0.076405657,0.916571362,0.711233039,0.727633855,8.728782421,
717,16:09:34:592,-4.86E-05,-0.000135083,0.005558911,0.000517575,0.10275145,0.074783927,0.89703646,0.710037503,0.727813832,8.73015861,
718,16:09:35:118,0.000135581,-6.82E-05,0.005549892,0.000399775,0.105244141,0.076593329,0.919303362,0.710654612,0.727768104,8.734959997,
719,16:09:35:644,2.65E-05,-4.06E-05,0.005533516,0.000415957,0.105201379,0.07647372,0.919115977,0.709844823,0.726926975,8.736729325,
720,16:09:36:171,-4.48E-05,3.25E-05,0.005446893,0.000407152,0.103482938,0.0753141,0.90382887,0.711203075,0.72779244,8.734085943,
721,16:09:36:699,-2.32E-05,2.18E-05,0.005736221,0.00036408,0.106679037,0.077716314,0.931631631,0.712088708,0.728505961,8.733033762,
722,16:09:37:225,7.10E-05,-1.65E-05,0.005735746,0.000432377,0.107464975,0.078073743,0.938867922,0.709543288,0.726504083,8.736501523,
723,16:09:37:752,4.45E-06,-6.08E-05,0.005934931,0.000471881,0.110032508,0.080003737,0.961503467,0.709713579,0.727091825,8.738358171,
724,16:09:38:278,-5.42E-05,3.45E-05,0.005855157,0.000487112,0.111334167,0.081077344,0.972189576,0.711537656,0.728234161,8.7321763,
725,16:09:38:804,-5.87E-05,-0.000101511,0.00604273,0.000408342,0.111524046,0.081170457,0.974801589,0.710383315,0.727829204,8.740730147,
726,16:09:39:331,-1.07E-05,-2.65E-05,0.005773491,0.000391922,0.107579672,0.078347428,0.939970985,0.711334116,0.728273532,8.737440502,
727,16:09:39:858,-2.89E-05,2.37E-05,0.005740019,0.000455461,0.106787953,0.077650236,0.932677028,0.710392734,0.727144159,8.733916143,
728,16:09:40:384,6.58E-05,-8.48E-05,0.005480117,0.000354562,0.10363795,0.075522943,0.90534033,0.711610851,0.728718993,8.735606266,
729,16:09:40:911,7.45E-05,-8.37E-05,0.005534228,0.000403344,0.105281219,0.076637821,0.919999133,0.710576546,0.7279344,8.7384924,
730,16:09:41:437,6.74E-05,-4.51E-05,0.005585969,0.000432377,0.10567136,0.076949563,0.922822389,0.711166227,0.728196962,8.732947014,
731,16:09:41:963,7.53E-06,-2.75E-05,0.005685422,0.000419764,0.10744392,0.07802198,0.938332757,0.709334021,0.726164682,8.733232695,
732,16:09:42:490,4.22E-06,9.45E-06,0.00554918,0.000454509,0.105300995,0.076649248,0.920129237,0.710872291,0.727906214,8.738086856,
733,16:09:43:018,8.71E-06,-4.13E-05,0.005481541,0.000417147,0.103171004,0.075207752,0.90200732,0.711541281,0.728962099,8.742837484,
734,16:09:43:545,3.03E-05,5.28E-05,0.005516428,0.000444514,0.103136158,0.075099715,0.901404209,0.711286386,0.728160877,8.739943626,
735,16:09:44:071,-4.38E-05,-2.56E-05,0.005455436,0.000290078,0.101703556,0.073857273,0.887521027,0.710062562,0.726201481,8.726548672,
736,16:09:44:598,9.58E-05,-3.17E-06,0.005457097,0.000512577,0.102532846,0.074551699,0.894782617,0.710211705,0.727100652,8.726790034,
737,16:09:45:125,-6.11E-05,-2.20E-05,0.005407736,0.000421192,0.103440171,0.075384762,0.903169769,0.711928786,0.72877646,8.731325185,
738,16:09:45:651,-1.92E-05,2.02E-05,0.005434552,0.000360511,0.103317814,0.075301473,0.902421955,0.712316412,0.728833398,8.734427521,
739,16:09:46:177,6.82E-06,-1.82E-05,0.005533042,0.000470453,0.102532846,0.074477941,0.895641716,0.709242038,0.726381289,8.735168806,
740,16:09:46:704,6.81E-05,1.47E-05,0.00543479,0.000315062,0.102778378,0.074855037,0.897159335,0.712167179,0.728315032,8.729066888,
741,16:09:47:230,1.94E-05,-3.63E-05,0.005376413,0.000422144,0.100840754,0.073458784,0.880869113,0.711332378,0.728463255,8.735249133,
742,16:09:47:758,7.66E-05,-0.000136987,0.005340819,0.000397871,0.101700841,0.074038898,0.888143498,0.710536717,0.728006748,8.732902211,
743,16:09:48:283,5.46E-05,-7.13E-05,0.005440248,0.000434757,0.102323671,0.07442772,0.894249379,0.709882204,0.727375393,8.739418478,
744,16:09:48:811,-4.69E-05,-5.15E-05,0.005196083,0.00030602,0.097994926,0.071362963,0.856262807,0.711324247,0.728231203,8.737827967,
745,16:09:49:338,4.93E-06,-3.17E-05,0.005227164,0.000411435,0.099279465,0.072096737,0.866198456,0.709583901,0.726199897,8.724850169,
746,16:09:49:864,6.98E-05,-2.94E-05,0.005322548,0.000431187,0.099856312,0.072747322,0.872627932,0.711225092,0.728520016,8.738835938,
747,16:09:50:390,-1.47E-06,3.04E-05,0.005404889,0.000382165,0.100520653,0.07297714,0.878462082,0.709278276,0.725991505,8.739120358,
748,16:09:50:917,-7.55E-07,-1.67E-05,0.005380921,0.000439754,0.09983805,0.072684477,0.871242692,0.711282591,0.72802381,8.726559604,
749,16:09:51:443,-1.16E-05,-4.46E-05,0.005237129,0.000438564,0.100340145,0.073079325,0.876554645,0.711043753,0.728315916,8.73583196,
750,16:09:51:970,-9.42E-05,-0.000135321,0.005353632,0.000397395,0.100763684,0.073149962,0.878888974,0.708958021,0.725955612,8.722279101,
751,16:09:52:496,7.31E-05,-2.60E-05,0.005454961,0.000466646,0.103036323,0.074908677,0.901113605,0.709412204,0.727012328,8.745591629,
752,16:09:53:023,4.33E-05,-6.17E-05,0.00540038,0.000434757,0.102716866,0.074596587,0.896872643,0.709152014,0.726235042,8.731503201,
753,16:09:53:549,-1.50E-05,1.30E-05,0.005400855,0.00046379,0.101741561,0.074045931,0.889162495,0.710624255,0.727784498,8.739422538,
754,16:09:54:077,5.42E-05,-0.000111749,0.005356243,0.000455223,0.100641667,0.073337138,0.879503196,0.710852675,0.728695578,8.738956943,
755,16:09:54:604,1.68E-05,-0.000101749,0.005246619,0.000387163,0.101770931,0.074124994,0.888641874,0.711156591,0.728351343,8.731784889,
756,16:09:55:130,4.28E-07,-1.34E-05,0.005543484,0.000406914,0.104666023,0.076128102,0.914344181,0.710460065,0.727343025,8.735826178,
757,16:09:55:656,3.05E-05,2.06E-05,0.005535652,0.000452367,0.10384838,0.075647784,0.907749843,0.711320833,0.728444523,8.741107403,
758,16:09:56:183,2.43E-05,-6.37E-05,0.005159309,0.000370029,0.097036656,0.070711082,0.848265112,0.711283012,0.728704855,8.741697677,
759,16:09:56:710,0.000125403,-3.06E-05,0.005215063,0.000467836,0.097413698,0.070926876,0.852265543,0.710196338,0.728099617,8.748929156,
760,16:09:57:236,-7.55E-07,2.92E-05,0.005120876,0.000375265,0.095553846,0.069462459,0.83481548,0.710268517,0.726945717,8.736597333,
761,16:09:57:763,9.19E-06,1.25E-05,0.005259906,0.000448083,0.09951283,0.072283477,0.868014187,0.709954192,0.726373446,8.722635943,
762,16:09:58:289,2.32E-06,-9.60E-06,0.005372616,0.000484971,0.100629318,0.073136368,0.878711087,0.709720848,0.72678986,8.732157819,
763,16:09:58:815,-1.26E-05,1.73E-05,0.005346276,0.000496632,0.100123874,0.072779353,0.874603789,0.709791468,0.726893101,8.735217266,
764,16:09:59:342,0.000135344,-4.91E-05,0.005337022,0.000426427,0.100829391,0.073298049,0.881741181,0.709367769,0.72695122,8.744882536,
765,16:09:59:868,-7.72E-05,-6.10E-05,0.005308073,0.000408818,0.099750443,0.07245885,0.870057529,0.709738867,0.726401287,8.722342544,
766,16:10:00:396,0.000108123,3.40E-05,0.005338208,0.000400965,0.101392157,0.073764654,0.885639115,0.710909408,0.727518341,8.734789204,
767,16:10:00:921,1.14E-06,4.26E-05,0.005196794,0.000487588,0.10069724,0.073263331,0.87990027,0.710514717,0.727560474,8.738077352,
768,16:10:01:449,9.42E-06,-4.44E-05,0.005592377,0.000434995,0.104253781,0.07573693,0.909991972,0.709619653,0.726466988,8.728623204,
769,16:10:01:975,0.000124219,-0.000147939,0.005462556,0.000508532,0.101521442,0.073816054,0.887613711,0.708734695,0.727098157,8.743115641,
770,16:10:02:502,-2.73E-05,1.59E-05,0.005308785,0.000438326,0.100709096,0.073282754,0.880382384,0.71050869,0.727667677,8.74183586,
771,16:10:03:028,1.51E-05,-5.58E-05,0.005121588,0.000474975,0.097440782,0.070792696,0.850254142,0.709427237,0.726520197,8.725855076,
772,16:10:03:555,8.42E-05,-0.000142463,0.00529526,0.000342664,0.098019069,0.071303353,0.856746926,0.709772103,0.727443692,8.740614806,
773,16:10:04:082,0.0001112,-5.63E-05,0.005265601,0.000531617,0.100474226,0.073135397,0.878179267,0.710025645,0.727902067,8.740343663,
774,16:10:04:608,7.77E-06,-6.03E-06,0.00552426,0.000429521,0.103761335,0.075329154,0.905545765,0.709425303,0.725984824,8.727198515,
775,16:10:05:134,2.17E-05,2.71E-05,0.005580035,0.000443562,0.105291354,0.076608889,0.919849615,0.71077395,0.72758955,8.736231229,
776,16:10:05:661,2.79E-05,-6.56E-05,0.005527583,0.000352896,0.103966348,0.075720898,0.906887856,0.711862426,0.728321225,8.722898073,
777,16:10:06:187,7.76E-05,-5.58E-05,0.005482253,0.000431187,0.101571533,0.07382648,0.886604463,0.709878978,0.726842232,8.728867621,
778,16:10:06:713,4.78E-05,-1.72E-05,0.005304277,0.000443086,0.098205825,0.071616949,0.858689625,0.711729938,0.729253569,8.743774851,
779,16:10:07:240,6.76E-05,4.06E-05,0.005257771,0.000339095,0.099011382,0.0720366,0.864772474,0.711230148,0.727558773,8.734071329,
780,16:10:07:768,-1.87E-05,-1.94E-05,0.005059196,0.000399061,0.097708951,0.070988644,0.853510325,0.709573453,0.726531637,8.735231717,
781,16:10:08:295,0.000123982,8.02E-06,0.005240213,0.000418812,0.098316712,0.07152824,0.85843226,0.710800016,0.727528805,8.731295419,
782,16:10:08:821,-4.38E-05,7.35E-05,0.005269397,0.000370029,0.098090762,0.071269189,0.855984835,0.710622965,0.726563719,8.726457217,
783,16:10:09:347,4.89E-05,-4.46E-05,0.005324446,0.000392874,0.098859738,0.071897424,0.863743334,0.710119179,0.727266993,8.737058734,
784,16:10:09:874,5.53E-05,-6.48E-05,0.005177103,0.00057065,0.097618568,0.070996638,0.851349352,0.709937041,0.7272862,8.721182527,
785,16:10:10:401,2.76E-05,-9.10E-05,0.005329666,0.00036765,0.100236694,0.073006993,0.875069046,0.711328894,0.728345978,8.730026977,
786,16:10:10:927,-6.99E-05,-2.89E-05,0.005379972,0.000353372,0.09977586,0.072511007,0.871776421,0.709851709,0.726738977,8.737348082,
787,16:10:11:453,2.31E-05,-0.000121987,0.005513106,0.000446893,0.102581256,0.074618668,0.897264664,0.709291521,0.72741036,8.746867598,
788,16:10:11:980,1.38E-06,-2.01E-05,0.005430518,0.000360273,0.102809506,0.074708938,0.897461575,0.710183667,0.726673452,8.729363777,
789,16:10:12:506,2.46E-05,-5.96E-05,0.005296447,0.00040263,0.099580185,0.072458365,0.870395072,0.710224874,0.727638382,8.74064527,
790,16:10:13:033,3.83E-05,1.83E-06,0.005158123,0.00042024,0.097045286,0.070487103,0.848182198,0.709204564,0.726332058,8.740065902,
791,16:10:13:559,-3.84E-05,-5.06E-05,0.005267262,0.000411673,0.099843973,0.072710197,0.873165935,0.710640227,0.728238222,8.745304413,
792,16:10:14:087,-1.70E-06,3.26E-06,0.005248992,0.000398823,0.10028311,0.072898991,0.876226697,0.710042871,0.726931895,8.737530137,
793,16:10:14:612,-3.39E-05,-3.65E-05,0.005395159,0.000442848,0.103302489,0.075059174,0.90188454,0.709663243,0.726595991,8.7305209,
794,16:10:15:140,-1.80E-05,-2.63E-05,0.005435739,0.000367412,0.10173243,0.074031138,0.88897958,0.710743015,0.72770441,8.738408982,
795,16:10:15:667,2.48E-05,-5.77E-05,0.005607805,0.000471405,0.105436714,0.076705414,0.921003488,0.71017893,0.727501939,8.735130799,
796,16:10:16:193,7.26E-05,-3.60E-05,0.005648393,0.000485209,0.104591035,0.076003931,0.912964783,0.709675911,0.7266773,8.728900939,
797,16:10:16:720,-5.16E-05,4.28E-05,0.005762808,0.000360273,0.108511423,0.07896677,0.947814826,0.711401838,0.727727713,8.734700912,
798,16:10:17:246,-1.71E-05,-8.17E-06,0.005487949,0.000356942,0.102978008,0.074763784,0.898517504,0.709786737,0.726016994,8.725333899,
799,16:10:17:773,-3.93E-05,-5.89E-05,0.005410821,0.000307924,0.102796906,0.074768395,0.898297714,0.710446243,0.727340905,8.738567597,
800,16:10:18:299,3.69E-05,2.33E-05,0.005388278,0.000354086,0.101207385,0.073693861,0.884487648,0.711457366,0.728147076,8.739358783,
801,16:10:18:827,9.42E-06,-2.53E-05,0.005237366,0.000478783,0.100269284,0.072747565,0.874343215,0.708911033,0.725521936,8.71995072,
802,16:10:19:354,-1.26E-05,6.28E-05,0.005296921,0.000357656,0.099635947,0.072633525,0.871984643,0.711965355,0.728989153,8.751707246,
803,16:10:19:880,-2.73E-05,-3.94E-05,0.004992064,0.000385021,0.096198157,0.070083095,0.84131239,0.711013467,0.72852846,8.74561863,
804,16:10:20:407,-4.31E-06,-4.67E-05,0.005031916,0.000381214,0.095319719,0.069503412,0.833686501,0.711563014,0.7291609,8.746212364,
805,16:10:20:934,1.96E-05,-2.46E-05,0.005053977,0.000351945,0.095913882,0.069630641,0.837053512,0.709487476,0.725970425,8.727136243,
806,16:10:21:460,-1.21E-05,-2.39E-05,0.005153378,0.00038859,0.095703559,0.069518921,0.8360516,0.709398335,0.726398494,8.735846527,
807,16:10:21:986,-4.74E-05,-1.77E-05,0.005303802,0.000322676,0.097846633,0.071182207,0.854647325,0.710856323,0.727487545,8.734560418,
808,16:10:22:513,2.48E-05,1.11E-05,0.005248992,0.000380024,0.097636053,0.071219276,0.853871315,0.712247477,0.729436245,8.745450969,
809,16:10:23:039,-2.18E-05,-0.00010794,0.005215775,0.000379072,0.097327773,0.07087916,0.850589364,0.710647269,0.728252155,8.739431078,
810,16:10:23:567,-5.73E-05,-7.34E-05,0.005180187,0.000423334,0.098725372,0.072017444,0.862087936,0.712190778,0.729472497,8.732182183,
811,16:10:24:092,-5.09E-05,4.35E-05,0.005176865,0.000319107,0.096394288,0.070250585,0.842483967,0.712254938,0.728783691,8.739978124,
812,16:10:24:620,4.26E-05,-2.06E-05,0.005151005,0.000371219,0.09670852,0.070280358,0.844808754,0.709834077,0.726723542,8.735618661,
813,16:10:25:146,0.000101969,-4.46E-05,0.005127044,0.000352896,0.09581832,0.069581202,0.836782491,0.709326907,0.72617848,8.733011535,
814,16:10:25:673,-3.60E-06,-0.000141273,0.005192049,0.000522811,0.097498153,0.070918883,0.851183728,0.709413471,0.72738694,8.730254917,
815,16:10:26:199,-1.02E-05,1.75E-05,0.005192998,0.00045903,0.097926689,0.071454807,0.855962437,0.712395608,0.729676538,8.740849373,
816,16:10:26:726,1.68E-05,-4.65E-05,0.005235231,0.000419526,0.096204562,0.070029368,0.841440041,0.710206192,0.727921491,8.746363178,
817,16:10:27:253,-4.50E-05,-0.000129606,0.004955061,0.00044499,0.093555742,0.068020485,0.817417944,0.709077697,0.727058368,8.737229041,
818,16:10:27:779,-1.59E-05,1.97E-05,0.00511708,0.000476165,0.095303472,0.069220171,0.831512598,0.709653058,0.726313217,8.724893024,
819,16:10:28:305,4.14E-05,4.11E-05,0.005214589,0.000387163,0.098443631,0.071612586,0.860420066,0.710671761,0.727447626,8.740230903,
820,16:10:28:832,-2.80E-05,-9.34E-05,0.005459945,0.000483067,0.101771424,0.073987972,0.889042037,0.709350816,0.72700144,8.735674508,
821,16:10:29:358,0.000106703,3.97E-06,0.005427908,0.000391922,0.10050707,0.073319171,0.880088577,0.711803737,0.729492673,8.756484241,
822,16:10:29:884,0.000132267,-4.82E-05,0.005413906,0.000392874,0.100822227,0.073386183,0.881095579,0.710647525,0.727877027,8.739100512,
823,16:10:30:411,2.50E-05,3.04E-05,0.005173307,0.00033267,0.098000839,0.071225333,0.856295393,0.7102792,0.726782895,8.737633317,
824,16:10:30:939,3.14E-05,-8.51E-05,0.005272719,0.000331481,0.099340638,0.072329561,0.868403523,0.710763638,0.728096402,8.741674517,
825,16:10:31:465,5.16E-06,-2.41E-05,0.005153378,0.00046498,0.09861099,0.071763116,0.860281023,0.710944795,0.727739531,8.72398726,
826,16:10:31:992,4.54E-05,-3.29E-05,0.005406313,0.000356942,0.101113655,0.073646746,0.883043686,0.711590285,0.728356083,8.733179382,
827,16:10:32:519,5.42E-05,5.40E-05,0.005365734,0.000394302,0.102307373,0.074386478,0.893255674,0.71078835,0.727088145,8.731097729,
828,16:10:33:045,3.92E-05,-4.84E-06,0.005426721,0.000420954,0.101857315,0.074052964,0.889787601,0.710107192,0.727026467,8.735627848,
829,16:10:33:572,3.00E-05,-0.000113178,0.005576949,0.000328149,0.103596661,0.075379176,0.905860018,0.710133502,0.72762168,8.744104394,
830,16:10:34:098,5.98E-05,-3.17E-05,0.005686609,0.00034671,0.106625326,0.077488704,0.930770436,0.710289296,0.726738261,8.729356103,
831,16:10:34:625,4.69E-06,-8.17E-05,0.005693968,0.00037693,0.107014981,0.077803291,0.934667875,0.710017575,0.727031767,8.733990915,
832,16:10:35:151,6.67E-05,3.74E-06,0.005727675,0.000483067,0.106994926,0.077919433,0.935029779,0.711065028,0.72825354,8.739010507,
833,16:10:35:677,1.63E-05,6.73E-05,0.005929707,0.000400013,0.109107356,0.079301278,0.953259915,0.710410866,0.726818805,8.736898679,
834,16:10:36:204,-9.85E-05,0.000149955,0.005846848,0.000427379,0.109696692,0.079825764,0.958418754,0.711601151,0.727695273,8.736988634,
835,16:10:36:730,-1.12E-05,6.47E-05,0.005870114,0.000360987,0.110533831,0.080363673,0.966185824,0.710605947,0.727050461,8.741086901,
836,16:10:37:258,4.63E-05,4.21E-06,0.005864891,0.000384545,0.110590127,0.080510557,0.967004909,0.711029089,0.728008541,8.744043725,
837,16:10:37:783,-1.16E-05,-2.56E-05,0.005839013,0.000368126,0.107766979,0.078385351,0.941390328,0.710617302,0.727359635,8.735424645,
838,16:10:38:311,-4.52E-05,1.87E-05,0.006031332,0.00042381,0.11166927,0.08114535,0.974966044,0.710197649,0.726657833,8.730835628,
839,16:10:38:837,3.29E-05,-0.000142701,0.0060717,0.000313872,0.115044861,0.08357321,1.004576269,0.709564502,0.726440184,8.732039468,
840,16:10:39:364,3.57E-05,-2.17E-05,0.006241739,0.000299596,0.116630584,0.08475529,1.019043616,0.710253011,0.726698672,8.737361857,
841,16:10:39:891,-2.23E-05,-8.20E-05,0.006280452,0.000408818,0.117783247,0.085581461,1.028446975,0.709749184,0.726601306,8.731691473,
842,16:10:40:417,-6.37E-05,2.49E-05,0.00628069,0.000359559,0.117829281,0.085769053,1.028842048,0.711708601,0.727909502,8.73163311,
843,16:10:40:944,3.57E-05,-4.65E-05,0.006325343,0.000352896,0.117752642,0.085561216,1.028731114,0.709928779,0.726618226,8.736373935,
844,16:10:41:470,-3.39E-05,-4.22E-05,0.006323918,0.000353372,0.11947413,0.086973483,1.04410459,0.711174707,0.727969166,8.739168823,
845,16:10:41:998,5.39E-05,-4.32E-05,0.006383538,0.000395967,0.120482086,0.087415918,1.05112213,0.709286993,0.725551165,8.724302231,
846,16:10:42:523,-3.44E-05,-1.03E-05,0.00637475,0.000253912,0.119037326,0.086470936,1.040484696,0.710064752,0.726418668,8.740827179,
847,16:10:43:049,4.21E-05,-5.15E-05,0.006208251,0.000363129,0.114837781,0.083549553,1.003593437,0.710622325,0.727544127,8.739226994,
848,16:10:43:577,7.10E-05,-4.91E-05,0.006072175,0.000360035,0.113550482,0.08256352,0.990991229,0.710691721,0.727108497,8.727318565,
849,16:10:44:102,1.61E-06,3.73E-05,0.00628734,0.000311017,0.119348278,0.086849899,1.042592854,0.711569605,0.727701316,8.735717632,
850,16:10:44:630,2.50E-05,-1.91E-05,0.006327956,0.000439278,0.11906199,0.086526355,1.039947811,0.709977594,0.726733659,8.734507243,
851,16:10:45:157,-6.37E-05,1.14E-05,0.006168353,0.000391922,0.116430521,0.084623203,1.016548051,0.710474646,0.726812885,8.730941376,
852,16:10:45:683,6.55E-05,-2.98E-05,0.006093072,0.000306734,0.113856637,0.082740912,0.99520937,0.710028169,0.726711364,8.74089908,
853,16:10:46:210,-5.73E-05,-6.58E-05,0.005954638,0.000411673,0.111450076,0.080969128,0.972830251,0.709744559,0.726505814,8.728843325,
854,16:10:46:736,-1.78E-05,4.64E-05,0.006003788,0.000205851,0.113161525,0.082241955,0.988185659,0.711150226,0.726766056,8.732523378,
855,16:10:47:263,3.00E-05,2.59E-05,0.006253139,0.000396681,0.118264335,0.086027688,1.032688104,0.711096239,0.727418696,8.732033255,
856,16:10:47:789,1.85E-06,-3.87E-05,0.006327481,0.000240826,0.118151074,0.085897142,1.032826961,0.710515182,0.727011102,8.741579128,
857,16:10:48:315,-1.26E-05,-6.67E-05,0.006252189,0.000359559,0.117920856,0.085743681,1.029302797,0.710625373,0.727129058,8.728759549,
858,16:10:48:842,0.000167774,-9.27E-05,0.006152204,0.000386687,0.116312241,0.084551672,1.015657156,0.710059407,0.72693701,8.732160527,
859,16:10:49:370,-4.81E-05,-0.00010032,0.006056978,0.000253436,0.11326874,0.082542079,0.990689986,0.71160396,0.728727796,8.74636713,
860,16:10:49:896,-8.62E-05,-4.53E-05,0.005768031,0.000302689,0.111120006,0.080746396,0.9700141,0.710354916,0.726659392,8.729428086,
861,16:10:50:423,2.79E-05,2.75E-05,0.00598503,0.000259384,0.109444468,0.079587704,0.955771355,0.711248817,0.727197141,8.732934356,
862,16:10:50:950,1.18E-05,3.78E-05,0.00571818,0.0001842,0.107638636,0.078263565,0.940691672,0.711201956,0.727095473,8.739349642,
863,16:10:51:476,0.00011049,-5.32E-05,0.005807676,0.000311969,0.107926564,0.078444669,0.942145133,0.710409312,0.726833747,8.729501774,
864,16:10:52:003,-6.09E-05,4.49E-05,0.005895993,0.000345282,0.110644442,0.080515186,0.966752048,0.711339526,0.727692997,8.737465951,
865,16:10:52:529,9.89E-05,-5.91E-05,0.006056265,0.00044499,0.114014839,0.082962451,0.996572329,0.710329328,0.727646077,8.740724758,
866,16:10:53:055,0.000102205,-7.67E-05,0.005913562,0.000343616,0.111222242,0.081000812,0.972788929,0.710940505,0.728278897,8.746352462,
867,16:10:53:582,-9.12E-05,-9.60E-05,0.005932082,0.000318631,0.111684663,0.081183865,0.975157755,0.7102093,0.726902535,8.731348871,
868,16:10:54:108,4.40E-05,-7.69E-06,0.005889108,0.000363129,0.111756663,0.081232361,0.975305976,0.710641164,0.726868165,8.727049906,
869,16:10:54:635,-0.000105361,-3.03E-05,0.006090698,0.000346234,0.114221756,0.083028751,0.997370249,0.710457112,0.726908374,8.731876338,
870,16:10:55:163,-4.03E-05,-0.000115321,0.006353609,0.000259384,0.120275172,0.087525884,1.050559926,0.711085808,0.72771365,8.734636669,
871,16:10:55:690,-3.96E-05,2.83E-05,0.006426534,0.000347661,0.119947331,0.086940265,1.046558223,0.709022935,0.72482034,8.725148097,
872,16:10:56:216,8.80E-05,9.93E-06,0.006347433,0.000375027,0.118626105,0.086230006,1.036462414,0.710380446,0.726905818,8.737220293,
873,16:10:56:743,1.08E-05,3.33E-05,0.006146742,0.000349089,0.116095842,0.084626132,1.01541382,0.712165971,0.728933359,8.746340949,
