Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
20,16:03:27:539,-1.50E-05,3.02E-05,-0.000106197,5.26E-05,-6.21E-05,-0.000124665,-0.000714721,,,11.51201239,
21,16:03:28:067,9.32E-05,-3.03E-05,1.91E-05,3.22E-05,-8.44E-05,-0.000126068,-0.000710453,,1.494107859,8.420032604,
22,16:03:28:592,2.20E-05,-4.13E-05,8.47E-06,-6.82E-05,-2.55E-05,-5.08E-05,-0.000728709,,,,
23,16:03:29:120,0.000134398,-5.77E-05,-8.18E-05,-4.69E-06,-4.12E-06,9.78E-06,-0.000692196,,,,
24,16:03:29:647,7.62E-05,5.64E-06,-5.31E-05,1.50E-06,-0.000163215,-0.000128172,-0.000815008,,0.785294795,4.993469503,
25,16:03:30:173,-2.94E-05,-8.72E-05,-7.33E-05,2.29E-05,-4.07E-05,-4.73E-05,-0.000723256,,1.160695906,17.75682288,
26,16:03:30:700,6.60E-05,1.64E-05,-5.93E-05,2.69E-06,-7.94E-05,-8.40E-05,-0.000669671,,1.05708346,8.428952986,
27,16:03:31:226,-1.40E-05,-5.27E-05,-2.97E-05,-0.000136697,-0.000160634,5.00E-05,-0.000795331,,-0.311227192,4.951201826,
28,16:03:31:753,3.29E-05,3.64E-05,-5.27E-05,3.60E-05,2.45E-06,-4.56E-05,-0.000810741,,,,
29,16:03:32:279,1.82E-05,-3.94E-05,3.31E-05,3.46E-05,-3.30E-05,-2.83E-05,-0.000662558,,0.859043313,20.08515188,
30,16:03:32:806,1.30E-05,-4.84E-05,1.06E-05,5.03E-05,-0.000143271,2.08E-05,-0.000823306,,-0.144933637,5.746484768,
31,16:03:33:334,7.33E-05,-2.96E-05,-5.38E-05,6.52E-05,-0.000173538,-0.000106429,-0.000825202,,0.613287182,4.755156695,
32,16:03:33:860,-2.56E-05,4.42E-05,-2.02E-05,-4.37E-05,-0.000136467,-4.35E-05,-0.000825913,,0.319019164,6.052120136,
33,16:03:34:387,3.03E-06,-6.20E-05,8.12E-05,7.29E-05,-9.85E-05,-0.000110403,-0.000747677,,1.121356387,7.594078487,
34,16:03:34:914,-6.04E-05,-1.36E-05,3.73E-06,-4.45E-06,-0.000200989,-6.11E-05,-0.000729658,,0.303853321,3.630332511,
35,16:03:35:440,-5.42E-05,-7.46E-06,-1.29E-05,-0.000139075,-0.000142333,-0.000112975,-0.000790115,0.671179422,0.793740292,5.551186049,
36,16:03:35:967,-1.42E-05,-3.77E-05,-7.33E-05,1.15E-05,-7.64E-05,6.97E-06,-0.000740564,,-0.091220588,9.693440683,
37,16:03:36:493,4.35E-05,-7.48E-05,-2.09E-05,1.08E-05,-0.000139048,-0.000141498,-0.000856969,,1.017619726,6.163128657,
38,16:03:37:021,-4.79E-05,1.61E-05,-2.73E-05,-4.32E-05,-3.84E-05,-7.49E-05,-0.000777787,0.655201143,,20.26299355,
39,16:03:37:548,-5.19E-05,3.11E-05,-9.39E-05,2.31E-05,-3.67E-05,-0.000149914,-0.000772571,,,21.02692389,
40,16:03:38:074,-9.99E-06,6.35E-06,-3.49E-05,3.67E-05,-0.000115349,-6.18E-05,-0.000778024,0.68312081,0.535526385,6.744929424,
41,16:03:38:601,-7.77E-05,-2.53E-05,-5.34E-05,2.39E-05,-0.000127785,-0.000115547,-0.000745306,,0.904227058,5.832486497,
42,16:03:39:128,1.42E-05,2.52E-05,-9.22E-05,-0.000100782,-0.000127081,-0.000159499,-0.000805051,,1.255095947,6.334925312,
43,16:03:39:654,5.27E-05,-6.39E-05,-3.65E-05,7.84E-07,-0.000103852,-8.02E-05,-0.00079296,,0.772669381,7.635478901,
44,16:03:40:180,-4.74E-05,4.14E-05,-3.82E-05,8.10E-05,-0.000161807,-0.000126769,-0.000855073,,0.783457822,5.284522249,
45,16:03:40:707,-7.46E-05,5.78E-05,2.17E-05,-5.11E-05,-0.000117461,-0.000250905,-0.000935878,,,7.967548384,
46,16:03:41:233,-3.51E-05,-3.01E-05,6.48E-07,-5.13E-05,-0.000100802,-3.61E-05,-0.000930653,,0.357667872,9.232513926,
47,16:03:41:760,-6.63E-05,7.07E-06,-3.82E-05,2.58E-05,-9.99E-05,-8.19E-05,-0.000786796,0.897102248,0.819921514,7.878745085,
48,16:03:42:288,1.84E-05,-6.39E-05,-0.000103117,3.86E-05,-6.84E-05,-0.000142199,-0.000920263,,,13.45013786,
49,16:03:42:814,8.23E-05,1.78E-05,-5.22E-05,7.07E-05,-8.55E-05,3.34E-05,-0.000842745,,-0.390317435,9.850940082,
50,16:03:43:341,-7.86E-06,-1.60E-05,-0.000112356,0.00012282,-9.42E-05,-2.04E-05,-0.000792723,,0.216359259,8.412491864,
51,16:03:43:868,-6.44E-05,6.99E-05,-7.99E-05,-0.000105539,-7.55E-05,-4.63E-05,-0.000843694,,0.614117905,11.18069239,
52,16:03:44:394,-8.57E-06,-5.31E-06,-3.92E-05,8.00E-05,-4.07E-05,-0.000112741,-0.000882809,,,21.67403846,
53,16:03:44:921,6.34E-05,1.37E-05,-6.36E-05,4.41E-05,-0.000108076,-0.00012747,-0.000831366,,1.179455612,7.692450499,
54,16:03:45:447,-2.82E-07,3.16E-05,1.65E-05,8.83E-05,-0.000128255,-9.33E-05,-0.000889446,0.910640875,0.727741555,6.935010163,
55,16:03:45:973,-2.42E-05,-6.29E-05,1.34E-05,-1.37E-05,-0.000166969,-0.000156226,-0.000763799,,0.935661515,4.574498887,
56,16:03:46:500,-5.02E-06,-6.27E-05,-4.51E-05,2.48E-05,8.08E-06,-4.25E-06,-0.000793671,,,,
57,16:03:47:028,-2.13E-05,1.23E-05,-3.11E-05,3.10E-05,-0.00013412,-0.000162772,-0.000908648,,1.213627597,6.774865341,
58,16:03:47:555,-3.27E-05,-3.53E-05,2.20E-05,-5.65E-05,-0.000156645,-2.62E-05,-0.000831129,,0.167469575,5.305806517,
59,16:03:48:082,6.48E-05,-8.94E-05,6.73E-05,5.86E-05,-0.000136701,-0.000144771,-0.000871667,,1.059029084,6.376430641,
60,16:03:48:608,-3.48E-05,2.54E-05,4.07E-05,-1.49E-05,-0.000188554,-0.000114378,-0.000876645,0.767439139,0.606604608,4.649298899,
61,16:03:49:134,3.97E-05,-6.72E-05,-5.15E-05,7.14E-05,-0.000107372,-0.000121158,-0.000961765,,1.128397913,8.957342285,
62,16:03:49:661,1.42E-05,3.28E-05,-5.24E-05,6.48E-05,-0.000177762,-7.72E-05,-0.000951315,0.609823215,0.434310997,5.35163257,
63,16:03:50:187,7.14E-05,-0.000113416,-1.95E-05,0.000128291,-0.000109718,-0.00011204,-0.000984801,,1.021162451,8.975741985,
64,16:03:50:715,1.85E-06,4.90E-05,-5.72E-05,-5.61E-05,-0.00015993,-8.38E-05,-0.000885654,0.507792946,0.523668636,5.537758509,
65,16:03:51:242,-1.66E-05,-2.67E-05,-3.77E-05,-3.85E-05,-6.00E-05,-0.000165578,-0.000989788,,,16.50392557,
66,16:03:51:768,1.20E-05,-3.65E-06,4.80E-05,-2.87E-05,-7.48E-05,-0.000152018,-0.000930653,,,12.44921789,
67,16:03:52:295,6.05E-05,-6.15E-05,-8.75E-05,-1.99E-05,-0.000174946,-4.45E-05,-0.001037759,,0.254196914,5.931877488,
68,16:03:52:822,2.60E-05,-1.03E-06,-6.14E-05,-2.23E-05,-0.000111595,-0.000123496,-0.000880438,,1.106641556,7.889572314,
69,16:03:53:348,7.88E-05,-9.87E-05,8.47E-06,9.93E-05,-0.000113707,-4.17E-05,-0.000934215,,0.366424591,8.215990225,
70,16:03:53:875,-3.10E-05,2.35E-05,6.57E-06,-2.06E-05,8.31E-06,-0.000116248,-0.000930178,,,,
71,16:03:54:401,1.13E-05,-7.87E-05,-6.66E-05,-4.08E-05,-0.000113003,-0.000104325,-0.000999762,,0.923202541,8.847218579,
72,16:03:54:929,2.72E-05,-5.13E-05,5.05E-05,-3.44E-05,-3.19E-06,-6.81E-05,-0.000907463,,,,
73,16:03:55:454,4.30E-05,-9.82E-05,-6.52E-05,3.10E-05,-0.000115349,-6.55E-05,-0.00093374,,0.567957503,8.094883494,
74,16:03:55:982,7.36E-05,-4.08E-05,2.22E-05,3.12E-05,-0.000120746,1.14E-05,-0.000984801,,-0.094510475,8.155963287,
75,16:03:56:509,4.49E-05,-0.000109606,5.69E-05,-1.63E-05,-2.71E-05,-0.000155057,-0.001043933,,,,
76,16:03:57:036,-2.16E-05,-2.98E-05,-4.65E-05,-5.40E-06,-0.000222574,-0.000105026,-0.000920263,0.693100995,0.471870453,4.134640567,
77,16:03:57:562,-3.27E-05,1.23E-05,-8.61E-05,5.46E-07,-0.000158522,-0.000151551,-0.001024935,,0.956021268,6.465563446,
78,16:03:58:090,6.10E-05,1.14E-05,0.000108645,7.95E-05,-9.00E-05,-0.000122561,-0.000909833,,1.361664341,10.108357,
79,16:03:58:615,5.20E-05,2.14E-05,-5.24E-05,6.02E-06,-0.000230316,-3.98E-05,-0.000964614,,0.17278213,4.188218126,
80,16:03:59:143,1.63E-05,1.40E-05,8.69E-05,-7.58E-05,-5.93E-05,-5.64E-05,-0.001025173,,0.951511582,17.2969666,
81,16:03:59:670,-6.58E-05,-6.48E-05,-9.30E-06,2.24E-05,2.64E-05,-0.000130042,-0.000984089,,,,
82,16:04:00:196,6.15E-05,-2.82E-05,-2.02E-05,1.91E-05,-0.000145852,-0.000138926,-0.001044408,,0.952513151,7.16073355,
83,16:04:00:723,-0.000120034,9.59E-05,6.99E-05,-1.59E-06,-0.000109953,-5.64E-05,-0.000956777,,0.512903078,8.701716692,
84,16:04:01:249,-1.33E-05,3.37E-05,-0.000184131,-1.99E-05,-0.000111126,-0.000149213,-0.001075754,,1.34273578,9.680496934,
85,16:04:01:776,1.01E-05,0.000101133,-5.83E-05,-8.01E-05,-7.45E-05,-0.00016698,-0.001076941,0.925476293,,14.45146231,
86,16:04:02:302,-3.70E-05,-7.01E-05,8.48E-05,-5.64E-06,-0.000102679,-0.000131445,-0.0011014,,1.280155078,10.72665224,
87,16:04:02:829,-2.25E-05,0.000136856,3.73E-06,-2.35E-05,-6.58E-05,-2.93E-05,-0.000887313,,0.444612016,13.4769706,
88,16:04:03:355,4.75E-05,5.71E-05,1.53E-05,3.77E-05,-4.52E-05,-2.53E-05,-0.000978389,,0.559819225,21.65072899,
89,16:04:03:883,8.04E-05,-1.10E-05,-6.00E-05,3.43E-05,-9.33E-05,-8.66E-05,-0.001006412,,0.92778546,10.78764196,
90,16:04:04:410,5.65E-05,3.54E-05,-8.12E-06,-6.83E-06,-6.26E-05,-0.000102688,-0.001102587,0.788192341,1.641589368,17.62614378,
91,16:04:04:936,-7.91E-05,-9.53E-05,-2.80E-05,7.38E-05,-0.000168611,-3.84E-05,-0.001084778,,0.22769332,6.433602918,
92,16:04:05:463,9.72E-05,-7.41E-05,-0.000117094,2.08E-05,-0.00022492,-0.000165344,-0.00099715,,0.735122691,4.433352968,
93,16:04:05:990,0.000111674,-1.77E-05,7.28E-06,-5.23E-05,-1.91E-05,9.78E-06,-0.00109855,,,,
94,16:04:06:516,-1.70E-06,-2.91E-05,-1.96E-06,-2.54E-05,-9.40E-05,-1.62E-05,-0.001018523,,0.17212431,10.83570365,
95,16:04:07:044,2.53E-05,-2.27E-05,-2.23E-05,-3.74E-06,-0.000275595,-1.17E-05,-0.001029447,,0.042586383,3.735358282,
96,16:04:07:569,1.25E-05,-3.56E-05,-5.03E-05,5.93E-05,-5.18E-05,-5.27E-05,-0.001095463,,1.017274438,21.16428053,
97,16:04:08:097,-4.31E-05,-2.13E-05,-2.64E-05,-2.89E-05,-6.37E-05,-0.000163707,-0.001001187,,,15.71048603,
98,16:04:08:624,4.69E-06,-4.75E-05,-8.83E-06,1.74E-06,-0.000114176,-8.00E-06,-0.001067443,,0.070027651,9.349079896,
99,16:04:09:150,-4.62E-05,-5.08E-06,-2.00E-05,-8.34E-05,-7.99E-05,-0.000138692,-0.001070767,,1.735428128,13.39829144,
100,16:04:09:677,4.28E-05,-1.08E-05,-6.17E-05,-5.87E-05,-9.87E-05,-0.000101285,-0.001038471,,1.026299032,10.52257358,
101,16:04:10:203,2.95E-05,1.02E-05,4.45E-05,7.26E-05,-0.000138109,-5.27E-05,-0.001011874,0.56128678,0.381249943,7.326621768,
102,16:04:10:730,-6.44E-06,-3.36E-05,5.28E-05,4.41E-05,-0.00017565,-4.52E-05,-0.001122058,0.677141413,0.257171643,6.388035622,
103,16:04:11:256,6.05E-05,4.90E-05,5.39E-06,7.14E-05,-0.000193716,-7.44E-05,-0.001064356,0.533534717,0.384058027,5.494412924,
104,16:04:11:783,-9.05E-05,-7.98E-05,-6.40E-05,-2.49E-05,-0.000129193,-7.47E-07,-0.001122533,,0.005782359,8.688804246,
105,16:04:12:309,-1.02E-05,7.30E-05,-6.17E-05,2.21E-06,-8.74E-05,-0.000142199,-0.001099263,,1.626491385,12.57350561,
106,16:04:12:837,2.79E-05,-7.53E-05,-5.38E-05,-3.56E-05,6.67E-06,-6.18E-05,-0.001212999,,,,
107,16:04:13:364,-1.50E-05,-9.56E-05,-2.45E-05,-7.84E-05,-0.000138813,-7.02E-05,-0.001029922,,0.505641616,7.419488013,
108,16:04:13:891,4.45E-05,-2.82E-05,-1.26E-05,-8.18E-05,-0.000190901,-5.48E-05,-0.001050108,,0.286842662,5.500809759,
109,16:04:14:417,4.11E-05,-2.20E-05,-0.000139124,5.00E-05,-0.000154768,-0.000172124,-0.001049633,,1.112138249,6.781968904,
110,16:04:14:944,0.000136528,9.21E-06,-0.000111882,-9.77E-05,-0.000103383,-0.000143368,-0.001145803,0.782600529,1.386769798,11.08312285,
111,16:04:15:470,5.82E-05,-3.34E-05,-3.30E-05,-6.03E-05,-7.78E-05,-9.17E-05,-0.001064831,,1.178561195,13.68565018,
112,16:04:15:996,-4.26E-05,8.02E-06,-6.38E-05,5.78E-06,-0.000160868,-0.000183813,-0.000974114,,1.142626073,6.055344176,
113,16:04:16:523,5.06E-05,-7.37E-05,-8.59E-06,1.55E-05,-0.000128489,-0.000127237,-0.001156251,,0.990251155,8.998821919,
114,16:04:17:049,1.51E-05,-7.67E-05,-2.68E-05,7.14E-05,-0.000274422,-0.00020719,-0.001193529,,0.755004435,4.349242602,
115,16:04:17:577,5.20E-05,1.54E-05,-2.59E-05,6.67E-05,-0.000174008,-0.000150148,-0.001177384,,0.862881031,6.7662757,
116,16:04:18:102,-2.75E-05,-7.01E-05,-2.78E-05,6.88E-05,-1.82E-05,-0.000125834,-0.001116597,,,,
117,16:04:18:630,3.71E-05,3.49E-05,-1.01E-06,4.98E-05,-0.000160634,-0.000146173,-0.00111446,,0.909979372,6.937889175,
118,16:04:19:157,-3.93E-05,-0.00013913,3.62E-05,3.38E-05,-0.000183862,-4.96E-05,-0.001092376,,0.269847188,5.941288674,
119,16:04:19:684,1.63E-05,-4.13E-05,-1.05E-05,-9.48E-05,-3.65E-05,-9.57E-05,-0.001095463,,,,
120,16:04:20:210,-0.00015908,-5.51E-07,-5.15E-05,3.15E-05,-0.000111126,-0.000181007,-0.001022561,,1.628847796,9.201819802,
121,16:04:20:736,6.11E-06,-2.10E-05,4.19E-05,3.19E-05,-0.000131305,-1.03E-05,-0.001151265,,0.078700033,8.767880165,
122,16:04:21:263,4.22E-06,1.14E-05,-4.15E-05,4.53E-05,-0.000110657,-8.30E-05,-0.001139867,0.7650507,0.750510013,10.30094045,
123,16:04:21:789,-1.16E-05,-5.60E-05,2.41E-05,7.69E-05,-0.000113238,-0.000100818,-0.001134881,,0.89031962,10.02211411,
124,16:04:22:317,-3.83E-06,-1.75E-05,-4.93E-05,-2.16E-05,-0.00016908,-0.000147109,-0.001140105,,0.870051111,6.742971335,
125,16:04:22:844,-2.06E-05,-0.000120321,-5.75E-06,7.17E-05,-3.58E-05,-8.89E-05,-0.001066018,,,,
126,16:04:23:370,3.31E-05,6.71E-05,3.86E-05,4.57E-05,-0.000194654,-0.000187553,-0.001175484,,0.963517422,6.03882353,
127,16:04:23:897,-8.90E-05,-6.15E-05,-7.04E-05,9.62E-05,-0.000161807,-0.000143602,-0.001172635,,0.887488378,7.24711965,
128,16:04:24:424,-3.41E-05,2.64E-05,5.62E-06,4.86E-05,-0.000155941,-9.85E-05,-0.001181895,0.704176968,0.631518108,7.579102616,
129,16:04:24:950,-5.97E-05,2.52E-05,-1.45E-05,0.0001409,-4.82E-05,2.94E-05,-0.001234368,,,25.5879552,
130,16:04:25:477,6.03E-05,-3.51E-05,-7.07E-05,2.36E-05,-0.00013764,-8.77E-05,-0.001115885,,0.637350835,8.107272788,
131,16:04:26:003,7.19E-05,0.000121376,7.60E-05,7.90E-05,-8.30E-05,-6.88E-05,-0.001079553,0.571553611,0.82907086,13.01158795,
132,16:04:26:531,-7.13E-05,-1.32E-05,1.37E-05,5.12E-05,-0.000221166,-0.000253242,-0.001263096,,1.145030978,5.711068408,
133,16:04:27:058,2.03E-05,-5.06E-05,-4.25E-05,8.16E-06,-0.00010221,-0.000119755,-0.001163612,,1.171663707,11.38457505,
134,16:04:27:584,0.000136291,-2.34E-05,-2.09E-05,-1.99E-05,-0.000200989,-0.000139627,-0.001107811,0.871827732,0.694701121,5.511794002,
135,16:04:28:111,-4.12E-05,-2.10E-05,-9.30E-06,-4.99E-05,-9.19E-05,-0.000135653,-0.00117026,,1.476331885,12.73611647,
136,16:04:28:638,6.72E-05,-1.86E-05,-4.67E-05,3.81E-05,-0.000128958,-6.79E-05,-0.001114697,,0.526151183,8.643849645,
137,16:04:29:164,-6.28E-05,-2.75E-05,3.36E-05,4.83E-06,-0.000222105,-0.000104325,-0.001214423,0.627289829,0.469709417,5.46779661,
138,16:04:29:690,-7.15E-06,-4.58E-05,9.16E-05,3.38E-05,-7.41E-06,-5.71E-05,-0.001284226,,,,
139,16:04:30:217,-9.57E-05,-2.82E-05,6.37E-05,-5.32E-05,-4.82E-05,-0.000152018,-0.00122487,,,25.39108392,
140,16:04:30:743,-5.02E-05,-1.48E-05,-2.59E-05,-1.87E-05,-0.000106198,-4.89E-05,-0.001243865,,0.460582795,11.7126445,
141,16:04:31:271,1.53E-05,2.83E-05,3.73E-06,-4.82E-05,-0.000131539,-4.98E-05,-0.00120089,,0.378961738,9.129503922,
142,16:04:31:798,-3.18E-05,-2.48E-05,6.51E-05,5.48E-05,-0.000200755,-0.000131912,-0.001113273,,0.657082696,5.545440367,
143,16:04:32:324,-4.79E-05,-5.27E-05,-1.01E-06,-8.97E-06,-0.000199816,-6.36E-05,-0.001154352,,0.318508441,5.777069372,
144,16:04:32:851,-5.35E-05,-5.06E-05,-1.03E-05,-4.92E-06,-0.000190431,-6.72E-05,-0.001190205,,0.352621771,6.250050753,
145,16:04:33:378,-8.12E-05,-2.89E-05,-2.85E-05,-3.49E-05,-0.000212251,-0.000184514,-0.001183794,,0.869319665,5.577335611,
146,16:04:33:904,4.28E-05,1.02E-05,-7.71E-05,-7.30E-06,-7.99E-05,-0.00012747,-0.001116597,,1.595010297,13.97175024,
147,16:04:34:430,1.30E-05,-4.65E-05,-2.14E-05,6.55E-05,-8.13E-05,-0.000123262,-0.001298233,,1.515652529,15.96330743,
148,16:04:34:957,2.69E-05,1.71E-05,7.08E-05,-1.94E-05,0.000525895,0.000534149,0.005670561,,1.015696041,10.78268945,
149,16:04:35:483,3.64E-05,6.09E-05,0.000487343,0.000131146,0.007208513,0.005218492,0.062307004,0.710117533,0.723934543,8.643530282,
150,16:04:36:010,-2.92E-05,3.11E-05,0.001684705,0.000179204,0.030866216,0.022359376,0.26756004,0.710235977,0.72439641,8.668378513,
151,16:04:36:538,1.89E-05,-4.82E-05,0.003449283,0.00029222,0.064116777,0.046787794,0.558337865,0.713326749,0.729727797,8.708139898,
152,16:04:37:064,8.97E-05,-8.75E-05,0.004431941,0.00046617,0.083492424,0.060891709,0.728957289,0.711406726,0.729308191,8.730819551,
153,16:04:37:591,-9.14E-05,-5.63E-05,0.004697972,0.000472595,0.089471359,0.06531764,0.781049908,0.712525774,0.73003965,8.729608157,
154,16:04:38:117,-5.14E-05,-4.27E-05,0.005079597,0.000547087,0.093484233,0.068060411,0.815751614,0.710587539,0.728041609,8.726087687,
155,16:04:38:644,3.81E-05,5.40E-06,0.005178763,0.000536139,0.095476044,0.069616585,0.833498931,0.711898199,0.729152379,8.729927368,
156,16:04:39:170,0.000141026,9.95E-05,0.005452825,0.000563509,0.100655498,0.073266973,0.877705071,0.711616228,0.72789837,8.719891967,
157,16:04:39:697,-7.20E-05,-1.96E-05,0.005558199,0.000680615,0.104372537,0.076174274,0.911646523,0.711877118,0.729830628,8.734544039,
158,16:04:40:223,1.34E-05,-7.46E-05,0.005683761,0.00063896,0.106661958,0.077808393,0.93116458,0.711647094,0.729485889,8.730053322,
159,16:04:40:750,-2.92E-05,-5.29E-05,0.005821445,0.0006342,0.107492967,0.078423761,0.93949934,0.711466775,0.729571091,8.740100526,
160,16:04:41:276,6.41E-05,7.54E-05,0.00567213,0.000569936,0.106156645,0.077339254,0.927099261,0.711624159,0.728538978,8.733313506,
161,16:04:41:802,-1.47E-05,-1.72E-05,0.005556775,0.000583978,0.104719505,0.076478096,0.914718434,0.71271894,0.730313764,8.734938441,
162,16:04:42:329,5.94E-05,-4.20E-05,0.005458284,0.000656574,0.101445942,0.074166711,0.886833292,0.712701781,0.731095886,8.741929727,
163,16:04:42:855,6.55E-05,-2.03E-05,0.00531448,0.000565651,0.099291305,0.072413003,0.868526278,0.711146902,0.729298531,8.747254173,
164,16:04:43:383,-9.28E-06,-4.60E-05,0.005433128,0.000547563,0.101111928,0.073749137,0.882093149,0.712161326,0.729381175,8.723927665,
165,16:04:43:908,-8.83E-05,-3.58E-05,0.005291464,0.000639674,0.100208797,0.072884187,0.875254577,0.709391598,0.727323247,8.734308823,
166,16:04:44:436,-1.78E-05,6.40E-07,0.005301192,0.000624679,0.099362345,0.072577965,0.86911292,0.712161829,0.73043732,8.746904236,
167,16:04:44:962,2.43E-05,1.64E-05,0.005512394,0.000583264,0.103203132,0.075052863,0.899537314,0.71062977,0.72723435,8.716182298,
168,16:04:45:489,-1.47E-05,-2.67E-05,0.005414381,0.000641102,0.101350956,0.073994035,0.886563984,0.711618772,0.730077319,8.747465401,
169,16:04:46:016,3.52E-05,-2.60E-05,0.005460657,0.000638008,0.100933372,0.073521677,0.881727488,0.71048432,0.728417924,8.735737979,
170,16:04:46:542,3.78E-05,-3.29E-05,0.005093119,0.000646339,0.096535742,0.07034136,0.843517931,0.710434824,0.728656132,8.737882071,
171,16:04:47:069,-0.00012453,-2.67E-05,0.005084342,0.000599211,0.094324713,0.068822217,0.824225123,0.711544236,0.729630813,8.738167287,
172,16:04:47:595,5.42E-05,9.97E-05,0.005128467,0.000500916,0.096060197,0.070054053,0.83929986,0.712428156,0.729272428,8.73722817,
173,16:04:48:121,6.84E-05,-1.20E-05,0.005087663,0.000680615,0.095548676,0.06941109,0.831696789,0.709606175,0.726447424,8.704430294,
174,16:04:48:648,1.89E-05,-2.72E-05,0.004863507,0.00057779,0.093011212,0.067801281,0.812633063,0.710987005,0.728958147,8.736936628,
175,16:04:49:174,-3.15E-05,-2.29E-05,0.00498566,0.00056708,0.094016122,0.068624872,0.821806445,0.711860326,0.729926646,8.741122587,
176,16:04:49:702,-0.000101812,-5.72E-05,0.005127993,0.000576362,0.094110288,0.068497042,0.821205714,0.710200378,0.727837988,8.725993026,
177,16:04:50:229,-0.000109858,-1.77E-05,0.005047572,0.000549229,0.094713842,0.069048424,0.827214242,0.711399673,0.729021466,8.733826272,
178,16:04:50:755,-0.000106071,-9.39E-05,0.004895763,0.000551133,0.093445163,0.068136155,0.816694491,0.710786174,0.729156572,8.739826263,
179,16:04:51:282,4.49E-05,-7.15E-05,0.004933476,0.000537329,0.091336889,0.066599885,0.797683992,0.711191443,0.729167436,8.733426363,
180,16:04:51:808,2.86E-05,-3.84E-05,0.004858052,0.00058374,0.090873918,0.066366492,0.794572879,0.711878406,0.730313975,8.743684628,
181,16:04:52:335,8.37E-05,3.74E-06,0.004873468,0.000631581,0.092757553,0.067565677,0.809450484,0.710834092,0.72841159,8.726518293,
182,16:04:52:861,3.88E-05,-4.91E-05,0.004976409,0.000595879,0.093230722,0.068044199,0.815089273,0.711416294,0.729847381,8.742711108,
183,16:04:53:388,4.33E-05,-3.70E-05,0.005197269,0.000617538,0.097470083,0.071129633,0.851790094,0.711588077,0.729758624,8.738990174,
184,16:04:53:914,6.35E-06,1.63E-07,0.005145311,0.000609208,0.096312233,0.07026293,0.842033194,0.711430618,0.729532765,8.742743928,
185,16:04:54:440,-6.32E-05,-3.56E-05,0.005031679,0.000695135,0.094878442,0.069146527,0.828931731,0.710344782,0.728790711,8.736776387,
