id,Time,x,y,z
PositionLog0, 15:04:18.373,35953,32120,20613
PositionLog1, 15:04:20.920,35966,32048,20613
PositionLog2, 15:04:23.135,35976,31994,20613
PositionLog3, 15:04:25.916,35988,31925,20613
PositionLog4, 15:04:27.940,35996,31880,20613
PositionLog5, 15:04:29.950,36005,31834,20613
PositionLog6, 15:04:32.940,36019,31757,20613
PositionLog7, 15:04:34.976,36028,31706,20613
PositionLog8, 15:04:37.955,36040,31635,20613
PositionLog9, 15:04:40.991,36054,31559,20613
PositionLog10, 15:04:44.078,36067,31482,20613
PositionLog11, 15:04:46.995,36079,31413,20613
PositionLog12, 15:04:48.997,36087,31363,20613
PositionLog13, 15:04:50.998,36095,31314,20613
PositionLog14, 15:04:53.180,36103,31265,20613
PositionLog15, 15:04:56.050,36115,31190,20613
PositionLog16, 15:04:58.059,36122,31143,20613
PositionLog17, 15:05:00.061,36130,31091,20613
PositionLog18, 15:05:02.076,36137,31045,20613
PositionLog19, 15:05:04.126,36144,30992,20613
PositionLog20, 15:05:07.107,36152,30921,20613
PositionLog21, 15:05:09.113,36157,30871,20613
PositionLog22, 15:05:11.255,36162,30818,20613
PositionLog23, 15:05:13.367,36167,30765,20613
PositionLog24, 15:05:16.274,36174,30695,20613
PositionLog25, 15:05:19.195,36180,30624,20613
PositionLog26, 15:05:21.207,36184,30576,20613
PositionLog27, 15:05:23.264,36189,30523,20613
PositionLog28, 15:05:25.274,36193,30474,20613
PositionLog29, 15:05:27.276,36197,30423,20613
PositionLog30, 15:05:29.297,36201,30376,20613
PositionLog31, 15:05:31.330,36205,30323,20613
PositionLog32, 15:05:33.343,36209,30276,20613
PositionLog33, 15:05:36.388,36216,30196,20613
PositionLog34, 15:05:39.357,36221,30128,20613
PositionLog35, 15:05:41.604,36226,30076,20613
PositionLog36, 15:05:44.421,36233,30000,20613
PositionLog37, 15:05:46.545,36238,29951,20613
PositionLog38, 15:05:49.433,36246,29877,20613
PositionLog39, 15:05:51.474,36252,29831,20613
PositionLog40, 15:05:54.548,36260,29750,20613
PositionLog41, 15:05:57.503,36268,29684,20613
PositionLog42, 15:05:59.521,36275,29630,20613
PositionLog43, 15:06:01.523,36280,29584,20613
PositionLog44, 15:06:03.550,36287,29529,20613
PositionLog45, 15:06:06.546,36295,29461,20613
PositionLog46, 15:06:08.785,36303,29406,20613
PositionLog47, 15:06:11.585,36312,29337,20613
PositionLog48, 15:06:13.630,36320,29283,20613
PositionLog49, 15:06:16.603,36331,29214,20613
PositionLog50, 15:06:18.718,36342,29159,20613
PositionLog51, 15:06:21.751,36356,29086,20613
PositionLog52, 15:06:24.756,36370,29018,20613
PositionLog53, 15:06:27.658,36386,28944,20613
PositionLog54, 15:06:29.785,36397,28894,20613
PositionLog55, 15:06:32.680,36412,28822,20613
PositionLog56, 15:06:34.695,36422,28776,20613
PositionLog57, 15:06:36.736,36433,28724,20613
PositionLog58, 15:06:39.727,36447,28653,20613
PositionLog59, 15:06:41.885,36458,28598,20613
PositionLog60, 15:06:44.760,36471,28532,20613
PositionLog61, 15:06:46.767,36480,28481,20613
PositionLog62, 15:06:48.769,36487,28432,20613
PositionLog63, 15:06:50.801,36493,28382,20613
PositionLog64, 15:06:52.821,36495,28335,20613
PositionLog65, 15:06:54.865,36497,28282,20613
PositionLog66, 15:06:57.844,36498,28212,20613
PositionLog67, 15:06:59.872,36498,28158,20613
PositionLog68, 15:07:02.875,36499,28090,20613
PositionLog69, 15:07:04.988,36500,28034,20613
PositionLog70, 15:07:07.919,36504,27965,20613
