Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9)
25,16:57:42:171,-1.88E-05,-4.50E-05,-1.11E-07,9.19E-05,-2.01E-05,-5.39E-05,-5.34E-05,,2.686020976,2.663914407
26,16:57:42:699,1.55E-05,-4.67E-05,7.64E-05,4.84E-05,6.65E-05,2.12E-05,-0.000142271,,0.318272505,-2.139200192
27,16:57:43:226,-3.11E-05,2.45E-05,1.41E-05,-2.51E-05,-4.33E-05,-4.71E-05,-7.71E-05,,1.088068368,1.781940971
28,16:57:43:753,-1.00E-05,-7.81E-05,-1.03E-05,-5.53E-05,7.12E-05,-2.65E-05,-0.000109102,,-0.372459958,-1.532365955
29,16:57:44:279,-7.46E-05,1.69E-05,-0.000141305,7.20E-05,5.22E-05,2.56E-05,-6.76E-05,,0.490620151,-1.295863136
30,16:57:44:805,2.33E-05,-0.000111213,-2.05E-05,1.44E-05,-4.59E-05,-3.84E-05,-1.50E-05,,0.838248641,0.327949658
31,16:57:45:332,0.000101216,-5.95E-05,5.06E-05,-1.58E-05,-3.62E-05,-6.42E-06,-4.89E-05,,0.177043352,1.34993909
32,16:57:45:860,-5.55E-05,6.48E-05,2.57E-05,-1.34E-05,-4.14E-05,7.26E-05,-0.000114788,,-1.753504151,2.772640362
33,16:57:46:387,1.49E-07,-1.07E-05,-3.23E-05,5.77E-05,6.44E-05,-8.75E-05,-7.05E-05,,-1.359183512,-1.094533135
34,16:57:46:913,4.39E-05,-6.93E-05,3.61E-05,5.25E-05,6.09E-05,0.000131741,-6.24E-05,,2.1640864,-1.025471408
35,16:57:47:440,9.34E-05,-8.35E-06,1.93E-05,4.48E-05,-0.000150937,5.13E-05,-0.000100336,,-0.340026512,0.664752226
36,16:57:47:967,-1.00E-05,9.51E-06,-9.56E-05,0.00011788,2.43E-05,4.27E-05,-0.000152695,,1.757497988,-6.28873837
37,16:57:48:493,3.59E-05,2.37E-06,-2.24E-06,-5.10E-05,-4.28E-05,1.35E-05,-0.000117868,,-0.314269829,2.753432751
38,16:57:49:019,-3.20E-05,2.93E-05,2.07E-05,8.81E-05,-5.04E-06,-8.57E-05,-0.000134926,,,26.76200557
39,16:57:49:546,6.33E-05,9.03E-06,4.50E-05,1.32E-06,1.63E-05,-2.14E-05,-2.62E-05,,-1.311020123,-1.605356795
40,16:57:50:072,2.17E-05,-1.38E-05,5.44E-05,5.36E-06,-4.54E-05,-8.29E-05,-9.42E-05,,1.825379312,2.074905613
41,16:57:50:598,-1.00E-05,4.38E-05,-6.53E-05,-2.10E-05,-7.52E-05,-9.69E-06,-0.000103416,0.272382424,0.12887584,1.375623581
42,16:57:51:125,-3.11E-05,-9.55E-05,-4.85E-06,2.82E-05,-2.23E-06,-3.05E-05,-8.66E-05,,,38.88721004
43,16:57:51:651,6.30E-06,4.31E-05,2.12E-05,4.87E-05,-2.33E-05,5.69E-05,-0.000109813,,-2.439450907,4.705227372
44,16:57:52:179,5.81E-05,7.37E-06,1.43E-05,6.08E-05,0.000106857,-0.000116274,-9.01E-05,,-1.088120746,-0.843628721
45,16:57:52:704,0.000126544,-1.88E-05,-4.42E-05,7.24E-05,-4.87E-05,0.000127066,-7.47E-05,,-2.610664491,1.53574274
46,16:57:53:232,-9.36E-05,1.12E-05,-0.000129935,2.25E-05,-3.04E-05,-5.67E-05,-0.000164304,,1.86569528,5.409071861
47,16:57:53:759,-3.16E-06,5.83E-05,3.64E-05,-1.80E-05,-0.000141555,-1.41E-05,-0.000106022,0.320273177,0.099818357,0.748978634
48,16:57:54:286,-1.03E-06,-8.11E-06,-3.16E-05,5.27E-05,-4.56E-05,6.67E-06,-6.03E-05,-0.19519896,-0.146292402,1.321595616
49,16:57:54:812,-1.76E-05,-2.48E-05,-4.80E-05,6.86E-05,9.27E-06,4.66E-05,-0.000218791,,5.03341809,-23.60843879
50,16:57:55:338,6.43E-05,-1.10E-05,-1.55E-05,4.03E-05,4.11E-06,-7.65E-05,-3.09E-05,,,-7.52755533
51,16:57:55:865,3.00E-05,-3.03E-05,-3.09E-05,1.73E-05,1.51E-05,-3.19E-05,-0.000156249,,-2.107765078,-10.32570176
52,16:57:56:393,-5.03E-05,3.74E-05,7.88E-05,-1.77E-05,2.57E-05,3.47E-05,-9.06E-05,,1.351800711,-3.527757901
53,16:57:56:920,-3.75E-05,-4.29E-05,1.34E-05,4.46E-05,-6.11E-05,3.80E-05,-0.000149852,,-0.621860599,2.452419788
54,16:57:57:447,-4.20E-05,-4.55E-05,2.22E-05,8.98E-05,3.77E-05,5.51E-06,-0.000193917,,0.14621916,-5.150243984
55,16:57:57:973,-3.40E-06,-4.86E-05,8.21E-05,-4.10E-05,-9.11E-05,6.23E-05,-0.000117631,,-0.683765537,1.290844972
56,16:57:58:500,1.39E-05,-2.36E-05,9.84E-06,1.63E-05,-1.96E-05,-4.78E-06,-9.28E-05,,0.244047538,4.735902654
57,16:57:59:026,-2.33E-05,2.86E-05,-3.85E-05,-7.98E-05,-1.68E-05,0.000136417,-7.85E-05,,,4.683143301
58,16:57:59:554,6.41E-05,3.64E-05,1.84E-05,1.53E-05,-1.11E-05,-5.81E-05,-6.53E-05,,5.212795971,5.858727533
59,16:58:00:081,-4.77E-05,-0.000121689,-3.09E-05,-2.06E-05,-0.00012373,4.48E-05,-0.000154353,,-0.361894383,1.24750231
60,16:58:00:607,8.20E-06,5.64E-05,8.99E-05,-6.17E-05,-1.40E-05,-2.91E-05,-3.21E-05,,2.084458391,2.300072386
61,16:58:01:134,-2.73E-05,2.83E-05,-1.24E-05,2.44E-05,-0.000178612,-3.80E-05,-0.000103653,0.827350453,0.212594977,0.580321598
62,16:58:01:661,-5.07E-05,4.09E-05,7.29E-05,1.06E-05,2.55E-05,3.64E-05,-3.67E-06,,1.428546138,-0.144000285
63,16:58:02:187,-1.74E-06,-1.21E-06,-7.02E-05,-1.08E-05,-6.51E-05,-1.27E-05,-0.000242955,0.25190952,0.195530293,3.732524909
64,16:58:02:715,-3.58E-05,3.88E-05,3.68E-06,6.34E-05,-8.57E-05,4.34E-05,-0.000136585,,-0.50592929,1.593150303
65,16:58:03:240,6.55E-05,-0.000116451,6.58E-05,-2.51E-05,3.72E-05,-4.36E-05,-0.000147246,,-1.172099719,-3.960051423
66,16:58:03:768,0.000112815,-5.93E-05,-5.98E-05,4.72E-05,-3.50E-07,-1.18E-05,-0.000185151,,,
67,16:58:04:295,-4.93E-05,8.08E-06,-1.15E-05,-0.00011928,-3.51E-05,-8.00E-05,-0.000146298,,2.282643432,4.171969925
68,16:58:04:822,-6.40E-05,-6.00E-05,2.86E-05,-8.68E-06,8.15E-05,5.30E-05,-7.59E-05,,0.649639408,-0.931447116
69,16:58:05:348,2.75E-06,6.05E-05,5.61E-05,-6.50E-05,-3.25E-05,-6.25E-05,-9.04E-05,,1.924328017,2.782209921
70,16:58:05:875,-8.37E-06,3.00E-05,-3.52E-05,2.63E-05,-4.54E-05,-1.18E-05,-0.000164304,0.471701887,0.259811692,3.619986145
71,16:58:06:401,-7.01E-05,-3.00E-05,-2.31E-05,-5.35E-06,-9.16E-05,-0.000102717,-4.42E-05,,1.121413397,0.482363485
72,16:58:06:929,1.34E-05,-6.92E-06,-0.000109799,-8.68E-06,5.52E-05,-1.06E-05,-0.000159328,,-0.192295072,-2.883976993
73,16:58:07:456,8.43E-06,-2.34E-05,-8.88E-06,-1.20E-05,0.000145802,-4.01E-05,-0.000136111,,-0.274864606,-0.93353199
74,16:58:07:982,-0.000101145,-0.000108832,-2.19E-05,-1.53E-05,-4.54E-05,1.63E-05,-9.77E-05,,-0.358206723,2.153206232
75,16:58:08:509,1.81E-06,-3.95E-05,-2.24E-06,-9.29E-05,2.29E-05,-5.41E-05,-0.000267828,,-2.365230953,-11.70925506
76,16:58:09:036,-5.67E-05,2.93E-05,1.88E-05,4.82E-05,-6.32E-05,-4.26E-05,-0.000176623,1.257955541,0.674636663,2.794012566
77,16:58:09:562,-4.69E-05,-2.95E-05,6.91E-05,6.01E-05,6.86E-05,4.38E-05,-0.000104126,,0.63893154,-1.517485076
78,16:58:10:090,8.77E-05,-2.93E-05,-0.000101981,-9.41E-05,9.68E-05,-4.59E-05,-0.000225425,,-0.474524051,-2.329502885
79,16:58:10:615,3.35E-05,-4.57E-05,1.81E-05,1.70E-05,-1.70E-05,4.08E-05,-0.000275882,,-2.399479938,16.22359266
80,16:58:11:143,1.49E-07,5.95E-05,-3.04E-05,3.30E-05,5.50E-05,-8.94E-05,-9.70E-05,,-1.625018101,-1.763608322
81,16:58:11:670,-8.88E-05,-8.88E-05,5.58E-06,-6.98E-05,-7.82E-05,-1.46E-05,-0.000199366,,0.186602998,2.548566428
82,16:58:12:197,2.31E-05,6.38E-05,8.42E-05,-4.46E-05,-1.58E-05,8.31E-06,-0.000140138,,-0.524914264,8.85151912
83,16:58:12:723,0.00012252,7.62E-05,8.87E-05,1.13E-05,-9.96E-05,7.14E-06,-0.000137532,-0.156394027,-0.071724891,1.381246436
84,16:58:13:250,7.90E-05,-1.53E-05,-9.56E-05,-2.68E-05,2.24E-05,-5.95E-06,-5.79E-05,,-0.265510602,-2.585476893
85,16:58:13:776,8.13E-05,1.55E-05,1.10E-05,4.41E-05,1.16E-05,-5.41E-05,-0.000197707,,-4.658482834,-17.02421298
86,16:58:14:304,8.43E-06,-3.67E-05,6.36E-05,-6.30E-06,-8.32E-05,8.54E-06,-0.000172122,-0.233980174,-0.102754416,2.069955396
87,16:58:14:831,5.17E-05,1.07E-05,-5.32E-06,6.60E-05,3.30E-05,4.59E-05,-0.000174017,,1.393979632,-5.279591946
88,16:58:15:358,-6.00E-06,-1.31E-05,-4.42E-05,-3.22E-05,-8.81E-05,-9.73E-05,-0.000141086,,1.105174475,1.601831027
89,16:58:15:884,-6.48E-06,6.64E-05,-2.19E-05,1.87E-05,2.40E-05,1.06E-05,-0.00012237,,0.442819132,-5.088954728
90,16:58:16:411,7.64E-05,2.00E-05,-2.45E-05,1.08E-06,-3.08E-05,-9.27E-05,-0.000208368,,3.00430678,6.755389488
91,16:58:16:937,-7.84E-05,1.88E-05,-7.50E-05,1.49E-05,-1.54E-05,1.25E-05,-0.000139665,,-0.814824098,9.090979441
92,16:58:17:465,7.33E-05,3.79E-06,5.49E-05,-6.27E-05,6.20E-05,2.42E-05,-0.000161934,,0.390110546,-2.609774373
93,16:58:17:990,-1.52E-05,6.52E-05,5.13E-05,9.17E-05,8.48E-05,1.51E-05,-0.000201498,,0.177931543,-2.376016945
94,16:58:18:518,2.31E-05,-6.95E-05,2.10E-05,3.32E-05,6.46E-05,4.34E-06,-0.000178044,,0.067100169,-2.754835549
95,16:58:19:045,2.75E-06,0.000105956,7.31E-05,-2.49E-06,9.51E-05,-1.02E-05,-0.000136111,,-0.106762807,-1.430829799
96,16:58:19:572,-5.76E-05,-2.50E-05,-2.00E-05,7.26E-06,3.91E-05,-2.49E-05,-0.000118816,,-0.637035538,-3.04191575
97,16:58:20:098,-8.98E-05,1.88E-05,1.79E-05,5.13E-05,-1.35E-05,3.40E-06,-0.000145114,0.432310158,-0.252227903,10.76000037
98,16:58:20:625,2.29E-05,-7.36E-05,-5.89E-05,5.58E-05,5.50E-05,-5.20E-05,-9.32E-05,,-0.94519717,-1.694698532
99,16:58:21:151,-8.32E-05,-9.45E-05,-8.92E-05,-5.11E-06,-4.26E-05,-7.44E-05,-0.000136585,,1.748419876,3.208238351
100,16:58:21:679,7.09E-05,-3.67E-05,-1.43E-05,-4.60E-05,-3.04E-05,-1.37E-05,-8.47E-05,,0.44977993,2.788376149
101,16:58:22:206,-1.59E-05,-5.74E-05,2.17E-05,1.30E-05,3.34E-05,7.24E-05,-0.000124502,,2.164611261,-3.724315136
102,16:58:22:732,6.03E-05,2.13E-06,1.27E-05,-6.08E-05,1.16E-05,-1.97E-06,-0.000182545,,-0.170037981,-15.71865231
103,16:58:23:259,-8.67E-05,-5.62E-05,6.13E-05,-3.53E-05,-0.000145542,2.12E-05,-0.000218081,-0.395434174,-0.1454364,1.498399069
104,16:58:23:786,-0.000156521,3.36E-05,5.80E-05,-8.26E-07,0.000100523,8.30E-07,-0.000109576,,0.008260247,-1.09005653
105,16:58:24:312,-6.11E-05,-2.48E-05,4.14E-05,4.56E-05,-9.58E-05,-4.08E-06,-0.000255036,0.193886667,0.042564759,2.661663645
106,16:58:24:838,-2.30E-05,-3.98E-05,-6.31E-05,-9.39E-06,-2.80E-05,-1.32E-05,-0.00034197,,0.470741386,12.20022373
107,16:58:25:365,-3.01E-05,-5.86E-05,-2.24E-06,-4.15E-05,-1.82E-05,3.38E-05,-0.000119763,,-1.858868852,6.588422063
108,16:58:25:893,1.39E-05,2.98E-05,3.69E-05,-1.99E-05,-8.34E-05,-1.97E-05,-0.000212158,0.371064906,0.236725746,2.54426532
109,16:58:26:419,3.30E-05,-5.38E-05,5.42E-05,3.56E-05,5.38E-05,-0.000118611,-0.000226846,,-2.203084107,-4.213448857
110,16:58:26:946,-4.25E-05,5.69E-05,5.82E-05,5.48E-05,-2.47E-05,-1.37E-05,-0.000181361,0.706857304,0.552104909,7.328939391
111,16:58:27:473,9.41E-05,6.29E-05,5.28E-05,-2.10E-05,1.68E-05,-8.26E-05,-0.000184915,,-4.925244456,-11.02383349
112,16:58:28:000,2.07E-05,2.88E-05,1.27E-05,5.53E-05,1.72E-05,7.38E-06,-0.000140849,,0.427732296,-8.168373191
113,16:58:28:526,-1.83E-05,-1.03E-05,9.94E-05,-3.13E-05,2.73E-05,-2.53E-05,-0.000117394,,-0.927535389,-4.295391571
114,16:58:29:052,-3.54E-05,7.74E-05,-9.11E-06,-8.44E-06,-5.52E-05,7.38E-05,-0.000185625,,-1.335353005,3.360364532
115,16:58:29:579,-8.17E-05,9.75E-06,4.73E-05,5.91E-05,-0.000103089,-1.51E-05,-0.000154353,0.436912144,0.146133457,1.497275012
116,16:58:30:107,-2.26E-05,-3.93E-05,2.83E-05,-7.01E-06,-1.07E-05,3.22E-05,-0.000140612,,-3.013062399,13.17641598
117,16:58:30:633,-1.85E-05,3.33E-05,-2.83E-05,1.61E-05,3.46E-05,-7.02E-05,-0.000138243,,-2.029582899,-3.995190107
118,16:58:31:160,4.41E-06,-2.74E-05,3.69E-05,3.15E-05,-0.000162195,-0.000135673,-0.000191311,,0.836479435,1.179513113
119,16:58:31:687,-1.24E-05,7.19E-05,1.01E-05,-8.62E-05,-0.000113175,-9.99E-05,-0.000155064,,0.882813787,1.370124084
120,16:58:32:213,7.01E-06,-2.86E-05,5.49E-05,2.65E-05,3.20E-05,-9.45E-06,-0.000125923,,-0.295259737,-3.932407486
121,16:58:32:740,-0.000114161,4.57E-05,8.49E-05,3.41E-05,0.001515477,0.001109217,0.012914475,0.734982488,0.73192625,8.521724181
122,16:58:33:266,-6.42E-05,-7.74E-05,0.000572217,0.000191156,0.010334682,0.007491957,0.089927692,0.699856201,0.724933498,8.701544233
123,16:58:33:794,1.81E-05,1.86E-05,0.00180594,6.05E-05,0.033120972,0.024129456,0.288175096,0.714268764,0.728524975,8.700683462
124,16:58:34:319,-2.30E-05,-5.88E-05,0.003823988,0.000394121,0.072720465,0.052688237,0.632252091,0.708436072,0.724531076,8.694280087
125,16:58:34:847,-1.33E-05,2.14E-05,0.005535625,0.000422916,0.101716778,0.073862675,0.886924713,0.71005562,0.72616019,8.719551743
126,16:58:35:374,6.88E-05,9.45E-05,0.006598043,0.0005074,0.121088604,0.087924425,1.05587107,0.710310068,0.726116437,8.719821992
127,16:58:35:900,-7.49E-05,2.43E-05,0.006835901,0.000418156,0.12784908,0.092923969,1.116244621,0.710576122,0.726825485,8.730955463
128,16:58:36:427,5.12E-06,9.51E-06,0.006838515,0.000439812,0.124607027,0.090683644,1.088122586,0.711261491,0.727757063,8.732433549
129,16:58:36:953,0.000105951,5.00E-05,0.006509901,0.000430531,0.122050715,0.088776549,1.066385874,0.710878344,0.727374258,8.737235748
130,16:58:37:480,5.83E-06,-2.60E-05,0.006704015,0.000396501,0.124743492,0.090688292,1.089412253,0.710464013,0.726998182,8.733219135
131,16:58:38:006,3.02E-05,-4.14E-05,0.006996564,0.000369611,0.129503969,0.094160971,1.130674365,0.710717339,0.727089457,8.730808573
132,16:58:38:533,-1.64E-05,3.74E-05,0.007101865,0.000433149,0.132225137,0.096365154,1.156358881,0.711962803,0.728796022,8.745378549
133,16:58:39:061,9.79E-05,-9.78E-06,0.007036021,0.00036509,0.130127854,0.09457388,1.136120832,0.71056824,0.726776607,8.730804317
134,16:58:39:587,-4.91E-05,2.74E-05,0.00660327,0.000356523,0.123785547,0.089853006,1.081287495,0.709645281,0.725876389,8.735167546
135,16:58:40:114,-6.40E-05,6.65E-06,0.006301336,0.000273004,0.118646959,0.086160081,1.037123814,0.70983639,0.726188699,8.741259105
136,16:58:40:641,9.10E-05,8.08E-06,0.006597568,0.000284187,0.122410021,0.089162989,1.069659276,0.712114841,0.728396163,8.738330964
137,16:58:41:167,-3.32E-05,-1.57E-05,0.006839703,0.000393408,0.125928264,0.091558289,1.100373545,0.710399184,0.727067026,8.738098246
138,16:58:41:694,9.79E-05,3.05E-05,0.006729915,0.000403402,0.123958377,0.090341233,1.08428143,0.711884706,0.728802973,8.747141263
139,16:58:42:220,-4.69E-05,-5.05E-05,0.006542686,0.000421488,0.121883697,0.08863028,1.064240273,0.710473501,0.727170924,8.731604827
140,16:58:42:746,9.34E-05,-5.60E-05,0.006421291,0.00047313,0.119487966,0.086806614,1.043135733,0.709641584,0.726488341,8.730048462
141,16:58:43:273,0.000108791,-3.48E-05,0.00642913,0.000425772,0.12128813,0.088096749,1.058790231,0.709798508,0.726342711,8.729545356
142,16:58:43:799,1.25E-05,-1.19E-05,0.006412264,0.000294656,0.120022507,0.087236886,1.048345609,0.710597562,0.726837722,8.734575138
143,16:58:44:327,5.67E-05,4.24E-05,0.006369269,0.000310599,0.120181625,0.08731578,1.048694062,0.710858354,0.726531865,8.725910118
144,16:58:44:852,-8.80E-08,-0.00013288,0.0063163,0.000451473,0.118554856,0.086064198,1.03441157,0.709004452,0.725944095,8.725172518
145,16:58:45:380,-9.08E-06,-1.43E-05,0.006054345,0.000328207,0.113207177,0.082359534,0.988769764,0.711084056,0.727511599,8.734161509
146,16:58:45:906,2.38E-05,-1.36E-05,0.005961976,0.000332728,0.111305621,0.081077348,0.972892601,0.711670675,0.728420969,8.740731998
147,16:58:46:433,-5.93E-05,-0.000110499,0.006209182,0.000342484,0.113986725,0.082902267,0.995843627,0.710263156,0.727297559,8.73648775
148,16:58:46:960,2.10E-05,2.36E-05,0.006424617,0.000394597,0.121357138,0.088279859,1.059639117,0.711160977,0.727438538,8.731576321
149,16:58:47:486,-1.71E-05,-2.43E-05,0.006791224,0.00044005,0.125555663,0.091285096,1.095726526,0.710648578,0.727048818,8.727017947
150,16:58:48:013,-6.40E-05,5.62E-05,0.00669855,0.000391266,0.125044925,0.090854893,1.091648075,0.710573495,0.726578007,8.730046992
151,16:58:48:539,8.54E-05,-4.12E-05,0.006814275,0.000385079,0.126813098,0.092272701,1.107847788,0.710952974,0.727627531,8.736067528
152,16:58:49:065,2.05E-05,-4.74E-05,0.006929776,0.000441716,0.130026226,0.094582214,1.135823391,0.710604483,0.727408746,8.735340781
153,16:58:49:592,-1.90E-05,-1.48E-05,0.007139186,0.000480031,0.134371834,0.097839327,1.172868834,0.711659389,0.728123779,8.728531889
154,16:58:50:118,-7.53E-05,-2.57E-05,0.00732415,0.000373894,0.137815152,0.100277062,1.202791492,0.711500809,0.727620002,8.72757074
155,16:58:50:644,6.29E-05,-9.68E-07,0.007232852,0.000512874,0.13616213,0.098790316,1.188496892,0.709104484,0.725534448,8.728542124
156,16:58:51:171,-1.57E-05,-1.14E-05,0.007245215,0.000439574,0.135051718,0.098178322,1.179138077,0.710565084,0.726968327,8.731011278
157,16:58:51:699,-3.25E-05,-8.36E-05,0.007173181,0.000409352,0.13280117,0.096618301,1.160706865,0.710509409,0.727541034,8.740185538
158,16:58:52:225,-5.33E-05,-3.03E-05,0.007294905,0.000479793,0.135940636,0.098883916,1.187883576,0.710508993,0.727405128,8.738252319
159,16:58:52:752,6.22E-07,6.65E-06,0.007177698,0.000524536,0.133862897,0.097331412,1.16896868,0.710441514,0.727097756,8.73258164
160,16:58:53:278,-6.35E-05,3.00E-05,0.007128727,0.000482887,0.133925341,0.09732577,1.169751991,0.710216787,0.726716613,8.734358872
161,16:58:53:805,-6.71E-05,-4.60E-05,0.006990147,0.000321306,0.13094725,0.095295706,1.143365044,0.711467315,0.727741177,8.731493337
162,16:58:54:332,-1.14E-05,-1.86E-05,0.007131579,0.000339153,0.132647113,0.096319242,1.157563769,0.710168996,0.72613146,8.726641262
163,16:58:54:858,-8.80E-08,-1.67E-05,0.00711066,0.000401974,0.132597018,0.096415488,1.157827895,0.710752014,0.727131649,8.731930121
164,16:58:55:384,4.01E-05,-6.57E-05,0.006882956,0.000632831,0.129070246,0.09401447,1.128258082,0.710647182,0.728397701,8.741426603
165,16:58:55:911,5.83E-06,0.000115005,0.006761045,0.000438384,0.126275262,0.091929761,1.104014319,0.711574781,0.728010847,8.742918457
166,16:58:56:437,1.27E-05,-3.24E-05,0.006355492,0.000361521,0.119909346,0.0872469,1.048259141,0.710724456,0.72760717,8.742097048
167,16:58:56:963,8.51E-05,-1.48E-05,0.006407276,0.000367707,0.119790216,0.086962146,1.045650567,0.709704797,0.725953658,8.729014782
168,16:58:57:490,9.62E-06,-3.74E-05,0.006464526,0.000440288,0.121141907,0.088123395,1.058257242,0.710558358,0.727439389,8.735682571
169,16:58:58:018,-8.62E-05,1.67E-05,0.006351216,0.000418156,0.119978637,0.087215148,1.048278677,0.710300419,0.72692231,8.737211069
170,16:58:58:544,2.33E-05,2.43E-05,0.006102076,0.000399119,0.115995735,0.084247429,1.01235355,0.710144782,0.726297641,8.727506627
171,16:58:59:071,-2.87E-05,1.74E-05,0.00617142,0.000340818,0.115753972,0.08405519,1.010830307,0.709957937,0.726153823,8.732575539
172,16:58:59:597,-6.80E-05,-8.50E-05,0.006285897,0.000407924,0.117701169,0.085804649,1.029783241,0.711368885,0.729004224,8.749133493
173,16:59:00:124,-2.40E-05,-5.62E-05,0.00624267,0.000414111,0.117337612,0.085446171,1.025281667,0.711165597,0.728207858,8.737877356
174,16:59:00:651,5.79E-05,-2.31E-05,0.006283047,0.000307981,0.117417674,0.085427154,1.024344603,0.711611032,0.727549363,8.723938841
175,16:59:01:177,-6.68E-05,-3.24E-05,0.006615863,0.000405306,0.125079865,0.090965485,1.092692567,0.710553842,0.72725922,8.73595894
176,16:59:01:703,-5.52E-05,-0.00011407,0.00676247,0.000340818,0.126308744,0.09187637,1.103411938,0.710543288,0.727395169,8.735831782
177,16:59:02:230,-1.10E-05,5.43E-05,0.00660921,0.000406258,0.123723869,0.08979068,1.079607984,0.7098485,0.725734498,8.725947463
178,16:59:02:756,-3.87E-06,4.43E-05,0.006321763,0.000381033,0.119315825,0.086710426,1.041325883,0.710758786,0.726730309,8.72747506
179,16:59:03:283,-6.30E-05,-2.50E-05,0.006256683,0.000359617,0.118771188,0.086325031,1.038100318,0.710053004,0.726817954,8.740337956
180,16:59:03:811,-1.57E-05,-5.53E-05,0.006378295,0.000371039,0.12078453,0.087858681,1.055137576,0.710656935,0.727400115,8.735701283
181,16:59:04:337,-4.01E-05,-6.45E-05,0.006437682,0.000320116,0.120774819,0.087829599,1.054531545,0.710778705,0.727217803,8.731385824
182,16:59:04:862,0.000117786,-6.76E-05,0.006210132,0.000311074,0.117273717,0.085258691,1.02369127,0.710641804,0.727005958,8.729076687
183,16:59:05:390,-1.97E-05,-3.26E-05,0.006393261,0.000342246,0.121063199,0.088059838,1.056989282,0.711044758,0.727387337,8.730888442
184,16:59:05:917,-9.71E-05,-6.86E-05,0.006364993,0.000304412,0.120451919,0.087371963,1.050970558,0.709249845,0.725367963,8.725228858
