id,Time,x,y,z
PositionLog0, 14:34:04.612,36253,32128,20613
PositionLog1, 14:34:07.572,36266,32059,20613
PositionLog2, 14:34:09.575,36274,32011,20613
PositionLog3, 14:34:12.605,36288,31936,20613
PositionLog4, 14:34:14.741,36296,31891,20613
PositionLog5, 14:34:17.624,36310,31815,20613
PositionLog6, 14:34:20.617,36324,31739,20613
PositionLog7, 14:34:22.642,36332,31691,20613
PositionLog8, 14:34:24.693,36341,31639,20613
PositionLog9, 14:34:27.675,36354,31568,20613
PositionLog10, 14:34:29.700,36363,31516,20613
PositionLog11, 14:34:32.684,36375,31446,20613
PositionLog12, 14:34:34.706,36384,31394,20613
PositionLog13, 14:34:37.694,36395,31324,20613
PositionLog14, 14:34:39.730,36404,31269,20613
PositionLog15, 14:34:41.731,36412,31223,20613
PositionLog16, 14:34:43.760,36419,31178,20613
PositionLog17, 14:34:45.785,36427,31124,20613
PositionLog18, 14:34:47.802,36433,31079,20613
PositionLog19, 14:34:49.862,36441,31023,20613
PositionLog20, 14:34:52.871,36450,30948,20613
PositionLog21, 14:34:55.866,36457,30881,20613
PositionLog22, 14:34:57.891,36463,30826,20613
PositionLog23, 14:34:59.942,36467,30777,20613
PositionLog24, 14:35:01.952,36472,30725,20613
PositionLog25, 14:35:03.984,36476,30680,20613
PositionLog26, 14:35:06.918,36483,30604,20613
PositionLog27, 14:35:08.933,36487,30557,20613
PositionLog28, 14:35:11.930,36493,30480,20613
PositionLog29, 14:35:13.962,36497,30434,20613
PositionLog30, 14:35:15.993,36501,30380,20613
PositionLog31, 14:35:18.023,36505,30333,20613
PositionLog32, 14:35:20.067,36509,30279,20613
PositionLog33, 14:35:23.098,36515,30210,20613
PositionLog34, 14:35:26.126,36522,30133,20613
PositionLog35, 14:35:29.057,36528,30064,20613
PositionLog36, 14:35:31.076,36533,30011,20613
PositionLog37, 14:35:34.088,36541,29934,20613
PositionLog38, 14:35:36.125,36546,29888,20613
PositionLog39, 14:35:39.113,36555,29810,20613
PositionLog40, 14:35:41.139,36560,29764,20613
PositionLog41, 14:35:43.156,36565,29718,20613
PositionLog42, 14:35:45.164,36572,29664,20613
PositionLog43, 14:35:48.180,36581,29587,20613
PositionLog44, 14:35:50.192,36587,29541,20613
PositionLog45, 14:35:52.213,36592,29494,20613
PositionLog46, 14:35:54.221,36599,29440,20613
PositionLog47, 14:35:56.237,36606,29394,20613
PositionLog48, 14:35:58.242,36613,29340,20613
PositionLog49, 14:36:00.258,36620,29294,20613
PositionLog50, 14:36:02.261,36629,29240,20613
PositionLog51, 14:36:04.300,36637,29195,20613
PositionLog52, 14:36:07.303,36651,29120,20613
PositionLog53, 14:36:09.374,36661,29075,20613
PositionLog54, 14:36:12.404,36677,28997,20613
PositionLog55, 14:36:14.415,36686,28953,20613
PositionLog56, 14:36:17.407,36702,28878,20613
PositionLog57, 14:36:20.356,36717,28809,20613
PositionLog58, 14:36:22.387,36728,28756,20613
PositionLog59, 14:36:24.397,36737,28711,20613
PositionLog60, 14:36:26.398,36748,28658,20613
PositionLog61, 14:36:28.420,36757,28612,20613
PositionLog62, 14:36:30.505,36768,28558,20613
PositionLog63, 14:36:33.489,36780,28491,20613
PositionLog64, 14:36:35.515,36788,28436,20613
PositionLog65, 14:36:38.498,36794,28369,20613
PositionLog66, 14:36:41.522,36797,28292,20613
PositionLog67, 14:36:44.500,36798,28221,20613
PositionLog68, 14:36:47.497,36798,28146,20613
PositionLog69, 14:36:49.524,36799,28092,20613
PositionLog70, 14:36:51.543,36800,28046,20613
PositionLog71, 14:36:53.554,36802,28001,20613
PositionLog72, 14:36:55.662,36807,27947,20613
PositionLog73, 14:36:58.582,36813,27875,20613
PositionLog74, 14:37:00.592,36817,27822,20613
PositionLog75, 14:37:02.609,36821,27778,20613
PositionLog76, 14:37:04.685,36826,27722,20613
PositionLog77, 14:37:07.654,36832,27655,20613
PositionLog78, 14:37:09.677,36837,27600,20613
PositionLog79, 14:37:11.699,36842,27554,20613
PositionLog80, 14:37:13.742,36847,27500,20613
PositionLog81, 14:37:16.758,36854,27430,20613
PositionLog82, 14:37:18.789,36859,27376,20613
PositionLog83, 14:37:20.792,36863,27329,20613
PositionLog84, 14:37:23.741,36870,27252,20613
PositionLog85, 14:37:25.775,36875,27205,20613
PositionLog86, 14:37:27.820,36880,27152,20613
PositionLog87, 14:37:30.799,36887,27075,20613
PositionLog88, 14:37:32.818,36891,27027,20613
PositionLog89, 14:37:35.813,36897,26952,20613
PositionLog90, 14:37:37.834,36901,26906,20613
PositionLog91, 14:37:40.829,36906,26830,20613
PositionLog92, 14:37:42.842,36910,26783,20613
PositionLog93, 14:37:44.851,36913,26735,20613
PositionLog94, 14:37:46.878,36917,26682,20613
PositionLog95, 14:37:48.916,36920,26634,20613
PositionLog96, 14:37:50.934,36923,26581,20613
PositionLog97, 14:37:52.937,36925,26535,20613
PositionLog98, 14:37:54.950,36927,26479,20613
PositionLog99, 14:37:56.957,36929,26434,20613
PositionLog100, 14:37:58.978,36929,26380,20613
PositionLog101, 14:38:00.996,36927,26335,20613
