Cycle,Time,82Kr,83Kr,84Sr,85Rb,86Sr,87Sr,88Sr,87Sr/86Sr (5),87Sr/86Sr (8),88Sr/86Sr (9),Column1
417,15:03:42:611,-2.71E-06,-7.30E-06,0.008791355,0.000500625,0.16310767,0.118573513,1.424158023,0.710641213,0.726964666,8.731398239,
418,15:03:43:138,-7.99E-05,-0.00010207,0.008767116,0.000531565,0.162203482,0.117996101,1.417764849,0.710331567,0.727457259,8.740656043,
419,15:03:43:664,-5.69E-05,-3.49E-05,0.008710323,0.000432799,0.163106399,0.118534546,1.423725915,0.710587343,0.726731424,8.728817045,
420,15:03:44:192,5.69E-05,-1.94E-05,0.008571801,0.000551081,0.161830138,0.117742855,1.41454876,0.710666779,0.727570629,8.740947635,
421,15:03:44:717,-3.37E-05,-7.25E-05,0.008596748,0.000498007,0.15998807,0.116273957,1.397288459,0.710105096,0.726766417,8.733704065,
422,15:03:45:245,0.000103092,1.56E-05,0.008726481,0.000454693,0.162708849,0.118273477,1.4220181,0.710428927,0.726902548,8.739648223,
423,15:03:45:772,2.73E-06,-1.30E-05,0.008656147,0.000534659,0.162977255,0.118462075,1.423580953,0.710296567,0.726862622,8.734844332,
424,15:03:46:298,-1.95E-05,-3.54E-05,0.008533075,0.000466593,0.159808295,0.116241266,1.396876344,0.710613747,0.727379429,8.740950171,
425,15:03:46:825,-5.19E-05,-3.37E-05,0.008578691,0.000525615,0.160978647,0.117061804,1.40455819,0.710948793,0.727188395,8.725121127,
426,15:03:47:351,-8.63E-06,-5.40E-06,0.008517395,0.0005537,0.158827176,0.115506009,1.38810091,0.710414773,0.727243356,8.739693925,
427,15:03:47:878,9.83E-06,8.56E-05,0.008735511,0.000492295,0.162814068,0.118501288,1.423085081,0.711454777,0.727831994,8.740553546,
428,15:03:48:404,-5.43E-05,2.10E-05,0.008640703,0.000509669,0.163080721,0.11856706,1.424933991,0.710541192,0.727045224,8.737599263,
429,15:03:48:930,8.60E-05,-3.21E-05,0.0085326,0.000496579,0.160744575,0.116904682,1.403926243,0.710742223,0.727269844,8.733895015,
430,15:03:49:457,-1.38E-05,-0.000117308,0.008690839,0.000468496,0.163175045,0.118722446,1.424712063,0.710948146,0.727577226,8.731188439,
431,15:03:49:983,1.08E-05,-7.16E-05,0.008689175,0.000451599,0.163759221,0.118964372,1.431326914,0.709676647,0.726459073,8.740435539,
432,15:03:50:510,3.56E-05,-6.75E-05,0.00872363,0.000522045,0.162347776,0.117988411,1.41724209,0.710248714,0.726763333,8.729667429,
433,15:03:51:036,5.46E-05,-2.94E-05,0.008702482,0.000514429,0.163010556,0.118643509,1.424641169,0.711038914,0.727827152,8.739563868,
434,15:03:51:564,9.13E-05,-9.35E-05,0.008608152,0.000454217,0.159971818,0.116404728,1.397847803,0.710830872,0.727657715,8.738087865,
435,15:03:52:090,3.67E-07,-1.16E-05,0.0084447,0.000499911,0.158518258,0.11545602,1.384963986,0.711715706,0.728345251,8.736936707,
436,15:03:52:617,-3.51E-05,-0.00014445,0.008515494,0.000374734,0.159202666,0.115814902,1.391426067,0.710577795,0.727468359,8.73996712,
437,15:03:53:144,5.05E-05,-8.71E-05,0.008286025,0.000472304,0.155655604,0.113185174,1.359387769,0.710469583,0.727151293,8.7333044,
438,15:03:53:670,-3.28E-05,-2.56E-05,0.008497201,0.000472542,0.15940442,0.115881,1.392772684,0.710369929,0.726962275,8.737353001,
439,15:03:54:197,-6.85E-05,-2.75E-05,0.008561822,0.000487774,0.159969025,0.116352467,1.397904798,0.710652364,0.727343727,8.738596736,
440,15:03:54:723,2.02E-06,5.10E-05,0.008632625,0.000436845,0.161828106,0.117546452,1.412557386,0.710512811,0.726366111,8.728751873,
441,15:03:55:250,2.69E-05,-6.49E-05,0.008589145,0.000465641,0.159368634,0.115786682,1.391351085,0.710114475,0.726533692,8.730394741,
442,15:03:55:776,-1.83E-05,-9.90E-05,0.00855707,0.000517285,0.160073652,0.11631383,1.398039008,0.70982847,0.726626955,8.733723459,
443,15:03:56:304,-6.54E-05,1.75E-05,0.008665652,0.000431847,0.162235235,0.118065066,1.416945039,0.711544434,0.727739972,8.733892084,
444,15:03:56:831,-9.00E-05,-4.16E-05,0.008393864,0.000496579,0.158713541,0.115288255,1.385853756,0.709918544,0.726392052,8.731792816,
445,15:03:57:357,2.38E-05,-3.18E-05,0.008673493,0.000578691,0.162770098,0.118166537,1.420613792,0.709543688,0.725972018,8.727731973,
446,15:03:57:884,9.65E-05,5.08E-06,0.008674206,0.000444222,0.162542908,0.118272236,1.421902571,0.710798483,0.727637014,8.74785982,
447,15:03:58:410,-4.96E-05,-3.33E-05,0.008647594,0.000503005,0.162101879,0.117940783,1.416543054,0.710835893,0.727571968,8.738597369,
448,15:03:58:937,-2.61E-05,-3.64E-05,0.008688225,0.000498007,0.162866936,0.118521143,1.42303949,0.711033878,0.727717645,8.737436375,
449,15:03:59:463,1.95E-05,-3.80E-05,0.008629298,0.000416379,0.162922094,0.118543232,1.423069205,0.711231677,0.727606854,8.734660657,
450,15:03:59:990,-3.13E-05,6.13E-05,0.008735986,0.000464213,0.16443637,0.119479285,1.436315411,0.71047691,0.726598895,8.734779365,
451,15:04:00:516,-5.80E-07,-7.35E-05,0.008778285,0.000483728,0.163789494,0.119118794,1.431333444,0.710448948,0.727267613,8.738859926,
452,15:04:01:042,-2.21E-05,-1.14E-05,0.008671117,0.000536325,0.163406185,0.118884071,1.428346836,0.710705666,0.72753716,8.741081865,
453,15:04:01:569,1.29E-05,9.79E-05,0.008978156,0.000424708,0.166697385,0.121354408,1.456558866,0.71195028,0.727992269,8.737742737,
454,15:04:02:095,2.40E-05,-1.85E-05,0.008793493,0.000422804,0.165451128,0.120271364,1.445549855,0.710540675,0.726929851,8.737020258,
455,15:04:02:623,0.000104513,-3.83E-05,0.008855519,0.000478968,0.166036538,0.120786923,1.450155812,0.711000682,0.727471946,8.733955992,
456,15:04:03:150,-2.97E-05,-6.66E-05,0.008844112,0.000540133,0.165196304,0.120169622,1.443180529,0.710625448,0.727435298,8.736155083,
457,15:04:03:676,2.50E-06,1.98E-06,0.008794682,0.000511573,0.164110338,0.119110118,1.433911116,0.709257244,0.725792899,8.737481939,
458,15:04:04:203,-3.28E-05,1.79E-05,0.008941791,0.000453265,0.166402041,0.120883262,1.453682136,0.710174834,0.726453001,8.735963394,
459,15:04:04:730,4.27E-05,-3.37E-05,0.008580354,0.000338802,0.162682673,0.118247919,1.421458833,0.710582529,0.726862409,8.737616679,
460,15:04:05:256,-1.93E-05,-1.80E-05,0.008839359,0.000377351,0.165622571,0.120406869,1.446045661,0.710964516,0.726995532,8.730969794,
461,15:04:05:782,-1.53E-05,-0.000113022,0.008982197,0.000430895,0.167349978,0.121603105,1.46096438,0.710220525,0.726639505,8.729994444,
462,15:04:06:309,-0.000109448,7.79E-05,0.008958191,0.000403052,0.166470523,0.12128361,1.455801217,0.712185143,0.728559077,8.745099093,
463,15:04:06:835,6.12E-05,2.32E-05,0.008863362,0.000454455,0.167424382,0.121812594,1.462283109,0.7113685,0.72756783,8.733991388,
464,15:04:07:362,-4.48E-05,-9.33E-05,0.008663751,0.000524901,0.162588647,0.118223603,1.419460956,0.710487844,0.7271332,8.730381754,
465,15:04:07:888,-8.63E-06,-2.83E-05,0.009032825,0.000504195,0.169227308,0.122950613,1.47788675,0.710121301,0.726541211,8.733145767,
466,15:04:08:416,2.38E-05,-4.90E-05,0.008937751,0.000525377,0.167636664,0.121834962,1.464769796,0.710033731,0.726779923,8.737765107,
467,15:04:08:942,2.45E-05,-4.06E-05,0.009254144,0.000419472,0.171487191,0.124755213,1.498615501,0.710982612,0.72748998,8.738935485,
468,15:04:09:469,6.05E-05,-5.99E-05,0.009067767,0.000465165,0.168843143,0.122643695,1.474449154,0.709962771,0.726376518,8.732656377,
469,15:04:09:996,-7.54E-05,-4.37E-05,0.009047562,0.000520855,0.169180172,0.122862949,1.47668844,0.70991271,0.726225463,8.728495924,
470,15:04:10:523,7.70E-06,-4.21E-06,0.009117686,0.000480634,0.169822169,0.123438989,1.483755211,0.710421188,0.726872055,8.737111405,
471,15:04:11:049,1.08E-05,-4.92E-06,0.009272927,0.000480158,0.171846253,0.125007758,1.501481734,0.710978723,0.727439535,8.737355117,
472,15:04:11:575,-6.50E-06,1.01E-05,0.009109128,0.000504433,0.170298245,0.123793615,1.487145559,0.710651558,0.726922433,8.732594737,
473,15:04:12:101,-1.19E-05,1.60E-05,0.008915172,0.000533231,0.166218764,0.12099451,1.453136773,0.711155894,0.727923288,8.742314851,
474,15:04:12:628,6.38E-05,-1.44E-05,0.008957003,0.000523711,0.16619433,0.120936898,1.45216803,0.711026929,0.727683656,8.737771196,
475,15:04:13:156,2.43E-05,2.96E-05,0.009046611,0.000464927,0.168930511,0.122917583,1.47589967,0.711315171,0.727622159,8.736726486,
476,15:04:13:683,4.77E-05,4.56E-05,0.009256522,0.000555128,0.172166087,0.12515583,1.502532626,0.710910143,0.726948217,8.727227597,
477,15:04:14:209,3.16E-05,-9.45E-05,0.009272689,0.000554176,0.172085353,0.125258373,1.504120986,0.710822031,0.727885149,8.740552058,
478,15:04:14:736,3.11E-05,-1.30E-05,0.008992893,0.000394009,0.1684829,0.122567476,1.471732498,0.711256124,0.727477243,8.735203975,
479,15:04:15:262,2.50E-06,5.79E-06,0.008874532,0.000494437,0.167785007,0.122069107,1.46652999,0.71091506,0.72753287,8.740530625,
480,15:04:15:789,-2.14E-05,2.75E-05,0.00901785,0.000521807,0.168522181,0.122651143,1.472505784,0.711308327,0.727804151,8.737756497,
481,15:04:16:315,1.55E-06,-1.04E-05,0.008959142,0.000539181,0.166787278,0.121203379,1.456506264,0.710247997,0.726694392,8.73271801,
482,15:04:16:842,5.08E-05,3.91E-05,0.009234887,0.000428753,0.172363604,0.125370136,1.505610863,0.711258137,0.727358519,8.735085748,
483,15:04:17:368,-7.35E-05,-1.60E-07,0.009062537,0.000421852,0.169332799,0.123057411,1.479280351,0.710466994,0.726719284,8.735935138,
484,15:04:17:894,-6.76E-05,9.36E-06,0.009049464,0.000507765,0.168911152,0.122912616,1.475990186,0.711136944,0.727676147,8.738263691,
485,15:04:18:421,3.28E-05,-1.90E-05,0.009024981,0.000540371,0.171485915,0.124535313,1.497146793,0.709875484,0.726213072,8.730435946,
486,15:04:18:949,4.06E-05,-5.11E-05,0.009099382,0.000469924,0.168966683,0.122905166,1.476407699,0.710762739,0.727392903,8.737862845,
487,15:04:19:475,2.31E-05,1.70E-05,0.009119825,0.00042566,0.170656653,0.124093164,1.491299262,0.710836065,0.727151051,8.738594344,
488,15:04:20:002,-2.69E-05,-3.90E-05,0.009172362,0.000537277,0.170076373,0.123412403,1.483787525,0.709488671,0.725629322,8.724242519,
489,15:04:20:529,-0.000115601,-2.92E-05,0.009136228,0.000467068,0.16966259,0.123293397,1.482386575,0.710191531,0.726697599,8.737262459,
490,15:04:21:055,4.37E-05,1.51E-06,0.009277206,0.000356887,0.173689353,0.126344646,1.517694627,0.711243703,0.727417331,8.737983063,
491,15:04:21:582,2.85E-05,6.25E-05,0.009222049,0.000505385,0.171759158,0.124946545,1.499474761,0.711452644,0.727452011,8.730100805,
492,15:04:22:108,1.03E-05,-7.59E-05,0.009264605,0.000456597,0.171755837,0.124967198,1.499682461,0.711184631,0.727586319,8.731478843,
493,15:04:22:634,2.19E-05,-2.80E-05,0.009230608,0.000540609,0.174170656,0.126574483,1.52133528,0.710191877,0.726726795,8.734739335,
494,15:04:23:161,9.22E-05,1.58E-05,0.009383013,0.000517999,0.17405031,0.126566771,1.520860119,0.710696724,0.727184978,8.738048887,
495,15:04:23:689,-3.06E-05,-3.71E-05,0.0093055,0.000436607,0.172749596,0.125601168,1.509803785,0.710515739,0.727070686,8.739839731,
496,15:04:24:216,1.69E-05,7.94E-05,0.009189717,0.000548939,0.172817223,0.125607392,1.509507102,0.710608373,0.726822188,8.73470291,
497,15:04:24:742,1.34E-05,2.82E-05,0.00916523,0.000425422,0.172292565,0.125288988,1.504988743,0.711062286,0.727187432,8.735076523,
498,15:04:25:269,7.94E-06,1.74E-06,0.009034013,0.000530375,0.1706689,0.12395991,1.490927313,0.709843657,0.726318095,8.73578793,
499,15:04:25:795,3.92E-05,6.18E-05,0.009124342,0.000443746,0.171404977,0.124492035,1.496903969,0.710340192,0.726303502,8.733141823,
500,15:04:26:321,-2.35E-05,-5.16E-06,0.009270549,0.000401624,0.172158422,0.125278036,1.504397388,0.711360432,0.72769043,8.738447821,
501,15:04:26:848,1.22E-05,-1.71E-05,0.009355906,0.000492771,0.174147914,0.126723506,1.522135601,0.71103011,0.727677424,8.74047562,
502,15:04:27:374,3.44E-06,-6.83E-06,0.009368033,0.000487536,0.175111659,0.127462715,1.530506599,0.711305634,0.727893938,8.740175293,
503,15:04:27:901,-6.64E-05,-6.54E-05,0.009296227,0.000427087,0.174042645,0.126700865,1.521175762,0.711334042,0.727987469,8.740247314,
504,15:04:28:427,3.23E-05,-6.33E-05,0.009294325,0.000486346,0.173060204,0.125872595,1.511120481,0.710909276,0.727334142,8.731761791,
505,15:04:28:954,-3.42E-06,9.32E-05,0.009300269,0.00038568,0.173834692,0.12638071,1.518692524,0.711149807,0.727016618,8.736417947,
506,15:04:29:480,0.000121556,-0.000122069,0.009286954,0.000469448,0.174366151,0.126792676,1.522362655,0.710638423,0.727163356,8.730838209,
507,15:04:30:008,1.81E-05,4.36E-06,0.00933522,0.000468258,0.173929467,0.12634962,1.519159241,0.710196211,0.726441715,8.734340818,
508,15:04:30:533,1.65E-05,4.08E-05,0.009449593,0.000538943,0.176182251,0.128235835,1.540815326,0.711094251,0.727858989,8.745576323,
509,15:04:31:061,-2.69E-05,-8.47E-05,0.009335696,0.000400196,0.175633772,0.127602402,1.532960072,0.710409308,0.726525434,8.728162315,
510,15:04:31:587,2.40E-05,1.98E-05,0.00947266,0.00041733,0.175887374,0.127883078,1.535911833,0.711071878,0.727073669,8.732359804,
511,15:04:32:114,-5.86E-05,-1.18E-05,0.009277444,0.000497769,0.17269065,0.125496102,1.508254318,0.710351738,0.726710461,8.73385051,
512,15:04:32:641,6.05E-06,1.13E-05,0.009286954,0.000545607,0.173851041,0.126563786,1.520128579,0.711178455,0.728001312,8.743856649,
513,15:04:33:167,-9.38E-05,6.03E-06,0.009363515,0.000502291,0.174203108,0.126719525,1.522383602,0.710891154,0.727424018,8.739129956,
514,15:04:33:694,3.28E-05,3.44E-05,0.009241544,0.000526805,0.172727906,0.12553245,1.509037768,0.71038032,0.726764154,8.736502439,
515,15:04:34:220,6.38E-05,4.08E-05,0.009362088,0.00048944,0.175113705,0.127265542,1.529394839,0.710609564,0.726759458,8.733724387,
516,15:04:34:746,3.09E-05,-8.56E-05,0.0090913,0.00048111,0.171038661,0.124590781,1.496070822,0.711284563,0.728436367,8.74697457,
517,15:04:35:273,5.48E-05,-0.00013945,0.009330465,0.000391153,0.173505473,0.126197156,1.515770683,0.710704649,0.727338188,8.736154876,
518,15:04:35:799,-4.06E-05,-6.61E-05,0.009232747,0.000464451,0.172291543,0.12514687,1.505083734,0.709836225,0.726366878,8.735679684,
519,15:04:36:325,0.000104513,2.46E-05,0.009243208,0.000410429,0.17162457,0.124881105,1.500324449,0.711245514,0.72764118,8.741897772,
520,15:04:36:852,-1.62E-05,-5.68E-05,0.008882374,0.000508003,0.167569127,0.121800913,1.463089186,0.710403033,0.726869654,8.731257438,
521,15:04:37:380,-2.92E-05,1.01E-05,0.009228706,0.000453027,0.171100428,0.124284872,1.494478842,0.710170751,0.726385509,8.734512564,
522,15:04:37:906,6.99E-06,6.56E-05,0.009312632,0.000415189,0.173772365,0.12633992,1.517526066,0.711164939,0.727042646,8.732838875,
523,15:04:38:433,-4.37E-05,-1.21E-05,0.009402511,0.000343323,0.173625758,0.126294655,1.517269281,0.711178106,0.727395849,8.738733819,
524,15:04:38:960,-3.77E-05,-7.09E-05,0.00926199,0.000438748,0.172670236,0.125635528,1.510485805,0.710594222,0.727603847,8.747806461,
525,15:04:39:486,2.66E-05,-4.80E-05,0.009366844,0.000562744,0.173242221,0.125888535,1.512795884,0.710108064,0.726661974,8.732258636,
526,15:04:40:013,-3.21E-05,-5.87E-06,0.009207071,0.000534183,0.17260517,0.125524234,1.508394986,0.710588097,0.727233341,8.738990767,
527,15:04:40:539,4.91E-05,-1.23E-05,0.009313108,0.000474684,0.17539251,0.127554842,1.532023048,0.71091185,0.727253645,8.734825971,
528,15:04:41:067,3.09E-05,-6.25E-05,0.009023079,0.000503957,0.16812561,0.122383373,1.469906357,0.710954731,0.727928202,8.742905741,
529,15:04:41:592,-5.31E-06,0.000125574,0.00919566,0.000553462,0.169962904,0.123437001,1.483659517,0.710404116,0.726258484,8.729313736,
530,15:04:42:120,-3.82E-05,1.06E-05,0.009061824,0.000643909,0.169171,0.122959306,1.476541241,0.710419447,0.726834423,8.728099057,
531,15:04:42:647,3.75E-05,-0.000107546,0.009415589,0.000503005,0.175030078,0.127359394,1.528874887,0.710916086,0.7276429,8.734926609,
532,15:04:43:174,5.67E-05,8.89E-06,0.009278871,0.000364263,0.173335667,0.126037728,1.515355798,0.710791022,0.727130947,8.742319592,
533,15:04:43:700,2.66E-05,-4.99E-05,0.009113645,0.000453979,0.170525776,0.123985516,1.489708657,0.710584424,0.727077857,8.735973504,
534,15:04:44:226,6.90E-05,2.13E-05,0.009279822,0.000561316,0.172793489,0.125743845,1.510062955,0.711079263,0.727711707,8.739119511,
535,15:04:44:753,4.08E-05,-5.66E-05,0.009215392,0.000458739,0.173312432,0.12609477,1.514401348,0.710958219,0.72755756,8.737984495,
536,15:04:45:281,-3.68E-05,-2.04E-05,0.009198275,0.000517761,0.172871328,0.125612621,1.510731297,0.709982116,0.726624956,8.739050703,
537,15:04:45:808,-1.36E-05,-1.04E-05,0.009213966,0.000569646,0.173276177,0.125927886,1.512286937,0.710489034,0.726746674,8.72761022,
538,15:04:46:335,2.85E-05,-1.18E-05,0.009212539,0.000452075,0.171060611,0.124450997,1.495241814,0.710949813,0.727525734,8.741005906,
539,15:04:46:861,5.48E-05,3.17E-06,0.009183773,0.000491819,0.171421828,0.124735311,1.498442452,0.711022664,0.727651273,8.741258181,
540,15:04:47:388,4.60E-05,-1.83E-06,0.009127432,0.00047159,0.170303856,0.123898509,1.48693577,0.711330312,0.727514409,8.731075161,
541,15:04:47:914,2.50E-06,-7.54E-06,0.00924725,0.000484918,0.172680953,0.125600172,1.509241339,0.710769877,0.72735394,8.740056808,
542,15:04:48:440,3.54E-05,-2.59E-05,0.009542813,0.000521807,0.176172011,0.128265735,1.538876056,0.711557713,0.728071018,8.73507685,
543,15:04:48:967,-0.000117731,-7.92E-05,0.009341402,0.000455407,0.176580646,0.128307846,1.541428945,0.710359459,0.726624628,8.729319886,
544,15:04:49:493,2.02E-05,-1.80E-05,0.009428905,0.000510621,0.176069615,0.128042751,1.539179347,0.710502362,0.727227983,8.741879445,
545,15:04:50:021,-4.93E-05,-1.97E-05,0.009400846,0.000476588,0.175687251,0.127809851,1.535589863,0.710880059,0.727485064,8.740474065,
546,15:04:50:546,-9.10E-06,1.32E-05,0.009353528,0.000534183,0.173037997,0.125992395,1.512170288,0.711522829,0.728119817,8.738949334,
547,15:04:51:074,-1.83E-05,3.06E-05,0.009144548,0.000509669,0.172554396,0.125544401,1.507176935,0.711271429,0.727564199,8.734503282,
548,15:04:51:601,2.55E-05,-7.59E-05,0.009338787,0.000502291,0.174350306,0.126779239,1.522728852,0.71058323,0.727152378,8.733732041,
549,15:04:52:128,2.97E-06,1.96E-05,0.009312395,0.000428277,0.173573914,0.126331713,1.517201118,0.711418697,0.727826608,8.740951258,
550,15:04:52:654,-1.36E-05,-6.56E-05,0.009000974,0.000489678,0.169166923,0.123054678,1.478010475,0.710727905,0.727415716,8.736994494,
551,15:04:53:180,-5.50E-05,-2.92E-05,0.009126719,0.000440414,0.170750037,0.124275671,1.493079573,0.711074394,0.727822219,8.744241567,
552,15:04:53:707,-0.000105898,-1.37E-05,0.009284815,0.000541561,0.174560148,0.126770531,1.523956609,0.709934588,0.726228364,8.730266472,
553,15:04:54:233,-1.67E-05,-0.000110641,0.009395377,0.000511335,0.174196464,0.126629462,1.521699169,0.710162249,0.726934743,8.73553418,
554,15:04:54:760,1.79E-05,-5.87E-05,0.009198037,0.000557508,0.171006248,0.124187149,1.493171005,0.709651674,0.726214102,8.731675148,
555,15:04:55:288,1.43E-05,5.75E-05,0.009306688,0.000538705,0.173385968,0.126230291,1.515578703,0.711485072,0.728030603,8.741068979,
556,15:04:55:814,3.26E-05,-7.83E-05,0.009102472,0.000465641,0.170709723,0.124202565,1.49242888,0.710674692,0.727565853,8.742494894,
557,15:04:56:341,0.000126527,4.08E-05,0.009316674,0.000527757,0.173366051,0.125993391,1.515027137,0.710288993,0.726747769,8.738891643,
558,15:04:56:868,-2.85E-05,2.60E-05,0.009145975,0.000446364,0.170772747,0.124154577,1.492332086,0.710682578,0.727016336,8.738701669,
559,15:04:57:394,0.000109484,1.03E-06,0.00909439,0.000531565,0.169356753,0.123070823,1.479623723,0.710160155,0.726695695,8.736727049,
560,15:04:57:921,3.82E-05,2.08E-05,0.009072283,0.000542037,0.169200555,0.122851029,1.47766084,0.709730668,0.726067529,8.733191458,
561,15:04:58:447,-6.73E-06,-1.11E-05,0.008971739,0.000549891,0.167669033,0.12208104,1.464410146,0.71156062,0.728107259,8.733933279,
562,15:04:58:975,4.08E-05,-7.18E-05,0.009065152,0.000464451,0.169403132,0.123078026,1.479337851,0.710088815,0.726539258,8.732647558,
563,15:04:59:502,2.78E-05,1.60E-05,0.009145261,0.000559888,0.172602363,0.12550133,1.508455136,0.710462572,0.727112465,8.739481359,
564,15:05:00:028,2.43E-05,-6.95E-05,0.008987664,0.000404004,0.168546924,0.122528499,1.472109808,0.710591797,0.726969656,8.734124442,
565,15:05:00:555,-2.09E-05,3.37E-05,0.008965321,0.00032619,0.167272522,0.121644851,1.461264022,0.711294715,0.727225541,8.735828216,
566,15:05:01:082,1.69E-05,-3.11E-05,0.009043046,0.00044803,0.168936879,0.122810552,1.475169509,0.710695721,0.726961174,8.732075058,
567,15:05:01:608,5.81E-06,-2.33E-05,0.008889267,0.00041971,0.166936521,0.121492041,1.459082521,0.711230911,0.727773889,8.7403434,
568,15:05:02:134,-1.05E-05,1.17E-05,0.009342591,0.000466117,0.172946619,0.125530707,1.510497077,0.709643587,0.725834989,8.733891905,
569,15:05:02:661,-3.87E-05,7.49E-05,0.008985287,0.00044922,0.169196988,0.122913113,1.478471006,0.71029777,0.72644977,8.738163875,
570,15:05:03:189,5.27E-05,1.63E-05,0.009155008,0.000426849,0.169776536,0.123376625,1.482237146,0.710716375,0.726700097,8.730518242,
571,15:05:03:716,1.31E-05,3.17E-05,0.009370173,0.000432799,0.174770543,0.127186384,1.526917602,0.711537721,0.727733529,8.736698849,
572,15:05:04:243,-1.88E-05,-4.99E-05,0.009353291,0.000516809,0.172702898,0.12547021,1.508304406,0.710000453,0.726509002,8.733521115,
573,15:05:04:769,2.50E-05,7.60E-05,0.009300269,0.000412333,0.171984189,0.125044339,1.503245793,0.710905254,0.727068806,8.740604615,
574,15:05:05:296,7.23E-05,-4.21E-05,0.009157623,0.000418044,0.171426423,0.124532826,1.496559515,0.710329048,0.726450586,8.730039899,
575,15:05:05:822,6.04E-07,-3.73E-06,0.009224426,0.000444936,0.171761712,0.125000791,1.501044327,0.711301575,0.727757015,8.739109038,
576,15:05:06:348,8.25E-05,-3.94E-05,0.009255333,0.000407336,0.172418037,0.125409467,1.506897057,0.71085501,0.727357009,8.739787829,
577,15:05:06:875,-4.60E-05,4.84E-05,0.009529496,0.000411381,0.176284402,0.128080119,1.538627369,0.710844877,0.726553896,8.728097036,
578,15:05:07:401,3.40E-05,1.08E-05,0.009446264,0.000516809,0.175910408,0.128070902,1.537753146,0.711388769,0.728046185,8.741683688,
579,15:05:07:929,-4.91E-05,-2.14E-05,0.009225853,0.000427325,0.174147148,0.126483935,1.52123647,0.710031463,0.726304946,8.735351039,
580,15:05:08:456,5.81E-06,5.68E-05,0.009254382,0.000408287,0.173043868,0.125739114,1.51014184,0.710988737,0.726631434,8.726930684,
581,15:05:08:982,-5.03E-05,-3.97E-05,0.009300744,0.000447078,0.173575701,0.126247979,1.517197355,0.710708015,0.727336709,8.740839551,
582,15:05:09:509,1.24E-05,-7.07E-06,0.009316199,0.000454931,0.173547354,0.126256201,1.515873165,0.71121376,0.727502886,8.734637147,
583,15:05:10:036,6.00E-05,6.37E-05,0.009400133,0.000398055,0.176151531,0.128172051,1.539623231,0.711468301,0.727623827,8.740334081,
584,15:05:10:562,5.84E-05,-3.71E-05,0.00936613,0.00038687,0.173233286,0.125828266,1.512400487,0.710314761,0.72635155,8.73042661,
585,15:05:11:088,9.60E-06,9.13E-06,0.009320954,0.000423518,0.172886641,0.125755051,1.510462427,0.711132612,0.727384432,8.736721475,
586,15:05:11:615,-6.97E-05,-1.16E-05,0.009332605,0.000461833,0.175094268,0.127310351,1.528976851,0.710890483,0.727096048,8.732306685,
587,15:05:12:141,1.17E-05,-3.25E-05,0.00943913,0.000359028,0.175612023,0.1277705,1.534329752,0.711328719,0.727572622,8.737042745,
588,15:05:12:669,4.06E-05,1.94E-05,0.009315961,0.000536563,0.174677484,0.127065916,1.524785755,0.711277888,0.727431571,8.729148849,
589,15:05:13:196,-2.71E-05,-3.37E-05,0.009284101,0.000428277,0.17266947,0.125445315,1.50810907,0.710228483,0.726505472,8.734080593,
590,15:05:13:722,-5.57E-05,-7.97E-05,0.009474086,0.000374972,0.175446744,0.127524215,1.532216208,0.710594285,0.72685427,8.733226798,
591,15:05:14:249,-2.12E-05,-3.33E-05,0.00936827,0.000520141,0.174841877,0.127239902,1.528361381,0.71094698,0.727742713,8.741391981,
592,15:05:14:775,-0.000100691,2.77E-05,0.009501434,0.000424946,0.175392254,0.127574513,1.531821093,0.711310185,0.727366862,8.73368726,
593,15:05:15:302,3.40E-05,4.13E-05,0.009623199,0.000478492,0.17828182,0.129436998,1.556060606,0.710164072,0.726024659,8.728094663,
594,15:05:15:828,-4.13E-06,-3.71E-05,0.009480269,0.000362122,0.175500726,0.127560569,1.533965269,0.710445229,0.726837844,8.7405067,
595,15:05:16:355,5.20E-05,-2.06E-05,0.009380635,0.000405194,0.17640196,0.128239324,1.541087364,0.710713683,0.726972214,8.736225838,
596,15:05:16:881,7.33E-05,-8.11E-05,0.009238453,0.000371402,0.172486017,0.125618846,1.508645294,0.711433171,0.728284228,8.746478824,
597,15:05:17:407,8.11E-05,-1.42E-05,0.009427003,0.00046683,0.176002039,0.127990936,1.536635427,0.71105349,0.727212801,8.730781974,
598,15:05:17:934,-0.000106134,1.27E-05,0.009299793,0.000385204,0.174887134,0.127122664,1.528462476,0.71062873,0.726884023,8.739707941,
599,15:05:18:462,-3.42E-05,-4.85E-05,0.009231321,0.000394723,0.172686312,0.125687071,1.510007445,0.711140926,0.727834588,8.744221998,
600,15:05:18:987,7.94E-05,-1.02E-05,0.009438892,0.000524187,0.175116263,0.1273818,1.530178204,0.710827971,0.727412736,8.738070233,
601,15:05:19:515,-3.96E-05,-9.92E-06,0.009397042,0.000461595,0.175886094,0.127859914,1.536834773,0.710535085,0.726947259,8.73767071,
602,15:05:20:041,3.87E-05,-0.000131117,0.009367319,0.000454693,0.174730659,0.126988267,1.52565093,0.710231577,0.726765797,8.731443783,
603,15:05:20:568,2.38E-05,8.63E-05,0.00933522,0.000432085,0.17514414,0.127540151,1.53092957,0.712000085,0.728201074,8.740969407,
604,15:05:21:094,-1.03E-05,7.68E-05,0.009304786,0.000426374,0.173369626,0.126150571,1.515558628,0.711391705,0.727639401,8.741777106,
