id,Time,x,y,z
PositionLog0, 14:18:52.825,35132,46880,20613
PositionLog1, 14:18:55.586,35133,46810,20613
PositionLog2, 14:18:58.455,35133,46740,20613
PositionLog3, 14:19:00.528,35133,46686,20613
PositionLog4, 14:19:03.487,35134,46616,20613
PositionLog5, 14:19:05.506,35134,46561,20613
PositionLog6, 14:19:07.529,35134,46517,20613
PositionLog7, 14:19:09.561,35134,46462,20613
PositionLog8, 14:19:11.583,35134,46416,20613
PositionLog9, 14:19:13.713,35135,46360,20613
PositionLog10, 14:19:16.589,35135,46292,20613
PositionLog11, 14:19:18.625,35135,46237,20613
PositionLog12, 14:19:20.627,35135,46190,20613
PositionLog13, 14:19:22.636,35136,46136,20613
PositionLog14, 14:19:25.646,35136,46066,20613
PositionLog15, 14:19:27.682,35136,46010,20613
PositionLog16, 14:19:30.711,35137,45940,20613
PositionLog17, 14:19:32.824,35137,45887,20613
PositionLog18, 14:19:35.753,35138,45809,20613
PositionLog19, 14:19:37.775,35139,45763,20613
PositionLog20, 14:19:40.742,35140,45685,20613
PositionLog21, 14:19:42.752,35140,45639,20613
PositionLog22, 14:19:44.805,35141,45589,20613
PositionLog23, 14:19:47.896,35142,45515,20613
PositionLog24, 14:19:50.830,35144,45439,20613
PositionLog25, 14:19:53.012,35145,45388,20613
PositionLog26, 14:19:55.870,35147,45316,20613
PositionLog27, 14:19:57.922,35149,45265,20613
PositionLog28, 14:19:59.929,35150,45214,20613
PositionLog29, 14:20:01.933,35151,45169,20613
PositionLog30, 14:20:04.082,35153,45114,20613
PositionLog31, 14:20:06.964,35155,45044,20613
PositionLog32, 14:20:10.047,35158,44964,20613
PositionLog33, 14:20:12.969,35161,44889,20613
PositionLog34, 14:20:14.988,35162,44842,20613
PositionLog35, 14:20:17.009,35164,44794,20613
PositionLog36, 14:20:19.032,35166,44738,20613
PositionLog37, 14:20:21.052,35169,44693,20613
PositionLog38, 14:20:23.097,35171,44639,20613
PositionLog39, 14:20:26.051,35174,44571,20613
PositionLog40, 14:20:28.094,35178,44515,20613
PositionLog41, 14:20:31.088,35182,44446,20613
PositionLog42, 14:20:33.109,35186,44394,20613
PositionLog43, 14:20:35.137,35192,44348,20613
PositionLog44, 14:20:37.172,35201,44293,20613
PositionLog45, 14:20:39.175,35209,44249,20613
PositionLog46, 14:20:41.194,35219,44196,20613
PositionLog47, 14:20:43.208,35228,44150,20613
PositionLog48, 14:20:45.260,35238,44096,20613
PositionLog49, 14:20:47.270,35246,44049,20613
PositionLog50, 14:20:50.230,35257,43974,20613
PositionLog51, 14:20:52.308,35260,43930,20613
PositionLog52, 14:20:55.314,35264,43852,20613
PositionLog53, 14:20:58.345,35268,43775,20613
PositionLog54, 14:21:01.328,35271,43706,20613
PositionLog55, 14:21:03.412,35274,43652,20613
PositionLog56, 14:21:06.397,35276,43583,20613
PositionLog57, 14:21:08.419,35278,43528,20613
PositionLog58, 14:21:10.471,35279,43482,20613
PositionLog59, 14:21:13.429,35281,43404,20613
PositionLog60, 14:21:16.436,35282,43326,20613
PositionLog61, 14:21:18.585,35282,43280,20613
PositionLog62, 14:21:21.479,35281,43203,20613
PositionLog63, 14:21:23.549,35280,43155,20613
PositionLog64, 14:21:26.468,35277,43081,20613
PositionLog65, 14:21:28.471,35273,43035,20613
PositionLog66, 14:21:30.512,35265,42981,20613
PositionLog67, 14:21:32.520,35258,42935,20613
PositionLog68, 14:21:35.569,35244,42858,20613
PositionLog69, 14:21:37.573,35235,42814,20613
PositionLog70, 14:21:39.656,35224,42759,20613
PositionLog71, 14:21:42.631,35211,42693,20613
PositionLog72, 14:21:45.619,35195,42616,20613
PositionLog73, 14:21:47.694,35186,42570,20613
PositionLog74, 14:21:50.669,35172,42496,20613
PositionLog75, 14:21:53.683,35159,42419,20613
PositionLog76, 14:21:56.687,35147,42350,20613
PositionLog77, 14:21:58.738,35139,42298,20613
PositionLog78, 14:22:00.765,35131,42251,20613
PositionLog79, 14:22:02.785,35123,42198,20613
PositionLog80, 14:22:04.797,35116,42153,20613
PositionLog81, 14:22:06.810,35109,42106,20613
PositionLog82, 14:22:09.746,35099,42027,20613
PositionLog83, 14:22:11.748,35094,41982,20613
PositionLog84, 14:22:13.776,35091,41929,20613
PositionLog85, 14:22:15.808,35096,41883,20613
PositionLog86, 14:22:17.836,35108,41833,20613
PositionLog87, 14:22:19.873,35121,41789,20613
PositionLog88, 14:22:22.911,35146,41715,20613
PositionLog89, 14:22:25.876,35170,41642,20613
PositionLog90, 14:22:27.906,35184,41598,20613
PositionLog91, 14:22:29.926,35200,41551,20613
PositionLog92, 14:22:31.952,35216,41504,20613
PositionLog93, 14:22:33.986,35231,41457,20613
PositionLog94, 14:22:36.984,35252,41386,20613
PositionLog95, 14:22:38.997,35264,41341,20613
PositionLog96, 14:22:42.005,35283,41266,20613
PositionLog97, 14:22:44.014,35295,41220,20613
PositionLog98, 14:22:46.162,35307,41169,20613
PositionLog99, 14:22:49.121,35325,41092,20613
PositionLog100, 14:22:52.101,35340,41024,20613
PositionLog101, 14:22:54.126,35350,40973,20613
PositionLog102, 14:22:57.131,35361,40904,20613
PositionLog103, 14:22:59.153,35365,40851,20613
PositionLog104, 14:23:01.154,35368,40805,20613
PositionLog105, 14:23:03.196,35370,40752,20613
PositionLog106, 14:23:06.216,35373,40682,20613
PositionLog107, 14:23:08.272,35374,40628,20613
PositionLog108, 14:23:11.262,35375,40560,20613
PositionLog109, 14:23:13.274,35377,40507,20613
PositionLog110, 14:23:15.293,35377,40459,20613
PositionLog111, 14:23:17.326,35378,40406,20613
PositionLog112, 14:23:19.340,35379,40359,20613
PositionLog113, 14:23:21.361,35379,40305,20613
PositionLog114, 14:23:23.366,35380,40258,20613
PositionLog115, 14:23:25.429,35380,40203,20613
PositionLog116, 14:23:28.422,35381,40131,20613
PositionLog117, 14:23:31.421,35382,40057,20613
PositionLog118, 14:23:33.422,35382,40010,20613
PositionLog119, 14:23:36.458,35383,39930,20613
PositionLog120, 14:23:39.423,35383,39861,20613
PositionLog121, 14:23:41.499,35384,39808,20613
PositionLog122, 14:23:43.516,35384,39762,20613
PositionLog123, 14:23:46.478,35385,39683,20613
PositionLog124, 14:23:48.488,35386,39637,20613
PositionLog125, 14:23:50.508,35386,39583,20613
PositionLog126, 14:23:52.580,35387,39537,20613
PositionLog127, 14:23:55.522,35388,39459,20613
PositionLog128, 14:23:57.554,35389,39410,20613
PositionLog129, 14:23:59.566,35390,39357,20613
PositionLog130, 14:24:01.578,35390,39310,20613
PositionLog131, 14:24:03.716,35391,39253,20613
PositionLog132, 14:24:06.622,35393,39187,20613
PositionLog133, 14:24:08.661,35394,39133,20613
PositionLog134, 14:24:11.661,35396,39063,20613
PositionLog135, 14:24:13.683,35398,39009,20613
PositionLog136, 14:24:15.702,35401,38963,20613
PositionLog137, 14:24:17.757,35413,38911,20613
PositionLog138, 14:24:20.809,35433,38835,20613
PositionLog139, 14:24:23.789,35448,38770,20613
PositionLog140, 14:24:26.891,35453,38689,20613
PositionLog141, 14:24:29.771,35439,38627,20613
PositionLog142, 14:24:31.778,35423,38575,20613
PositionLog143, 14:24:34.875,35400,38510,20613
PositionLog144, 14:24:37.793,35373,38437,20613
PositionLog145, 14:24:39.866,35354,38385,20613
PositionLog146, 14:24:42.810,35333,38320,20613
PositionLog147, 14:24:44.827,35321,38268,20613
PositionLog148, 14:24:47.827,35306,38199,20613
PositionLog149, 14:24:49.843,35298,38148,20613
PositionLog150, 14:24:51.857,35296,38101,20613
